,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1160,"Y11,Y31",,Used Lead Acid Batteries,H8,2034.3,PA,KR,,R4,Jamaica,2016
1,A1160,"Y11,Y31",,Used Lead Acid Batteries,H8,1253.8,,CR,,R4,Jamaica,2016
2,A3180,Y10,,Solid contaminated with Polychlorinated biphenyl (PCB),"H6.1,H11",126.9,"BE,NL,PA,ES",FR,D10,,Jamaica,2016
3,A1030,"Y3,Y24,Y29,Y31,Y37",,Obsolete Pesticide,"H5.1,H6.1,H11,H12",80.0,"BE,FJ,DE,NL,PA,PH",GB,D10,,Jamaica,2016
