,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y8,"130205, 130208",Waste oils,,1209.19,,DE,,R9,Czechia,2020
1,A3020,Y8,130205,Waste oils,,1557.15,,PL,,R9,Czechia,2020
2,A3020,Y8,130208,Waste oils,,2382.98, ,DE,,R9,Czechia,2020
3,A1050,Y17,190205,Metal-bearing sludges,,53.51,,DE,,R4,Czechia,2020
4,A1050,Y17,190813,Metal-bearing sludges,,8.54,,DE,,R4,Czechia,2020
5,A1050,Y17,110109,Metal-bearing sludges,,460.985,,DE,,R4,Czechia,2020
6,A1160,"Y31,Y34",160601,Waste lead acid batteries,,225.608,,DE,,"R4,R5",Czechia,2020
7,A1160,Y_,160601,Waste lead acid batteries,,259.0,,DE,,R4,Czechia,2020
8,A1160,Y31,160601,Waste lead acid batteries,,879.457,"SK,HU,RO",BG,,R4,Czechia,2020
9,A1160,Y31,160601,Waste lead acid batteries,,1237.961,"SK,HU,RO",BG,,"R12,R4,R5",Czechia,2020
10,A1160,Y31,160601,Waste lead acid batteries,,626.475,,PL,D9,"R12,R3,R4",Czechia,2020
11,,Y17,120116; AB030,Filter dust,,2.694,,DE,,R4,Czechia,2020
12,,Y_,120114,Powder and sludge containing dangerous substances,,12.677,,AT,,R4,Czechia,2020
13,A1170,Y22,160121,Li-Ion batteries,,11.551,,DE,,R4,Czechia,2020
14,A1170,Y26,160602,Ni-Cd batteries,,73.7,DE,FR,,R4,Czechia,2020
15,A1060,Y35,110107,Pickling bases,,226.27,,DE,,R5,Czechia,2020
16,A1130,Y17,110107,Pickling bases,,54.07,,DE,,"R13,R4",Czechia,2020
17,,Y_,"170204, 191206; AC170",Discarded railway sleepers,,1162.24,,DE,,R1,Czechia,2020
18,A1020,Y31,100402,Lead ashes,,116.52,DE,BE,,R4,Czechia,2020
19,A3140,Y6,080111,Paint and varnish containing organic solvents or other dangerous substances,,111.86,,SK,,R2,Czechia,2020
20,A2030,Y_,160802,Spent catalyst,,122.76,,DE,,R4,Czechia,2020
21,A3140,Y42,150202,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,1.657,DE,NL,,R4,Czechia,2020
22,A4070,Y_,150202,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,0.444,,DE,,R4,Czechia,2020
23,A4050,Y33,150202,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,0.694,,DE,,R4,Czechia,2020
24,A4160,Y_,150202,Activated carbon,,548.26,,AT,,R7,Czechia,2020
25,,Y_,140601; AC150,CFCs,,45.657,,DE,,R3,Czechia,2020
26,A2010,Y31,160215,Glass waste  ,,281.85,,DE,,R5,Czechia,2020
27,A2010,"Y18,Y31",160215,CRT screens,,477.8,,DE,,R5,Czechia,2020
28,,Y33,110116; AD120,Saturated or spent ion exchange resin containing precious metals,,0.694,,DE,,R4,Czechia,2020
29,A4070,Y_,150110,Packaging containing residues of or contaminated by dangerous substances,,0.181,,DE,,R4,Czechia,2020
30,A1020,Y31,100401,Tin and lead waste - residues from the surface of the soldering and plating bath,,50.806,,PL,,R4,Czechia,2020
31,,Y_,100308,Wastes from aluminium thermal metallurgy,,9189.98,,DE,,R5,Czechia,2020
32,,Y32,"100308, 100309, 100315, 101099ª, 100399ª",Salt slags and drosses containing aluminium,,453.682,,SK,,R4,Czechia,2020
33,,Y32,"120103ª, 120199ª, 170409","Aluminium waste - spills, filings and turnings contaminated with oil products",,57.21,,SK,,R4,Czechia,2020
34,A1170,Y26,191211,Negative electrodes from NiCd accumulators,,131.42,DE,KR,,R4,Czechia,2020
35,A1020,Y31,160303,Corundum containing silver,,5.09,DE,NL,,R4,Czechia,2020
36,A2030,Y2,160807,Spent catalysts containing precious metals (palladium),,0.978,,DE,,R4,Czechia,2020
37,A3190,Y11,190304,"Partially stabilized waste after distillation processes containing pollutants (heavy metals, oil substances)",,9551.67,,DE,,"R12,R1",Czechia,2020
38,A1010,Y29,180110,Amalgam waste from dental care,,2.05,,AT,,R4,Czechia,2020
39,A3140,Y_,140603,Other solvents and solvent mixtures,,21.6,,DE,,"R2,R1",Czechia,2020
40,A1010,Y29,160307,Mercury,,88.981,DE,CH,D9,,Czechia,2020
41,A1180,Y45,"160213, 200121","Fluorescent tubes, induction lamps, mercury lamps",,5.045,,SK,D1,"R12,R4",Czechia,2020
42,A3150,Y6,070503,Halogenated organic solvents ,,848.61,,PL,,R2,Czechia,2020
