,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,,Y29,SW 103,Waste Batteries (Rechargeable) Containing Lithium,,10.0,,SG,,R4,Malaysia,2019
1,A4100,Y23,SW 104,Electric Arc Furnace Dust ,,11000.0,,KR,,R4,Malaysia,2019
2,,Y25,SW 104,Micro Silica,,2500.0,,SG,,R11,Malaysia,2019
3,A1180,"Y22,Y31",SW 110,Electronic Waste ,,540.0,"DE,NL",BE,,R4,Malaysia,2019
4,A1180,"Y22,Y31",SW 110,Electronic Waste,,50.0,,JP,,R4,Malaysia,2019
5,A1180,"Y22,Y31",SW 110,Electronic Waste ,,400.0,,JP,,R4,Malaysia,2019
6,A1180,"Y22,Y31",SW 110,Electronic Waste – Copper Wastes & Scrap Units,,200.0,,US,,R4,Malaysia,2019
7,A1180,"Y22,Y31",SW 110,Electronic Waste’,,300.0,SG,US,,R4,Malaysia,2019
8,A1180,"Y22,Y31",SW 110,Electronic Waste,,200.0,,JP,,R4,Malaysia,2019
9,A1180,"Y22,Y31",SW 110,Electronic Waste,,500.0,SG,US,,R4,Malaysia,2019
10,A1180,"Y22,Y31",SW 110,Electronic Waste,,90.0,,US,,R4,Malaysia,2019
11,A1180,"Y22,Y31",SW 110,Copper Alloy Scrap ,,50.0,,JP,,R4,Malaysia,2019
12,B1120,,SW 202,Spent Rhodium Catalyst ,H_,50.0,,BE,,R4,Malaysia,2019
13,B1120,,SW 202,Spent Rhodium Catalyst ,H_,200.0,,BE,,R4,Malaysia,2019
14,B1120,,SW 202,Spent Cobalt Catalyst  ,H_,600.0,"BE,EG,GR",FI,,R8,Malaysia,2019
15,B1120,,SW 202,Spent Formaldehyde Catalyst  ,H_,30.99,,SE,,R8,Malaysia,2019
16,B1120,,SW 202,Spent Formaldehyde Catalyst  ,H_,16.041,DE,SE,,R8,Malaysia,2019
17,B1120,,SW 202,Spent Molydbenum Catalyst,H_,50.0,,NL,,R8,Malaysia,2019
18,A1050,Y17,SW 204,Sludge from Industrial Effluent Treatment System,,160.0,,JP,,R4,Malaysia,2019
19,A3140,"Y6,Y42",SW 322,Waste of Non-halogenated Organic Solvent,,240.0,SG,DE,,R2,Malaysia,2019
20,B2040,,SW 327,Wire Saw Slurry,H_,840.0,,IT,,R5,Malaysia,2019
21,A3010,Y12,SW 418,Hewlett Packard Scrap Inkjet Cartridges,,500.0,,CA,,R4,Malaysia,2019
22,A3190,,SW 501,Asphalt Extended,,2260.0,,AU,,R9,Malaysia,2019
