,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y8,"130205, 130208",Waste oils,,3100.12,,DE,,R9,Czechia,2018
1,A3020,Y8,130205,Waste oils,,618.75,,PL,,R9,Czechia,2018
2,A3020,Y8,130208,Waste oils,,2277.7, ,DE,,R9,Czechia,2018
3,A1050,Y17,190205,Metal-bearing sludges,,60.802,,DE,,R4,Czechia,2018
4,A1050,Y17,190813,Metal-bearing sludges,,2.77,,DE,,R4,Czechia,2018
5,A1050,Y17,110109,Metal-bearing sludges,,415.83,,DE,,R4,Czechia,2018
6,A1160,"Y31,Y34",160601,Waste lead acid batteries,,485.4,,DE,,"R4,R5",Czechia,2018
7,A1160,Y_,160601,Waste lead acid batteries,,344.6,,DE,,R4,Czechia,2018
8,A1160,Y31,160601,Waste lead acid batteries,,513.743,"SK,HU,RO",BG,,R4,Czechia,2018
9,A1160,Y31,160601,Waste lead acid batteries,,490.844,"SK,HU,RO",BG,,"R12,R4,R5",Czechia,2018
10,A1160,Y31,160601,Waste lead acid batteries,,911.041,,PL,D9,"R12,R3,R4",Czechia,2018
11,,Y31,100811ª,Tin dross containing Pb,,27.98,,PL,,R4,Czechia,2018
12,A1020,Y17,120116,Waste arisen from surface treatment of metals,,0.976,,DE,,R4,Czechia,2018
13,,Y17,120116; AB030,Filter dust,,3.136,,DE,,R4,Czechia,2018
14,,Y_,120114,Powder and sludge containing dangerous substances,,42.23,,AT,,R4,Czechia,2018
15,A1060,Y35,110107,Pickling bases,,161.05,,DE,,R5,Czechia,2018
16,A1130,Y17,110107,Pickling bases,,38.37,,DE,,R13,Czechia,2018
17,A1130,Y22,110107,Pickling bases,,35.2,DE,GB,,R4,Czechia,2018
18,,Y_,"170204, 191206; AC170",Discarded railway sleepers,,2769.906,,DE,,R1,Czechia,2018
19,A1020,Y31,100402,Lead ashes,,153.4,DE,BE,,R4,Czechia,2018
20,A3140,Y6,080111,Paint and varnish containing organic solvents or other dangerous substances,,98.19,,SK,,R2,Czechia,2018
21,A2030,Y_,160802,Spent catalyst,,75.955,,DE,,R4,Czechia,2018
22,A3140,Y42,150202,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,2.975,,DE,,R4,Czechia,2018
23,A4070,Y_,150202,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",,1.507,,DE,,R4,Czechia,2018
24,A4160,Y_,150202,Activated carbon,,827.86,,AT,,R7,Czechia,2018
25,A1010,Y29,180110,Amalgam waste from dental care,,2.2,,AT,,R4,Czechia,2018
26,,Y_,140601; AC150,CFCs,,26.641,,DE,,R3,Czechia,2018
27,A2010,Y31,160215,Glass waste from cathode-ray tubes and PC monitors ,,866.572,,DE,,R5,Czechia,2018
28,A2010,"Y18,Y31",160215,CRT screens,,1045.64,,DE,,R5,Czechia,2018
29,,Y_,"160213, 160215",Electronic waste,,57.62,DE,NL,,R4,Czechia,2018
30,,Y33,110116; AD120,Saturated or spent ion exchange resin containing precious metals,,0.032,,DE,,R4,Czechia,2018
31,A4070,Y_,150110,Packaging containing residues of or contaminated by dangerous substances,,0.229,,DE,,R4,Czechia,2018
32,A1060,Y_,110105,Pickling bases,,89.9,,AT,,R4,Czechia,2018
33,,Y31,100401,Tin and lead waste - residues from the surface of the soldering and plating bath,,26.94,,PL,,R4,Czechia,2018
34,A3140,Y_,140603,Other solvents and solvent mixtures,,23.9,,DE,,"R2,R1",Czechia,2018
35,,Y_,100308,Wastes from aluminium thermal metallurgy,,7553.487,,DE,,R5,Czechia,2018
36,,Y32,"100308, 100309,  100315, 101099ª, 100399ª",Salt slags and drosses containing aluminium,,501.531,,SK,,R4,Czechia,2018
37,,Y32,"120103ª, 120199ª, 170409","Aluminium waste - spills, filings and turnings contaminated with oil products",,324.137,,SK,,R4,Czechia,2018
38,A1020,Y26,191211,Negative electrodes from NiCd accumulators,,88.2,DE,KR,,R4,Czechia,2018
39,,Y_,160303,Corundum containing silver,,9.587,,DE,,R4,Czechia,2018
40,,Y_,160104,End of life vehicles,,254.78,,DE,,R4,Czechia,2018
41,A3150,Y6,070503,Halogenated organic solvents ,,386.44,,PL,,R2,Czechia,2018
42,A2030,Y2,160807,Spent catalysts containing precious metals (palladium),,0.989,,DE,,R4,Czechia,2018
