,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1010,Y31,Y31,Used lead bateries,"H8,H11",538,,CR,,"R4,R5",El Salvador,2016
1,A1010,Y31,Y31,Used lead bateries,"H8,H11",3440,,KP,,"R4,R5",El Salvador,2016
2,,Y9,Y9,SLUDGE OF HYDROCARBONS,H4.1,770,,GT,,R1,El Salvador,2016
