,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_destination,annex_4_a,annex_4_b,country,year
0,Y31,Lead; lead compounds,A1160,9,H11,"Waste lead-acid batteries, whole or crushed",2000,,IR,,R4,Armenia,2015
