,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y8,"130205*, 130206*, 130207*, 130208*","13 02 05* - mineral-based non-chlorinated engine, gear and lubricating oils,  13 02 06* - synthetic engine, gear and lubricating oils, 13 02 07* - readily biodegradable engine, gear and lubricating oils, 13 02 08*- other engine, gear and lubricating oils 
",,13430.0,,GR,,R9,Turkey,2018
1,A3180,Y10,"130301*, 150202*, 160209*","15 02 02* - absorbents, filter materials (including oil filters not otherwise specified), wiping
cloths, protective clothing contaminated by dangerous substances, 13 03 01* - insulating or heat transmission oils containing PCBs, 16 02 09* - transformers and capacitors containing PCBs""
",,244.0,,FR,D10,,Turkey,2018
2,A1050,Y18,110109*,"11 01 09* - sludges and filter cakes containing dangerous substances
",,72.95,,DE,,R4,Turkey,2018
