,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1160,Y31,,"Used Lead Acid Battery (Rains, Rinks, Rails)",H11,3000,,KR,,R4,United Arab Emirates,2020
1,A1160,"Y31,Y34",,"Used Car Battery, Rink ,Rain,Rails",H11,5000,,KR,,R1,United Arab Emirates,2020
2,A1160,Y31,,Used Lead Acid Battery,H11,10000,,KR,,R4,United Arab Emirates,2020
3,A1160,Y31,,USED LEAD ACID BATTERIES,H11,10000,,KR,,R4,United Arab Emirates,2020
4,A1160,"Y31,Y34",,SPENT LEAD BATTERIES ,H11,5000,,KR,,R4,United Arab Emirates,2020
5,A1180,Y22,,Printed Circuit Board (Electronic scrap contained precious metal),H13,1000,,KR,,R4,United Arab Emirates,2020
6,A1170,Y18,, NiMH (Nickel-Metal Hydride) batteries for recycling ,H12,100,"EG,GB,GR,NL,SG,FR",BE,,"R12,R13",United Arab Emirates,2020
7,A1160,Y31,,"Used Lead Acid Battery (Rink, Rains)",H11,5000,,KR,,R4,United Arab Emirates,2020
8,"A1170,A1180",,,"UN3090 Lithium metal batteries, UN3091 Lithium metal batteries in equipment",,25,US,CA,,R4,United Arab Emirates,2020
9,A1160,Y31,,Used Lead Acid Battery,H11,4000,,KR,,R4,United Arab Emirates,2020
10,A1160,"Y31,Y34",,Used Lead Acid Battery (Rink/Rains),H8,3000,,KR,,"R4,R6",United Arab Emirates,2020
11,A1160,"Y31,Y34",,Spent Lead Batteries,H11,5000,,KR,,R4,United Arab Emirates,2020
12,A1160,"Y31,Y34",,SPENT LEAD BATTERIES ,H11,1000,,KR,,R4,United Arab Emirates,2020
13,A1160,"Y31,Y34",,Spent Lead Batteries,H11,5000,,KR,,R4,United Arab Emirates,2020
14,A1160,Y31,,"USED LEAD ACID BATTERY (RINK ,RAINS ) ",H11,5000,,KR,,R4,United Arab Emirates,2020
15,A1160,Y31,,"Used Lead Acid Battery (RAINS, RINKS, RAILS)",H11,5000,,KR,,R4,United Arab Emirates,2020
16,A1160,Y31,,"USED LEAD ACID BATTERY (RINK ,RAINS ) ",H11,2000,,KR,,R4,United Arab Emirates,2020
17,A1160,Y31,,Used Lead Acid Battery,H11,6000,,KR,,R4,United Arab Emirates,2020
18,A4010,Y2,,Out-of-Date Pharmaceutical and Cosmetic Preparations,"H3,H6.1,H12",85,"ES,SA,OM,MA,EG,GB,GR,BE,NL",FR,D10,,United Arab Emirates,2020
19,A1160,Y31,,Used Lead Acid Battery,H11,15000,,KR,,R4,United Arab Emirates,2020
20,A1160,"Y31,Y34",,Spent lead batteries,H11,3000,,KR,,R4,United Arab Emirates,2020
21,A1160,Y31,,"USED LEAD ACID BATTERY (RAINS, RINKS, RAILS)",H11,5000,,KR,,R4,United Arab Emirates,2020
22,A1160,"Y31,Y34",,"USED  BATTERY SCRAP ,RINK,RAIN,RAILS",H11,4000,,KR,,R4,United Arab Emirates,2020
23,A1160,"Y31,Y34",,Used lead acid batteries,H11,5000,,KR,,R4,United Arab Emirates,2020
24,"A4030,A1010",Y4,,Redundent and obselete pecticides,"H3,H4.3,H6.1,H10,H11,H12,H13",50,,DE,D10,,United Arab Emirates,2020
25,A1160,"Y31,Y34",,SPENT LEAD BATTERIES ,H11,1000,,KR,,R4,United Arab Emirates,2020
26,A4010,Y2,,Out-of-Date Pharmaceutical and Cosmetic Preparations,"H3,H6.1,H12",750,"OM,SA,EG,MA,ES,GB,BE,NL,DE",FR,D1,,United Arab Emirates,2020
27,A1160,Y31,,Used Lead Acid Battery,H11,10000,,KR,,R4,United Arab Emirates,2020
28,A1160,Y31,,"Used Lead Acid Batteries (RINKS,RAILS,RAINS)",H11,3000,,KR,,R4,United Arab Emirates,2020
29,A1160,Y31,,USED LEAD ACID BATTERY ,H11,4000,,KR,,R4,United Arab Emirates,2020
