,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4020,Y1,,Clinical wastes,H6.1,109.716,,AU,D10,,New Zealand,2016
1,A4030,Y4,,Waste pesticide,H6.1,137.8,,AU,D10,,New Zealand,2016
2,A4030,Y4,,Waste pesticide,H6.1,17.418,"PA,BE",DE,D10,,New Zealand,2016
3,A3140,Y6,,Waste solvent,H3,115.3,,AU,,R1,New Zealand,2016
4,A2030,Y6,,Spent catalyst,H4.2,733.4,"AU,MY",SG,,R8,New Zealand,2016
5,A3180,Y10,,Wastes containing PCB and PCN,H11,3.568,"PA,BE,GB",FR,D10,,New Zealand,2016
6,A1180,Y22,,E-waste,H12,141.639,JP,KR,,R4,New Zealand,2016
7,A1020,Y31,,Lead from ULABS,"H11,H12",407.102,"MY,SG,SA,EG,IT,FR",ES,,R4,New Zealand,2016
8,A1020,Y31,,Lead from ULABS,"H11,H12",309.435,"JP,SG",KR,,R4,New Zealand,2016
9,A1020,Y31,,Lead from ULABS,"H11,H12",292.914,"MY,SG,EG,FR,GB,SA,NL,DE",PL,,R4,New Zealand,2016
10,A2010,Y31,,CRT glass,"H11,H12,H13",65.969,JP,KR,,"R4,R5",New Zealand,2016
11,,Y31,,E-waste,H11,42.463,PA,BE,,R4,New Zealand,2016
12,,Y31,,E-waste,H11,26.663,,JP,,R4,New Zealand,2016
13,A2050,Y36,,Waste acetylene cylinders,H11,464.28,,AU,D1,"R2,R4",New Zealand,2016
14,A4140,Y45,,Phosgene,"H6.1,H8",0.004,"PA,BE",FR,D10,,New Zealand,2016
15,,"Y20,Y22,Y31",,e-waste,H11,38.367,,US,,R4,New Zealand,2016
16,"A1020,A1180","Y20,Y27,Y31,Y45",,Printed circuit boards,"H11,H12,H13",109.0945,,JP,,"R4,R5",New Zealand,2016
17,,"Y22,Y23,Y26",,E-waste,"H12,H13",61.856,"PA,US,GB,NL",BE,,R4,New Zealand,2016
18,A1180,"Y22,Y23,Y31,Y45",,E-waste,"H12,H13",261.66525,"AU,MY",SG,,R4,New Zealand,2016
19,A1180,"Y26,Y29,Y31,Y45",,E-waste,H12,292.136,,AU,,R4,New Zealand,2016
20,A4050,"Y32,Y33",,Spent pot liner,"H4.3,H6.1",201.951,"AU,MY,SG,LK,BE,ES,EG,SA",GB,,"R4,R5",New Zealand,2016
21,A1160,"Y31,Y34",,Used lead acid batteries,"H6.1,H8,H11,H12,H13",17.2,,AU,,R4,New Zealand,2016
22,A1160,"Y31,Y34",,Used lead acid batteries,"H6.1,H11,H12",1327.521,"SG,MY,JP",KR,,R4,New Zealand,2016
23,A1160,"Y31,Y34",,Used lead acid batteries,"H8,H11,H12",4379.901,JP,KR,,R4,New Zealand,2016
