,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1180,"Y22,Y23",,Dust from waste lithium chemistry batteries,,240.0,,KR,,R4,Australia,2017
1,A3180,Y10,,Liquid waste contaminated with polychlorinated biphenyls,,350.0,"BE,NL,NZ,PA,GB,US",FR,D10,,Australia,2017
2,A1020,Y31,,Waste lead paste and grid derived from broken used lead acid batteries (ULABs),,18000.0,"EG,DE,MY,NL",PL,,R4,Australia,2017
3,A1020,Y31,,Waste lead paste and grid derived from broken used lead acid batteries (ULABs),,6000.0, ,JP,,R4,Australia,2017
4,A1020,Y31,,Waste Lead and Scrap,,12000.0,JP,KR,,R4,Australia,2017
5,A1020,Y31,,Lead Waste and Scrap derived from Used Lead Acid Batteries,,12000.0,"EG,MY,MT,SG",ES,,R4,Australia,2017
6,A1160,Y31,,Lead Waste and Scrap derived from Used Lead Acid Batteries,,3000.0,JP,KR,,R4,Australia,2017
7,A1020,Y31,,Lead Waste and Scrap derived from Used Lead Acid Batteries,,6000.0,"EG,MY,MT,SG",ES,,R4,Australia,2017
8,A3180,Y10,,Waste liquids contaminated with polychlorinated biphenyls,,0.0234,CA,FR,D10,,Australia,2017
9,A1020,Y31,,Lead Waste and Scrap derived from Used Lead Acid Batteries,,4600.0,JP,JP,,R4,Australia,2017
