,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4020,Y1,18 01 03,,H6.2,2.276,,HU,,R1,Slovakia,2018
1,A3140,Y6,14 06 03,,H3,78.029,"CZ,DE",NL,,R2,Slovakia,2018
2,A3020,Y8,"13 01 10, 13 02 05, 13 02 06, 13 02 08, 13 03 07",,H12,296.5,CZ,DE,,R9,Slovakia,2018
3,A1060,Y17,11 01 05,,H8,4278.4,CZ,PL,,R5,Slovakia,2018
4,A1130,Y17,11 01 07,,"H6.1,H12",35.49,CZ,DE,,"R4,R13",Slovakia,2018
5,A1050,Y17,11 01 09,,"H11,H12",272.767,CZ,DE,,R4,Slovakia,2018
6,A1050,Y17,11 01 09,,H11,0.605,CZ,DE,,R4,Slovakia,2018
7,,Y17,12 01 18 (AB030),,H4.2,19.86,CZ,DE,,R4,Slovakia,2018
8,A1050,Y17,19 02 05,,"H11,H12",110.89,CZ,DE,,R4,Slovakia,2018
9,,Y19,10 01 04 (AA060),,H12,24.992,CZ,DE,,R4,Slovakia,2018
10,,Y19,10 01 18 (AA060),,H12,148.552,CZ,DE,,R4,Slovakia,2018
11,A1100,Y23,10 06 03,,"H6.1,H12",1532.861,"CZ,DE,NL",BE,,R4,Slovakia,2018
12,A1100,Y23,10 06 03,,"H6.1,H12",653.785,"CZ,DE",BE,,R4,Slovakia,2018
13,A1030,Y24,06 04 03,,"H6.1,H10,H12",142.4,CZ,DE,D12,,Slovakia,2018
14,A1030,Y24,06 04 03,,"H6.1,H10,H12",7.2,,CZ,,R5,Slovakia,2018
15,A1030,Y29,18 01 10,,H6.2,0.45,"CZ,DE",NL,,"R4,R12",Slovakia,2018
16,A1060,Y34,11 01 05,,H8,93.1,,AT,,R4,Slovakia,2018
17,A4090,Y34,11 01 05,,"H8,H12",66.86,,CZ,,R5,Slovakia,2018
18,A1060,Y35,06 02 04,,H8,514.78,AT,DE,,R5,Slovakia,2018
19,A3140,Y42,14 06 03,,"H3,H4.2,H12",15.392,,HU,,R2,Slovakia,2018
20,A1180,Y45,"16 02 11, 20 01 23",,H12,252.93,,CZ,,"R3,R4,R12",Slovakia,2018
21,"A1180,Y46",,"16 02 13, 20 01 35",,H12,548.139,,CZ,,"R3,R4,R12",Slovakia,2018
22,A1160,"Y31,Y34",16 06 01,,"H8,H12",21.988,PL,LT,,"R3,R6,R12",Slovakia,2018
23,A1160,"Y31,Y34",16 06 01,,"H8,H12",1375.679,"HU,RO",BG,,"R3,R4,R5,R12",Slovakia,2018
24,A3140,"Y12,Y42",07 01 04,,"H3,H12",110.0,,CZ,,R1,Slovakia,2018
25,A3160,"Y12,Y42",07 07 08,,"H3,H12",85.46,,AT,,R1,Slovakia,2018
26,A2030,,16 08 02,,H6.1,2752.274,,AT,,R8,Slovakia,2018
27,A2030,,16 08 02,,H11,892.699,,CZ,,R4,Slovakia,2018
28,,Y18,19 12 12,,,305.56,,AT,,R4,Slovakia,2018
