,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1010,Y17,110198,,H6.1,6.96,,JP,,R4,Greece,2017
1,A1010,Y29,180110,Amalgam waste,H12,4.74,,AT,,R4,Greece,2017
2,A1010,Y31,191211,,H6.1,120.4,,CZ,,R4,Greece,2017
3,A1020,Y22,100604,,H12,219.26,NL,BE,,R4,Greece,2017
4,A1020,Y23,060405,,H6.1,2840.78,,BE,,R4,Greece,2017
5,A1020,Y23,100601,,H12,1868.21,NL,BE,,R4,Greece,2017
6,A1020,Y23,100602,,H12,577.0,,BE,,R4,Greece,2017
7,A1020,Y31,060405,,H6.1,2006.46,,BE,,R4,Greece,2017
8,A1020,Y31,060405,,H6.1,5.3,,PL,,R4,Greece,2017
9,A1020,Y31,100401,,H6.1,19.72,,NL,,R12,Greece,2017
10,A1020,Y31,100401,,H6.1,23.63,,NL,,R4,Greece,2017
11,A1020,Y31,100401,,H6.1,6.0,,SE,,R4,Greece,2017
12,A1020,Y31,100401,,H6.1,3565.84,NL,BE,,R4,Greece,2017
13,A1020,Y31,100402,,H6.1,885.9,,be,,R4,Greece,2017
14,A1020,Y31,100402,,H6.1,100.05,,PL,,R4,Greece,2017
15,A1020,Y31,100402,,H6.1,3389.76,NL,BE,,R4,Greece,2017
16,A1020,Y31,100404,,H6.1,5001.37,,be,,R4,Greece,2017
17,A1020,Y31,100404,,H6.1,318.87,,CZ,,R4,Greece,2017
18,A1020,Y31,160303,,H12,73.6,,SE,,R4,Greece,2017
19,A1020,,110207,,H12,45.94,,BE,,R4,Greece,2017
20,A1020,,160303,,H12,4.5,,NL,,R4,Greece,2017
21,A1030,Y24,060403,,H6.1,38.5,CZ,SK,,R4,Greece,2017
22,A1030,Y29,200121,,H6.1,176.28,NL,BE,,R5,Greece,2017
23,A1050,Y17,110109,,H12,5.82,,BE,,R4,Greece,2017
24,A1050,Y17,110109,,H12,52.39,,NL,,R4,Greece,2017
25,A1050,Y17,110109,,H12,356.74,,PL,,R4,Greece,2017
26,A1050,Y17,110198,,H6.1,145.98,,BE,,R4,Greece,2017
27,A1060,Y17,110105,,H8,151.6,,CH,D9,,Greece,2017
28,A1060,Y17,110105,,H8,383.36,,BE,,R5,Greece,2017
29,A1060,Y17,110105,,H8,75.78,NL,BE,,R4,Greece,2017
30,A1060,Y17,110105,,H8,105.07,,AT,,R5,Greece,2017
31,A1060,Y17,110105,,H8,550.65,,AT,,R4,Greece,2017
32,A1060,Y17,110105,,H8,114.8,,BE,,R4,Greece,2017
33,A1060,Y17,110106,,H8,394.35,,BE,,R5,Greece,2017
34,A1060,Y17,110107,,H8,14.61,,NL,,R4,Greece,2017
