,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
0,A4060,Y8,no national code,minéral waste oil,,250,TG,,D2,R9,Benin,2021
1,A4060,Y8,no national code,minéral waste oil,,250,TG,,D2,R9,Benin,2021
