,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A2030,,160807*,waste of spent catalysts ,,70,LV,LT,,R13,Georgia,2017
1,A2030,,160807*,waste of spent catalysts,,10,,DE,,R4,Georgia,2017
2,A2030,,160807*,spent catalysts,,12,,IT,,R4,Georgia,2017
