,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1020,Y31,100815*,Sn Pb ashes and residues,H12,150,"NL,ES,GB,DE",BE,,R4,Brazil,2013
1,A1020,Y31,100815*,Sn Al residues,H12,50,"NL,ES,GB,DE",BE,,R4,Brazil,2013
2,A1020,Y18,010307*,Spent Au on Carbon containing precious metals,H12,600,"US,ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
3,A1020,Y18,110198*,Ashes from calcined slop/washcoat (from automotive catalyst production),H8,35,"US,ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
4,A1020,Y18,110198*,Ashes from calcined slop/washcoat (from automotive catalyst production),H8,35,DE,BE,,R4,Brazil,2013
5,A2030,Y18,160802*,Exhausted Catalyst containing Rhodium,H3,100,"ES,NL,GB,DE,US,FR",BE,,R4,Brazil,2013
6,A2030,Y18,190111*,PGM ashes - chemical catalysts with Pd and/or Pt and/or Rh,H8,4,"US,ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
7,B1090,,160605,Lithium ion battery,H13,200,,KR,,R4,Brazil,2013
8,A4090,Y18,060704*,"Lab solutions - waste water from laboratory containing precious metals (gold, silver, nitrates, palladium, rhodium)",H8,8,"ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
9,A1180,Y22,160215*,Printed circuit boards,H13,550,,KR,,R4,Brazil,2013
10,A4160,Y18,061302*,Carbon fines,,1200,"ES,GB,NL,DE",BE,,R4,Brazil,2013
11,A1020,"Y22,Y23",060502*,Waste water sludge containing precious metals,H12,200,"ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
12,A1020,Y17,100701,Slag form Au and Ag concentration,H8,30,"ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
13,A1050,Y17,110109*,Metal bearing hydroxide filtercake dangerous substances from chemical surface treatment,,300,ES,DE,,R4,Brazil,2013
14,A1180,Y18,100215*,"Electronic scrap containing precious metals (Au bearing, cell phones without batteries, printed circuit boards, cell phone circuit boards, memory boards and processors scrap)",H12,4000,"US,ES,NL,GB,DE,FR",BE,,R4,Brazil,2013
15,A2030,,110198*,Waste of catalytic coating used in automotive manufacturing,"H8,H11,H12",240,"ES,GB",NL,,R4,Brazil,2013
16,A2030,,160807*,Purified spent palladium/ carbon catalyst,"H11,H12",100,"ES,GB",NL,,R4,Brazil,2013
17,A2030,Y18,190111*,PGM ashes - chemical catalysts with Pd and/or Pt and/or Rh,H8,4,DE,BE,,R4,Brazil,2013
