,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y8,"130205*,130206*,130206*,130110*",,H12,1307.02,,DE,,R9,Poland,2020
1,A1050,Y17,110109*,,"H11,H12",79.22,,DE,,R4,Poland,2020
2,A2030,,160802*,Spent catalysts,"H4.2,H11",5735.833,CZ,AT,,R4,Poland,2020
3,,Y5,170204*,Wooden sleepers,H12,3513.52,DE,GB,,R3,Poland,2020
4,A3020,Y8,"130205*,130208*,130206*,130110*",,H12,5966.684,,DE,,R9,Poland,2020
5,Y47,,190107*,Solid wastes from gas treatment,H12,1896.7,,DE,,R5,Poland,2020
6,A2030,,"160801[PL],160807*[IT]",Spent catalysts car,,108.331,"DE,AT",IT,,R4,Poland,2020
7,A1030,Y29,170503*,,H8,329.94,,DE,D12,,Poland,2020
8,A4100,"Y23,Y26,Y31",100815*,,"H11,H12",118.92,DE,BE,,R12,Poland,2020
9,A4070,"Y6,Y12,Y13,Y42",080111*,,H3,14.54,,DE,,R2,Poland,2020
10,A1020,Y31,100402*,,H6.1,154.248,DE,BE,,R4,Poland,2020
11,A2030,,"160801[PL],160807*[IT]",Spent catalysts car,,28.7785,"DE,AT",IT,,R4,Poland,2020
12,A1030,Y17,110198*,,H12,17.1436,DE,BE,,R4,Poland,2020
13,,,100308*,Salt slags   ,H4.3,2224.5,,DE,,R5,Poland,2020
14,A2030,Y11,160802*,,H4.2,61.6,DE,FR,,R8,Poland,2020
15,,,100308*,Salt slags   ,H4.3,6856.08,,DE,,R5,Poland,2020
16,,,150202*,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",H12,8.429,CZ,AT,,R4,Poland,2020
17,A1130,Y17,110107*,,H6.1,87.0,DE,BE,,R6,Poland,2020
18,A4100,"Y23,Y26,Y31",100815*,,"H11,H12",314.76,DE,BE,,R12,Poland,2020
19,A2050,Y36,150111*,,H11,139.7,,CZ,,R4,Poland,2020
20,Y47,,190107*,,H12,5238.887,,DE,,R5,Poland,2020
21,A1030,Y29,170503*,,H8,235.72,,DE,D12,,Poland,2020
22,A2030,,160807*,Spent catalysts,H12,58.261,,DE,,R4,Poland,2020
23,A2030,,160807*,Spent catalysts,H12,0.685,,DE,,R4,Poland,2020
24,A2030,Y11,160807*,,H4.2,24.3,,DE,,R4,Poland,2020
25,A2030,,160802*,Nickel spent catalysts,H12,15.955,,DE,,R4,Poland,2020
26,A3020,Y8,"130205*,130208*,130206*,130110*",,H12,829.54,,DE,,R9,Poland,2020
27,,,191211*,Wastes from mechanical treatment of waste containing dangerous substances,H12,452.54,,DE,,R1,Poland,2020
28,A2030,Y11,160802*,,,12.59,,DE,,R4,Poland,2020
29,,,100308*,Salt slags   ,H4.3,4995.24,,DE,,R5,Poland,2020
30,A4140,"Y29,Y33,Y34,Y35",160506*,,"H6.1,H8",9.988,,DE,,R4,Poland,2020
31,,,100308*,Salt slags   ,H4.3,177.36,,DE,,R5,Poland,2020
32,A3020,Y8,"130205*,130208*,130206*,130307*",,H12,454.48,,DE,,R9,Poland,2020
33,A1030,Y24,060403*,,"H8,H11,H12",52.36,,DE,D12,,Poland,2020
34,,,100308*,Salt slags   ,H4.3,741.7,,DE,,R5,Poland,2020
35,A1050,Y17,"110109*,190813*,190205*",,"H11,H12",529.964,,DE,,R4,Poland,2020
36,,,100308*,Salt slags   ,H4.3,254.24,,DE,,R5,Poland,2020
37,,Y18,100308*,Salt slags   ,H4.3,705.46,,DE,,R5,Poland,2020
38,A1030,Y29,170901*,,H8,62.46,,DE,D12,,Poland,2020
39,A3020,Y8,"130205*,130208*,130206*,130110*",,H12,7976.6,,DE,,R9,Poland,2020
40,,Y45,100308*,Salt slags   ,,101.54,"DE,LU",FR,,R5,Poland,2020
41,,Y45,100308*,Salt slags   ,,960.38,DE,FR,,R5,Poland,2020
42,,Y5,170204*,Wooden sleepers,H12,439.72,DE,GB,,R1,Poland,2020
43,A3190,Y11,190117*,,H3,169.02,"DE,NL",GB,,R9,Poland,2020
44,A2030,,160807*,Spent catalysts,H11,3.9368,,GB,,R4,Poland,2020
45,A2030,,160802*,Spent catalysts,H4.2,315.48,DE,NL,,R8,Poland,2020
46,A4070,Y12,080111*,,,0.09,DE,NL,,R4,Poland,2020
47,A4050,"Y7,Y17,Y33",110198*,,H6.1,4.23,DE,NL,,R4,Poland,2020
48,A4130,Y12,150110*,,"H3,H4.1,H12",1.97,DE,NL,,R4,Poland,2020
49,A4070,"Y12,Y17",150202*,,"H4.1,H12",4.94,DE,NL,,R4,Poland,2020
50,A2030,,"160801,160807*",Spent catalysts,H4.1,61.782,DE,US ,,R8,Poland,2020
51,A4130,,150110*,Packaging containing residues of or contaminated by dangerous substances,H12,1.3545,"DE,BE,NL,FR,GB",US ,,R8,Poland,2020
