,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1160,Y31,AA170,Lead Acid Battery,"H8,H11,H12",6998,,KR,,R4,China,2020
1,"A1020,A1180","Y20,Y27,Y31,Y45",AD220,Printed Circuit Board,"H6.1,H11,H12,H13",1952,,JP,,R4,China,2020
2,B1150,Y18,AA160,"Precious Metal Ash
",H11,22,"CN,EG,GR,SG",IT,,R4,China,2020
3,B1150,Y18,AA160,"Precious Metal Ash
",H11,1,,IT,,R4,China,2020
4,,,AD220,Recovered Refrigerant,"H11,H12",16,,SG,,R3,China,2020
5,A1020,Y22,AA160,"Integrated Circuit Powder
",H11,122,"BE,CN,EG,MY,ES",DE,,R4,China,2020
6,A1020,Y22,AA160,"Integrated Circuit Powder
",H11,69,"CN,EG,MY,PT",BE,,R4,China,2020
7,A1170,Y26,AA180,"Scraps of Li-ion Battery, Li-Polymer Battery, NI-MH Battery and NI-CD Battery
",H11,24,,JP,,R4,China,2020
8,A1170,Y26,AA180,"Waste Rechargeable Lithium-ion, Lithium Polymer, Nickel Metal Hydride and Nickel Cadmium Batteries and Waste Primary Batteries
",H11,83,,KR,,R4,China,2020
9,A1170,Y18,AA180,"Used Lithium-ion & Lithium Polymer Batteries
",H11,25,"CN,EG,DE,NL,SG,LK,GB",BE,,R4,China,2020
10,B1110,Y17,HW900-045-49,Waste printed circuit board,H13,10,,SG,,R4,China,2020
11,A2030,Y_,HW261-160-50,Spent catalyst,H12,200,,DE,,R4,China,2020
12,A1020,Y18,HW772-003-18,Fly dust from incinerator,H12,20,,BE,,R4,China,2020
13,A1020,Y18,HW772-003-18,Sludge from waste water,H12,300,,BE,,R4,China,2020
14,B1100,"Y21,Y22,Y31",HW900-045-49	,Waste printed circuit board,H13,120,,JP,,R4,China,2020
15,A1050,"Y17,Y22",HW336-062-17	,Galvanic sludge,H11,70,"EG,NL",DE,,R4,China,2020
16,A1050,"Y17,Y22",HW336-063-17	,Galvanic sludge,H11,60,"EG,NL",DE,,R4,China,2020
17,A1050,"Y17,Y22",HW336-063-17	,Galvanic sludge,H11,120,EG,DE,,R4,China,2020
18,A1050,"Y17,Y22",HW336-063-17	,Galvanic sludge,H11,20,EG,DE,,R4,China,2020
19,B1110,"Y18,Y22",HW900-045-49	,Waste circuit boards,H13,366,,SG,,R4,China,2020
20,B1110,Y22,HW900-045-49	,Waste circuit boards,H13,185,,KR,,R4,China,2020
21,B1110,Y22,HW900-045-49	,Waste circuit boards,H13,50,,KR,,R4,China,2020
22,B1110,Y22,HW900-045-49	,Waste circuit boards,H13,80,,KR,,R4,China,2020
