,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1180,"Y22,Y31",M506,Printed wirting board off-cuts and defective printing wiring board,H11,200.0,,JP,,R4,Philippines,2018
1,A4050,Y33,,Circling Filter of EG Gold Solution,H11,20.0,,JP,,R4,Philippines,2018
2,A1050,Y17,,Silver sludge,H11,180.0, ,KR,,R4,Philippines,2018
3,A3180,Y10,L404,Solids and liquids contaminated with Polychlorinated Biphenyls (PCBs),H12,346.5,"NZ,PA,PE,US,AU,BE,SG,FJ",FR,D10,,Philippines,2018
4,A1180,"Y22,Y31",M506,Printed circuit boards,H11,1600.0,,KR,,R4,Philippines,2018
5,A1180,"Y22,Y31",M506,Printed circuit board,H11,3600.0,,KR,,R4,Philippines,2018
6,A1180,"Y22,Y31",M506,assorted printed circuit boards with components,"H11,H12",500.0,,JP,,R4,Philippines,2018
7,A4060,Y9,,"Grinding sludge with coolant filters, filter sludge",H11,200.0,,SE,,R4,Philippines,2018
8,A4050,Y33,,Au-absorption resin,H11,5.0,,JP,,R4,Philippines,2018
9,A1180,Y31,M506,Used office equipment,"H11,H12",300.0,,TH,,R4,Philippines,2018
10,A1050,Y17,,Sludge,H11,10.0,,JP,,R4,Philippines,2018
11,A3140,Y42,,Au paste scrap(bottle/cloth),H11,30.0,,JP,,R4,Philippines,2018
12,A3140,Y42,,Ag paste bottle,H11,50.0,,JP,,R4,Philippines,2018
13,A3140,Y42,,Ag paste cloth,H11,20.0,,JP,,R4,Philippines,2018
14,A4050,Y17,,Carbon Cartridge,H11,6.0,,JP,,R4,Philippines,2018
15,A4050,Y17,,Chelate resin scrap (resin Pd),H11,6.0,,JP,,R4,Philippines,2018
16,A4050,Y17,,Pd cathode drum and flakes (recovery drum Pd),H11,1.0,,JP,,R4,Philippines,2018
17,A4050,Y17,,Au cathode drum and flakes (recovery drum Au),H11,1.0,,JP,,R4,Philippines,2018
18,A4050,Y17,,Ion exchange resin scrap (resin Au),H11,12.0,,JP,,R4,Philippines,2018
19,A4050,Y17,,Activated carbon,H11,48.0,,JP,,R4,Philippines,2018
20,A4050,Y17,,Filter cartridge,H11,12.0,,JP,,R4,Philippines,2018
21,A3090,Y33,,Pd sludge,H11,100.0,,JP,,R4,Philippines,2018
22,A3090,Y33,,Ag sludge,H11,100.0,,JP,,R4,Philippines,2018
23,A3140,Y42,,Au sludge,H11,100.0,,JP,,R4,Philippines,2018
24,A1180,Y31,,Lead frame scrap (partial solder plating),H11,5.0,,JP,,R4,Philippines,2018
25,A3140,Y42,,Ag paste bottle,H11,5.0,,JP,,R4,Philippines,2018
26,A3140,Y42,,Ag paste syringe (full/empty),H11,20.0,,JP,,R4,Philippines,2018
27,A3140,Y42,,Assorted items with Non-Ag Paste,H11,3.0,,JP,,R4,Philippines,2018
28,A3140,Y42,,Assorted items with Ag paste,H11,3.0,,JP,,R4,Philippines,2018
29,A3140,Y42,,Ag paste scraps (cloth/bottle),H11,20.0,,JP,,R4,Philippines,2018
30,A3140,Y42,,Ag paste extract,H11,10.0,,JP,,R4,Philippines,2018
31,A3140,Y42,,Non Ag paste scraps (cloth/bottle),H11,20.0,,JP,,R4,Philippines,2018
32,A1180,Y18,M506,Scrap electrical and electronic assemblies,H11,300.0,,JP,,R4,Philippines,2018
33,A1180,Y18,M506,Scrap and wastes containing precious metals,H11,1200.0,,JP,,R4,Philippines,2018
34,A1020,Y31,M506,Printed wiring board (waste electrical and electronic equipment) (WEEE),H11,1000.0,,JP,,R4,Philippines,2018
35,A1020,Y31,,"Solder scraps (bar,ingots,dross,balls)",H11,50.0,,JP,,R4,Philippines,2018
