,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,,Y_,,Flammable Gases in contact with wate,H4.3,13.641,,US      ,,R4,China,2016
1,,Y_,,Ecotoxic,H12,11.253,,US      ,,R4,China,2016
2,A1170,Y_,,Miscellaneous waste dangerous,H_,1518.675,,US      ,,R4,China,2016
3,A1170,Y_,,Miscellaneous waste dangerous,H_,9.961,DE,NO      ,,R4,China,2016
4,A1170,Y_,,Miscellaneous waste dangerous,H_,7.93,US,AU      ,,R4,China,2016
5,A1170,Y_,,Miscellaneous waste dangerous,H_,5.51,SG,ID      ,,R4,China,2016
6,A1170,Y_,,Miscellaneous waste dangerous,H_,9.118,US,BR      ,,R4,China,2016
7,A1170,Y_,,Flammable Gases in contact with wate,H4.3,0.241,,US      ,,R4,China,2016
8,A1180,Y_,,Miscellaneous waste dangerous,H_,4.34,DE,NO      ,,R4,China,2016
9,A1180,Y_,,Miscellaneous waste dangerous,H_,0.043,,US      ,,R4,China,2016
10,A1180,Y_,,Miscellaneous waste dangerous,H_,0.257,US,AU      ,,R4,China,2016
11,A4060,Y_,,Ecotoxic,H12,18.83,,US      ,,R11,China,2016
12,A1170,Y_,,Ecotoxic,H12,91.279,,US      ,,R13,China,2016
13,,Y_,,Oxidizing,H5.1,0.479,,US      ,D9,,China,2016
14,A1170,Y_,,Miscellaneous waste dangerous,H_,131.42599,,US      ,D9,,China,2016
15,A4140,Y_,,Oxidizing,H5.1,1058.02663,,US      ,D9,,China,2016
16,A4140,Y_,,Corrosive,H8,0.022,,US      ,D9,,China,2016
17,,Y_,,Ecotoxic,H12,347.99097,,US      ,D10,,China,2016
18,A3010,Y_,,Toxic (Poisonous),H6.1,0.883,,US      ,D13,,China,2016
19,A4120,Y_,,Organic Peroxides,H5.2,0.144,,US      ,D13,,China,2016
20,A4030,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Ecotoxic",H12,853.19006,,US      ,D5,,China,2016
21,A4030,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Leachate",H13,20.706,,US      ,D5,,China,2016
22,A4030,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Leachate",H13,187.62,,US      ,D9,,China,2016
23,A4030,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Flammable Liquids",H3,212.32701,,US      ,D10,,China,2016
24,A4030,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Ecotoxic",H12,8226.75781,,US      ,D10,,China,2016
25,A4040,Y4,,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals. Toxic (Poisonous)",H6.1,21.502,,US      ,D13,,China,2016
26,A3070,Y5,,Wastes from the manufacture and use of wood-preserving chemicals. Ecotoxic,H12,193.644,,US      ,D8,,China,2016
27,A3150,Y5,,Wastes from the manufacture and use of wood-preserving chemicals. Ecotoxic,H12,73.905,,US      ,D10,,China,2016
28,A4040,Y5,,Wastes from the manufacture and use of wood-preserving chemicals. Toxic (Poisonous),H6.1,64.615,,US      ,D13,,China,2016
29,A3140,Y6,,Wastes from the production and use of organic solvents. Flammable Liquids,H3,398.233,,US      ,,R2,China,2016
