,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4010,Y2,Wastes from the production and preparation of pharmaceutical products,Poisonous (acute),H6.1,0.435,,US      ,D13,,China,2018
1,A4030,Y4,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",Toxic (Poisonous),H6.1,17.895,,US      ,D13,,China,2018
2,A4030,Y4,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",Ecotoxic,H12,4227.08691,,US      ,D10,,China,2018
3,A4030,Y4,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",Ecotoxic,H12,749.2744,,US      ,D5,,China,2018
4,A4040,Y5,Wastes from the manufacture and use of wood-preserving chemicals,Poisonous (acute),H6.1,69.706,,US      ,D13,,China,2018
5,A3010,Y5,Wastes from the manufacture and use of wood-preserving chemicals,Ecotoxic,H12,40.0,,US      ,D8,,China,2018
6,A4040,Y5,Wastes from the manufacture and use of wood-preserving chemicals,Ecotoxic,H12,1260.00867,,US      ,,R_,China,2018
7,A3150,Y6,Wastes from the production and use of organic solvents,Toxic (Poisonous),H6.1,389.591,,US      ,,R2,China,2018
8,A3140,Y6,Wastes from the production and use of organic solvents,Flammable Liquids,H3,50.655,,US      ,,R_,China,2018
9,A4060,Y9,Waste oil;  water,Ecotoxic,H12,11752.814,,US      ,,R11,China,2018
10,A4140,Y9,Waste oil;  water,Ecotoxic,H12,17.499,,GB      ,,R4,China,2018
11,,Y9,Waste oil;  water,Ecotoxic,H12,56609.59766,,US      ,,R9,China,2018
12,A4060,Y9,Waste oil;  water,Ecotoxic,H12,30112.651,,US      ,,R9,China,2018
13,A4060,Y9,Waste oil;  water,Flammable liquids,H3,0.2,,US      ,,R2,China,2018
14,A3190,Y11,"Waste tarry residues arising from refining, distillation, and any pyrolytic treatment",Ecotoxic,H12,6259.5498,,US      ,D10,,China,2018
15,A3190,Y11,"Waste tarry residues arising from refining, distillation, and any pyrolytic treatment",Ecotoxic,H12,744.70001,,US      ,D5,,China,2018
16,A3190,Y11,"Waste tarry residues arising from refining, distillation, and any pyrolytic treatment",Ecotoxic,H12,72.59,,US      ,D8,,China,2018
17,A3050,Y13,"Wastes from production, formulation, and use of resins, latex, plasticizers, and glues/adhesives",Flammable solids,H4.1,177.69,,US      ,D13,,China,2018
18,,Y16,"Wastes from the production, formulation, and use of photographic chemicals and processing materials",Leachate,H13,28.014,,US      ,,R4,China,2018
19,,Y17,Wastes resulting from the surface treatment of metals and plastics,Ecotoxic,H12,417.91595,,US      ,D9,,China,2018
20,A1020,Y17,Wastes resulting from the surface treatment of metals and plastics,Ecotoxic,H12,0.487,,US      ,D9,,China,2018
21,A1050,Y17,Wastes resulting from the surface treatment of metals and plastics,Ecotoxic,H12,36.15,,US      ,D9,,China,2018
22,A4050,Y17,Wastes resulting from the surface treatment of metals and plastics,Toxic (Poisonous),H6.1,16.0,,US      ,D9,,China,2018
23,A4090,Y17,Wastes resulting from the surface treatment of metals and plastics,Corrosive,H8,57.065,,US      ,D9,,China,2018
24,A4120,Y18,Residues arising from industrial waste-disposal operations,Oxidizing,H5.1,105.486,,US      ,D13,,China,2018
25,A4140,Y18,Residues arising from industrial waste-disposal operations,Miscellaneous waste dangerous,H_,20.228,,US      ,,R1,China,2018
26,A4140,Y18,Residues arising from industrial waste-disposal operations,Poisonous (acute),H6.1,48.556,,US      ,D13,,China,2018
27,A4120,Y18,Residues arising from industrial waste-disposal operations,Oxidizing,H5.1,3.054,,US      ,,R5,China,2018
28,B1120,Y18,Residues arising from industrial waste-disposal operations,Spontaneous Combustion,H4.2,11.212,,US      ,D9,,China,2018
29,A1080,Y18,Residues arising from industrial waste-disposal operations,Flammable solids,H4.1,2.835,,US      ,D13,,China,2018
30,A1020,Y18,Residues arising from industrial waste-disposal operations,Leachate,H13,11.278,,US      ,,R4,China,2018
31,A1020,Y20,"Beryllium, beryllium compounds",Ecotoxic,H12,9533.734,,US      ,,R4,China,2018
32,A1020,Y21,Hexavalent chromium compounds,Leachate,H13,75.739,,US      ,,R4,China,2018
33,,Y21,Hexavalent chromium compounds,Ecotoxic,H12,25.395,,US      ,D9,,China,2018
34,,Y21,Hexavalent chromium compounds,Leachate,H13,214.98601,,US      ,,R4,China,2018
35,A4090,Y21,Hexavalent chromium compounds,Oxidizing,H5.1,1.021,,US      ,D9,,China,2018
36,A1040,Y21,Hexavalent chromium compounds,Poisonous (acute),H6.1,16727.42,,US      ,D9,,China,2018
37,B1120,Y22,Copper,Spontaneous Combustion,H4.2,0.323,,US      ,D9,,China,2018
38,,Y22,Copper,Leachate,H13,0.499,,US      ,D9,,China,2018
39,A1020,Y22,Copper,Leachate,H13,43.677,,US      ,D9,,China,2018
40,A1020,Y22,Copper,Leachate,H13,4570.068,,US      ,,R4,China,2018
41,A1120,Y22,Copper,Leachate,H13,609.972,,US      ,,R4,China,2018
42,A1020,Y22,Copper,Ecotoxic,H12,33.186,,US      ,D5,,China,2018
43,,Y22,Copper,Leachate,H13,149.07701,,US      ,,R4,China,2018
