,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4010,Y2,07 05 13*,,H12,35.8,"AT,CZ,SI",PL,D10,,Croatia,2016
1,A4010,,18 01 09,,,50.95,"AT,SI",DE,"D10,D14",,Croatia,2016
2,A3140,Y42,07 05 04*,,H3,102.14,"AT,CZ,SI",PL,D10,,Croatia,2016
3,A3140,Y42,07 05 04*,,H3,129.3,"AT,CZ,SI",PL,D10,,Croatia,2016
4,,Y18,04 02 20,,,75.34,SI,AT,,R1,Croatia,2016
5,,Y18,19 12 11*,,"H4.1,H6.1,H12",257.28,"AT,SI",DE,D10,,Croatia,2016
6,,Y18,19 12 11*,,"H4.1,H6.1,H12",2745.58,"AT,SI",DE,D10,,Croatia,2016
7,A3140,"Y6,Y16,Y42","04 02 14*, 07 01 04*, 07 02 04*, 07 03 04*, 07 04 04*, 07 05 04*, 07 06 04*, 07 07 04*, 09 01 03*, 14 06 03*, 20 01 13*",mix of  wastes,"H3,H6.1",63.8,"AT,SI",DE,D10,,Croatia,2016
8,,Y18,19 02 04*,,"H3,H6.1,H11,H12",894.96,"AT,SI",DE,D10,,Croatia,2016
9,A4090,Y35,"06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 16 03 03*, 16 05 07*, 20 01 15*",mix of wastes,"H3,H6.1,H8,H12",29.32,"AT,SI",DE,D10,,Croatia,2016
10,,Y17,12 01 12*,,"H3,H4.1,H12,H13",23.24,"AT,SI",DE,D10,,Croatia,2016
11,A4070,Y12,"04 02 16*, 04 02 17*, 08 01 11*, 08 01 12, 08 01 13*, 08 01 15*, 08 01 16, 08 01 17*, 08 01 18, 08 01 19*, 08 01 20, 08 01 21*, 08 02 01, 08 02 02, 08 02 03, 08 03 07, 08 03 08, 08 03 12*, 08 03 13, 08 03 14*, 08 03 15, 08 03 17*, 08 03 18, 20 01 27*, 20 01 28",mix od wastes,"H3,H4.1,H12",28.66,"AT,SI",DE,D10,,Croatia,2016
12,A4010,"Y2,Y3","18 01 08*, 18 02 07*, 20 01 31*",mix of wastes,"H6.1,H11,H12",11.56,"AT,SI",DE,D10,,Croatia,2016
13,A4010,"Y2,Y3","07 05 13*, 07 05 14, 16 03 03*, 16 03 05*, 16 03 06, 18 01 09, 18 02 08, 20 01 32",mix of wastes,"H4.1,H6.1,H12",42.9,"AT,SI",DE,D10,,Croatia,2016
