,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_destination,annex_4_a,annex_4_b,country,year
0,"Y16,Y19","metal recycling waste
slags","B1100,B1200,B1210",9,H12,Ecotoxic,400.5,,DE,,R4,Azerbaijan,2015
