,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3140,Y42,07 05 04*,,H3,82.26,"SI,AT,CZ",PL,D10,,Croatia,2017
1,,Y18,04 02 20,,,21.14,SI,AT,,R1,Croatia,2017
2,A4010,Y_,18 01 09, ,,4.43,"SI,AT",DE,"D14,D10",,Croatia,2017
3,,Y_,16 03 06,,,15.26,"SI,AT",DE,"D14,D10",,Croatia,2017
4,,Y18,04 02 20,AC270,,77.04,SI,AT,,R1,Croatia,2017
5,A3140,Y42,07 05 04*,,H3,164.8,"SI,AT,CZ",PL,D10,,Croatia,2017
6,A3140,Y42,07 05 04*,,H3,293.7,,HU,,R2,Croatia,2017
7,A4010,Y2,07 05 13*,,H12,50.65,"SI,AT,CZ",PL,D10,,Croatia,2017
8,A4010,Y_,18 01 09,,,60.42,"SI,AT",DE,"D14,D10",,Croatia,2017
9,A1160,"Y31,Y34",16 06 01*,,"H8,H12",763.262,,SI,,R4,Croatia,2017
10,A1160,"Y31,Y34",16 06 01*,HP10,"H8,H12,H6.1",91.0,,SI,,R4,Croatia,2017
11,,Y_,20 01 08,,,6.81,,SI,,"R3,R1",Croatia,2017
12,A4020,Y1,18 01 03*,,H6.2,67.66,SI,IT,,R1,Croatia,2017
13,,Y_,03 01 05,,,11125.12,"SI,HU",AT,,R3,Croatia,2017
14,,Y_,15 01 03,,,233.58,"SI,HU",AT,,R3,Croatia,2017
15,,Y_,19 12 07,,,1108.18,"SI,HU",AT,,R3,Croatia,2017
16,,Y18,19 12 11*,,"H4.1,H6.1,H12",2065.02,"SI,AT",DE,D10,,Croatia,2017
17,A3140,"Y6,Y42,Y16","04 02 14*, 07 01 04*, 07 02 04*, 07 03 04*, 07 04 04*, 07 05 04*, 07 06 04*, 07 07 04*, 09 01 03*, 14 06 03*, 20 01 13*",mix of  wastes,"H3,H6.1",42.64,"SI,AT",DE,D10,,Croatia,2017
18,,Y18,19 02 04*,,"H3,H6.1,H11,H12",574.64,"SI,AT",DE,D10,,Croatia,2017
