origin,destination,year,UN1,UN3,UN4.1,UN4.2,UN4.3,UN5.1,UN5.2,UN6.1,UN6.2,UN8,UN9,amount
ad,es,2002,,,,,,,,,,,,7777.0
ad,es,2003,,,,,,,,,,,,484.0
ad,es,2004,,,,,,,,,,,,422.0
ad,es,2005,,,,,,,,,,,,616.0
ad,es,2006,,,,,,,,,,,,1037.0
ad,es,2007,,,,,,,,,,,,1272.0
ad,es,2008,,,,,,,,,,,,1275.0
ad,es,2009,,,,,,,,,,,,1023.0
ad,es,2010,,,,,,,,,,,,962.0
ad,es,2011,,,,,,,,,,,,715.0
ad,es,2012,,,,,,,,,,,,1802.0
ad,es,2013,,,,,,,,,,,,971.0
ad,es,2014,,,,,,,,,,,,3096.0
ad,es,2015,,,,,,,,,,,,2868.0
ad,es,2016,False,False,False,False,False,False,False,False,False,False,True,1806.0
ad,es,2016,False,False,False,False,False,False,False,False,False,True,False,193.0
ad,es,2016,False,False,False,False,False,False,False,False,False,True,True,1.0
ad,es,2016,False,False,False,False,False,False,False,False,True,False,False,2.0
ad,es,2016,False,False,False,False,False,False,False,True,False,False,True,0.0
ad,es,2016,False,True,False,False,False,False,False,False,False,False,False,744.0
ad,es,2016,False,True,False,False,False,False,False,False,False,False,True,63.0
ad,es,2016,,,,,,,,,,,,200.0
ad,es,2017,False,False,False,False,False,False,False,False,False,False,True,1778.2330000000002
ad,es,2017,False,False,False,False,False,False,False,False,False,True,False,178.72
ad,es,2017,False,False,False,False,False,False,False,False,False,True,True,2.129
ad,es,2017,False,False,False,False,False,False,False,False,True,False,False,2.91
ad,es,2017,False,False,False,False,False,False,False,True,False,False,True,0.166
ad,es,2017,False,True,False,False,False,False,False,False,False,False,False,553.091
ad,es,2017,False,True,False,False,False,False,False,False,False,False,True,56.129
ad,es,2017,,,,,,,,,,,,24.366999999999997
ad,es,2018,False,False,False,False,False,False,False,False,False,False,True,2276.018
ad,es,2018,False,False,False,False,False,False,False,False,False,True,False,169.63
ad,es,2018,False,False,False,False,False,False,False,False,False,True,True,4.476
ad,es,2018,False,False,False,False,False,False,False,False,True,False,False,2.45
ad,es,2018,False,False,False,False,False,False,False,True,False,False,True,0.502
ad,es,2018,False,True,False,False,False,False,False,False,False,False,False,311.053
ad,es,2018,False,True,False,False,False,False,False,False,False,False,True,82.295
ad,es,2018,False,True,False,False,False,False,False,False,False,True,True,0.45
ad,es,2018,,,,,,,,,,,,33.42
ad,es,2019,False,False,False,False,False,False,False,False,False,False,True,2302.386
ad,es,2019,False,False,False,False,False,False,False,False,False,True,False,193.66
ad,es,2019,False,False,False,False,False,False,False,False,False,True,True,7.3180000000000005
ad,es,2019,False,False,False,False,False,False,False,False,True,False,False,1.956
ad,es,2019,False,True,False,False,False,False,False,False,False,False,False,146.551
ad,es,2019,False,True,False,False,False,False,False,False,False,False,True,76.414
ad,es,2019,,,,,,,,,,,,9.263
ad,es,2020,False,False,False,False,False,False,False,False,False,False,True,1928.386
ad,es,2020,False,False,False,False,False,False,False,False,False,True,False,224.624
ad,es,2020,False,False,False,False,False,False,False,False,False,True,True,8.158999999999999
ad,es,2020,False,False,False,False,False,False,False,False,True,False,False,2.4
ad,es,2020,False,False,False,False,False,False,False,True,False,False,True,0.19
ad,es,2020,False,True,False,False,False,False,False,False,False,False,False,115.578
ad,es,2020,False,True,False,False,False,False,False,False,False,False,True,77.406
ad,es,2020,,,,,,,,,,,,5.737
ad,fr,2006,,,,,,,,,,,,238.0
ad,fr,2007,,,,,,,,,,,,929.0
ad,fr,2008,,,,,,,,,,,,971.0
ad,fr,2009,,,,,,,,,,,,1238.0
ad,fr,2010,,,,,,,,,,,,1027.0
ad,fr,2011,,,,,,,,,,,,976.0
ad,fr,2017,False,False,False,False,False,False,False,False,False,False,True,211.6
ad,fr,2018,False,False,False,False,False,False,False,False,False,False,True,138.7
ad,fr,2019,False,False,False,False,False,False,False,False,False,False,True,179.5
ad,fr,2020,False,False,False,False,False,False,False,False,False,False,True,220.91
ad,jp,2021,False,False,False,False,False,False,False,False,False,False,True,5.448
ad,nz,2021,False,False,False,False,False,False,False,False,False,False,True,100.0
ad,nz,2021,False,False,False,False,False,False,False,True,False,False,True,750.0
ad,nz,2021,False,True,False,False,False,False,False,False,False,False,False,1100.0
ad,nz,2021,True,True,False,False,False,False,False,False,False,True,True,100.0
ad,pg,2021,False,False,False,False,False,False,False,False,False,False,True,200.0
ad,pg,2021,False,True,False,False,False,False,False,False,False,False,True,2000.0
ad,pg,2021,True,False,False,False,False,False,False,True,False,True,False,200.0
ae,be,2011,False,False,False,False,False,False,False,False,False,False,True,15.0
ae,be,2014,False,False,False,False,False,False,False,False,False,False,True,20.0
ae,be,2016,False,False,False,False,False,False,False,False,False,False,True,105.0
ae,be,2017,False,False,False,False,False,False,False,False,False,False,True,70.0
ae,be,2018,False,False,False,False,False,False,False,False,False,False,True,250.0
ae,be,2020,False,False,False,False,False,False,False,False,False,False,True,100.0
ae,bg,2010,False,False,False,False,False,False,False,False,False,True,True,6000.0
ae,bg,2014,False,False,False,False,False,False,False,False,False,True,False,1000.0
ae,bg,2015,False,False,False,False,False,False,False,False,False,True,False,5000.0
ae,ca,2008,,,,,,,,,,,,130.0
ae,ca,2010,,,,,,,,,,,,130.0
ae,ca,2011,False,False,False,False,False,False,False,False,False,False,True,12.0
ae,ca,2013,,,,,,,,,,,,15.0
ae,ca,2016,,,,,,,,,,,,15.0
ae,ca,2017,,,,,,,,,,,,15.0
ae,ca,2018,,,,,,,,,,,,25.0
ae,ca,2019,,,,,,,,,,,,15.0
ae,ca,2020,,,,,,,,,,,,25.0
ae,ca,2021,,,,,,,,,,,,15.0
ae,de,2008,False,True,True,True,True,True,False,True,False,True,False,45.0
ae,de,2009,False,True,True,True,False,False,False,False,False,False,True,45.0
ae,de,2011,,,,,,,,,,,,45.0
ae,de,2013,False,True,True,True,True,True,False,True,False,True,True,45.0
ae,de,2014,False,False,False,False,False,False,False,False,False,False,True,500.0
ae,de,2014,False,True,False,False,False,False,False,True,False,True,False,1000.0
ae,de,2014,False,True,True,True,True,True,False,True,False,True,True,45.0
ae,de,2014,True,True,True,True,True,True,False,True,False,True,True,1000.0
ae,de,2015,False,False,False,False,False,False,False,False,False,False,True,175.0
ae,de,2015,False,False,False,False,False,False,False,False,False,True,True,500.0
ae,de,2015,False,False,True,False,False,False,False,False,False,False,False,500.0
ae,de,2015,False,True,False,False,False,False,False,True,False,False,False,500.0
ae,de,2015,False,True,False,False,False,False,False,True,False,False,True,50.0
ae,de,2015,False,True,False,False,False,False,False,True,False,True,False,1000.0
ae,de,2015,False,True,False,False,False,False,False,True,True,False,True,500.0
ae,de,2015,False,True,True,False,False,False,False,True,False,True,True,1250.0
ae,de,2015,False,True,True,True,True,True,False,True,False,True,False,1000.0
ae,de,2016,False,False,False,False,False,False,False,False,False,True,True,50.0
ae,de,2016,False,False,False,False,False,False,False,True,False,False,True,500.0
ae,de,2016,False,False,True,False,False,False,False,False,False,False,False,150.0
ae,de,2016,False,True,False,False,False,False,False,True,False,False,False,150.0
ae,de,2016,False,True,False,False,False,False,False,True,False,False,True,100.0
ae,de,2016,False,True,False,False,False,False,False,True,False,True,False,500.0
ae,de,2016,False,True,True,False,False,False,False,True,False,True,True,600.0
ae,de,2016,True,True,True,True,True,True,False,True,False,True,True,500.0
ae,de,2018,False,False,False,False,False,False,False,True,False,False,True,50.0
ae,de,2018,True,True,False,False,True,False,False,True,False,False,True,50.0
ae,de,2018,True,True,True,True,True,True,True,True,False,True,True,200.0
ae,de,2019,False,False,False,False,False,False,False,False,False,False,True,2.0
ae,de,2019,False,False,False,False,False,False,False,True,False,False,True,50.0
ae,de,2019,False,True,False,False,False,False,False,True,False,True,True,100.0
ae,de,2019,False,True,True,False,False,False,False,True,False,True,True,100.0
ae,de,2019,True,True,False,False,True,False,False,True,False,False,True,50.0
ae,de,2019,True,True,True,True,True,True,True,True,False,True,True,300.0
ae,de,2020,True,True,False,False,True,False,False,True,False,False,True,50.0
ae,dk,2007,False,False,False,False,False,False,False,False,False,True,False,150.0
ae,dk,2007,False,False,False,False,False,False,False,True,False,False,False,200.0
ae,dk,2007,False,True,False,False,False,False,False,False,False,False,False,260.0
ae,dk,2007,,,,,,,,,,,,280.0
ae,dk,2008,False,False,False,False,False,False,False,False,False,False,True,50.0
ae,dk,2008,False,False,False,False,False,False,False,False,False,True,False,100.0
ae,dk,2008,False,False,False,False,False,False,False,True,False,False,False,50.0
ae,dk,2008,False,True,False,False,False,True,False,True,False,False,False,200.0
ae,dk,2008,,,,,,,,,,,,100.0
ae,dk,2009,False,False,False,False,False,False,False,False,False,False,True,50.0
ae,dk,2009,False,False,False,False,False,False,False,False,False,True,False,100.0
ae,dk,2009,False,False,False,False,False,False,False,True,False,False,False,50.0
ae,dk,2009,False,True,False,False,False,False,False,True,False,False,False,200.0
ae,dk,2009,,,,,,,,,,,,100.0
ae,dk,2013,False,True,False,False,False,True,False,True,False,True,False,200.0
ae,dk,2013,,,,,,,,,,,,100.0
ae,fr,2016,False,True,False,False,False,False,False,True,False,False,True,930.0
ae,fr,2017,False,True,False,False,False,False,False,True,False,False,True,750.0
ae,fr,2019,False,False,False,False,False,False,False,True,False,False,True,250.0
ae,fr,2019,False,True,False,False,False,False,False,True,False,False,True,852.3
ae,fr,2020,False,True,False,False,False,False,False,True,False,False,True,835.0
ae,fr,2021,False,True,False,False,False,False,False,True,False,False,True,450.0
ae,gr,2018,False,True,False,False,False,False,False,False,False,True,True,400.0
ae,in,2015,False,False,False,False,False,False,False,False,False,False,True,2000.0
ae,in,2016,False,False,False,False,False,False,False,False,False,False,True,8000.0
ae,in,2017,False,False,False,False,False,False,False,False,False,False,True,3000.0
ae,in,2021,False,False,False,False,False,False,False,False,False,False,True,20000.0
ae,in,2021,False,False,False,False,False,True,False,True,False,False,True,9381.0
ae,ir,2021,False,False,False,False,False,False,False,False,False,False,True,1940.0
ae,kr,2010,False,False,False,False,False,False,False,False,False,True,True,10000.0
ae,kr,2011,False,False,False,False,False,False,False,False,False,False,True,21500.0
ae,kr,2013,False,False,False,False,False,False,False,False,False,False,True,65700.0
ae,kr,2014,False,False,False,False,False,False,False,False,False,False,True,73800.0
ae,kr,2015,False,False,False,False,False,False,False,False,False,False,True,94600.0
ae,kr,2016,False,False,False,False,False,False,False,False,False,False,True,121500.0
ae,kr,2017,False,False,False,False,False,False,False,False,False,False,True,138000.0
ae,kr,2018,False,False,False,False,False,False,False,False,False,False,True,179700.0
ae,kr,2018,False,False,False,False,False,False,False,False,False,True,False,200.0
ae,kr,2019,False,False,False,False,False,False,False,False,False,False,True,116600.0
ae,kr,2019,False,False,False,False,False,False,False,False,False,True,False,2000.0
ae,kr,2020,False,False,False,False,False,False,False,False,False,False,True,122000.0
ae,kr,2020,False,False,False,False,False,False,False,False,False,True,False,3000.0
ae,kr,2021,False,False,False,False,False,False,False,False,False,False,True,149420.0
ae,kr,2021,False,False,False,False,False,False,False,False,False,True,False,2000.0
ae,ph,2011,False,False,False,False,False,False,False,False,False,False,True,6000.0
ae,pl,2007,,,,,,,,,,,,100.0
ae,pl,2008,,,,,,,,,,,,90.0
ae,se,2008,False,False,False,False,False,False,False,False,False,False,True,3.0
ae,se,2018,False,False,False,False,False,False,False,False,False,False,True,150.0
ae,se,2019,False,True,False,False,False,False,False,True,False,True,False,300.0
ae,se,2019,False,True,True,False,False,False,False,False,False,False,True,200.0
ae,tr,2021,,,,,,,,,,,,1430.0
af,de,2017,True,False,False,False,False,False,False,False,False,False,False,9992.0
af,de,2017,,,,,,,,,,,,2000.0
af,ir,2017,False,False,False,False,False,False,False,False,False,True,False,50000.0
al,gr,2018,False,False,False,False,False,False,False,True,True,False,False,62.0
al,mk,2017,False,False,False,False,False,False,False,False,False,True,True,1914.0
al,mk,2018,False,False,False,False,False,False,False,False,False,False,True,3.0
am,ir,2009,,,,,,,,,,,,91.0
am,ir,2010,,,,,,,,,,,,291.0
am,ir,2011,,,,,,,,,,,,2000.0
am,ir,2014,False,False,False,False,False,False,False,True,False,False,False,4200.0
am,ir,2015,False,False,False,False,False,False,False,False,False,False,True,2000.0
am,ir,2016,False,False,False,False,False,False,False,False,False,False,True,2980.0
am,ir,2017,False,False,False,False,False,False,False,True,False,False,True,7022.0
am,ir,2018,False,False,False,False,False,False,False,True,False,False,True,6365.16
am,ir,2019,False,False,False,False,False,False,False,True,False,False,True,5265.747
am,ir,2020,False,False,False,False,False,False,False,True,False,False,True,2700.0
am,ru,2012,,,,,,,,,,,,1.0
ar,be,2005,False,False,False,False,False,False,False,True,False,False,True,10.0
ar,be,2012,False,False,False,False,False,False,False,False,False,False,True,91.0
ar,be,2013,False,False,False,False,False,False,False,False,False,False,True,144.0
ar,be,2014,False,False,False,False,False,False,False,False,False,False,True,235.0
ar,be,2015,False,False,False,False,False,False,False,False,False,False,True,100.0
ar,be,2016,False,False,False,False,False,False,False,False,False,False,True,215.0
ar,be,2017,False,False,False,False,False,False,False,False,False,False,True,74.674
ar,be,2019,False,False,False,False,False,False,False,False,False,False,True,11.02
ar,be,2019,False,False,False,False,True,False,False,True,False,False,False,0.35
ar,be,2020,False,False,False,False,False,False,False,False,False,False,True,32.65
ar,ch,2019,False,False,False,False,False,False,False,True,False,True,True,96.19
ar,de,2003,False,False,False,False,False,False,False,False,True,False,True,209.0
ar,dk,2019,False,False,False,False,False,False,False,False,False,False,True,92.03
ar,es,2001,False,False,False,False,False,False,False,False,False,False,True,50.0
ar,es,2002,False,False,False,False,False,False,False,False,False,False,True,37.0
ar,es,2003,False,False,False,False,False,False,False,False,False,False,True,62.0
ar,es,2004,False,False,False,False,False,False,False,False,False,False,True,84.0
ar,es,2005,False,False,False,False,False,False,False,True,False,False,True,21.0
ar,es,2006,False,False,False,False,False,False,False,False,False,False,True,46.0
ar,es,2010,False,False,False,False,False,False,False,False,False,False,True,19.0
ar,fr,2001,False,False,False,False,False,False,False,False,False,False,True,258.0
ar,fr,2003,False,False,False,False,False,False,False,False,False,False,True,127.0
ar,fr,2004,False,False,False,False,False,False,False,False,False,False,True,118.0
ar,fr,2005,False,False,False,False,False,False,False,False,False,False,True,128.0
ar,fr,2007,False,False,False,False,False,False,False,False,False,False,True,233.0
ar,fr,2008,False,False,False,False,False,False,False,False,False,False,True,165.0
ar,fr,2009,False,False,False,False,False,False,False,False,False,False,True,180.0
ar,fr,2010,False,False,False,False,False,False,False,False,False,False,True,30.0
ar,fr,2011,False,False,False,False,False,False,False,False,False,False,True,146.0
ar,fr,2012,False,False,False,False,False,False,False,False,False,False,True,181.0
ar,fr,2013,False,False,False,False,False,False,False,False,False,False,True,239.0
ar,fr,2014,False,False,False,False,False,False,False,False,False,False,True,364.0
ar,fr,2015,False,False,False,False,False,False,False,False,False,False,True,372.0
ar,fr,2016,False,False,False,False,False,False,False,False,False,False,True,20.0
ar,fr,2017,False,False,False,False,False,False,False,False,False,False,True,165.68599999999998
ar,fr,2019,False,False,False,False,False,False,False,False,False,False,True,106.85
ar,fr,2020,False,False,False,False,False,False,False,False,False,False,True,52.347
ar,gb,2001,False,False,False,False,False,False,False,False,False,False,True,42.0
ar,gb,2002,False,False,False,False,False,False,False,False,False,False,True,213.0
ar,it,2006,,,,,,,,,,,,38.0
ar,it,2007,,,,,,,,,,,,38.0
ar,kr,2012,False,False,False,False,False,False,False,False,False,False,True,93.0
ar,kr,2016,False,False,False,False,False,False,False,False,False,False,True,309840.0
ar,se,2006,,,,,,,,,,,,81.0
ar,se,2007,,,,,,,,,,,,81.0
ar,se,2008,,,,,,,,,,,,104.0
ar,se,2009,,,,,,,,,,,,34.0
at,ba,2012,,,,,,,,,,,,23.0
at,be,2001,False,False,False,False,False,False,False,False,False,False,True,3243.0
at,be,2001,False,False,False,False,False,False,False,False,False,True,False,18.0
at,be,2001,False,False,False,False,False,False,False,True,False,False,False,29.0
at,be,2002,False,False,False,False,False,False,False,False,False,False,True,900.0
at,be,2002,False,False,False,False,False,False,False,False,False,True,False,54.0
at,be,2002,,,,,,,,,,,,2729.0
at,be,2003,False,False,False,False,False,False,False,False,False,False,True,1321.0
at,be,2003,False,False,False,False,False,False,False,False,False,True,False,208.0
at,be,2003,False,False,False,False,False,False,False,True,False,False,False,36.0
at,be,2004,False,False,False,False,False,False,False,False,False,True,False,491.0
at,be,2004,False,False,False,False,False,False,False,True,False,False,False,707.0
at,be,2004,False,True,False,False,False,False,False,False,False,False,False,34.0
at,be,2004,,,,,,,,,,,,1198.0
at,be,2005,False,False,False,False,False,False,False,False,False,False,True,1179.0
at,be,2005,False,False,False,False,False,False,False,False,False,True,False,154.0
at,be,2005,False,False,False,False,False,False,False,True,False,False,False,52.0
at,be,2005,False,True,False,False,False,False,False,False,False,False,False,37.0
at,be,2006,False,False,False,False,False,False,False,True,False,False,False,117.0
at,be,2006,False,True,False,False,False,False,False,False,False,False,False,7.0
at,be,2006,True,False,False,False,False,False,False,False,False,False,False,805.0
at,be,2006,,,,,,,,,,,,576.0
at,be,2007,False,False,False,False,False,False,False,False,False,False,True,453.0
at,be,2007,False,False,False,False,False,False,False,False,False,True,False,156.0
at,be,2007,False,False,False,False,False,False,False,True,False,False,False,1.0
at,be,2008,False,False,False,False,False,False,False,False,False,False,True,18.0
at,be,2008,False,False,False,False,False,False,False,False,False,True,False,359.0
at,be,2008,False,False,False,False,False,False,False,True,False,False,False,1367.0
at,be,2008,False,True,False,False,False,False,False,False,False,False,False,9.0
at,be,2009,False,False,False,False,False,False,False,False,False,False,True,1840.0
at,be,2009,False,False,False,False,False,False,False,False,False,True,False,350.0
at,be,2010,False,False,False,False,False,False,False,False,False,False,True,335.0
at,be,2010,False,False,False,False,False,False,False,False,False,True,False,357.0
at,be,2010,False,False,False,False,False,False,False,True,False,False,False,2422.0
at,be,2010,False,True,False,False,False,False,False,False,False,False,False,62.0
at,be,2011,False,False,False,False,False,False,False,False,False,False,True,3271.0
at,be,2011,False,False,False,False,False,False,False,False,False,True,False,350.0
at,be,2011,False,False,False,False,False,False,False,True,False,False,False,120.0
at,be,2011,,,,,,,,,,,,184.0
at,be,2012,False,False,False,False,False,False,False,False,False,False,True,3811.0
at,be,2012,False,False,False,False,False,False,False,True,False,False,False,77.0
at,be,2012,False,True,False,False,False,False,False,False,False,False,False,411.0
at,be,2013,False,False,False,False,False,False,False,False,False,False,True,2940.0
at,be,2013,False,False,False,False,False,False,False,True,False,False,False,51.0
at,be,2013,False,True,False,False,False,False,False,False,False,False,False,348.0
at,be,2014,False,False,False,False,False,False,False,False,False,False,True,2185.0
at,be,2014,False,False,False,False,False,False,False,True,False,False,False,42.0
at,be,2014,False,True,False,False,False,False,False,False,False,False,False,645.0
at,be,2015,False,False,False,False,False,False,False,False,False,False,True,1073.0
at,be,2015,False,False,False,False,False,False,False,True,False,False,False,1633.0
at,be,2015,False,True,False,False,False,False,False,False,False,False,False,740.0
at,be,2015,,,,,,,,,,,,260.0
at,be,2016,False,False,False,False,False,False,False,False,False,False,True,719.0
at,be,2016,False,False,False,False,False,False,False,True,False,False,False,1247.0
at,be,2016,False,True,False,False,False,False,False,False,False,False,False,55.0
at,be,2016,,,,,,,,,,,,522.0
at,be,2017,False,False,False,False,False,False,False,False,False,False,True,875.0
at,be,2017,False,False,False,False,False,False,False,True,False,False,True,1600.0
at,be,2017,False,True,False,False,False,False,False,False,False,False,False,6.6
at,be,2017,False,True,False,False,False,False,False,False,False,False,True,288.0
at,be,2017,False,True,False,False,False,False,False,True,False,False,True,10.8
at,be,2017,,,,,,,,,,,,1343.0
at,be,2018,False,False,False,False,False,False,False,False,False,False,True,4078.2
at,be,2018,False,False,False,False,False,False,False,True,False,False,False,36.6
at,be,2018,False,True,False,False,False,False,False,False,False,False,False,424.0
at,be,2018,,,,,,,,,,,,542.8
at,be,2019,False,False,False,False,False,False,False,False,False,False,True,4659.2
at,be,2019,False,False,False,False,False,False,False,False,False,True,False,27.4
at,be,2019,False,False,False,False,False,False,False,True,False,False,False,21.3
at,be,2019,False,False,True,False,False,False,False,False,False,False,False,120.7
at,be,2019,False,True,False,False,False,False,False,False,False,False,False,981.4000000000001
at,be,2019,,,,,,,,,,,,265.7
at,be,2020,False,False,False,False,False,False,False,False,False,False,True,3538.924
at,be,2020,False,False,False,False,False,False,False,True,False,False,False,12.32
at,be,2020,False,False,True,False,False,False,False,False,False,False,False,523.14
at,be,2020,False,True,False,False,False,False,False,False,False,False,False,1027.1299999999999
at,be,2020,,,,,,,,,,,,23.38
at,bg,2008,,,,,,,,,,,,5612.0
at,bg,2011,,,,,,,,,,,,696.0
at,bg,2012,,,,,,,,,,,,1305.0
at,bg,2013,,,,,,,,,,,,1522.0
at,bg,2017,False,False,False,False,False,False,False,False,False,True,True,46.3
at,bg,2018,False,False,False,False,False,False,False,False,False,True,True,187.2
at,bg,2019,False,False,False,False,False,False,False,False,False,True,False,300.6
at,bg,2020,False,False,False,False,False,False,False,False,False,False,True,330.78
at,bg,2020,False,False,False,False,False,False,False,False,False,True,True,258.305
at,ch,2001,False,True,False,False,False,False,False,False,False,False,False,63.0
at,ch,2002,False,False,False,False,False,False,False,False,False,False,True,337.0
at,ch,2002,False,False,False,False,False,False,False,False,False,True,False,518.0
at,ch,2002,False,True,False,False,False,False,False,False,False,False,False,11.0
at,ch,2003,False,False,False,False,False,False,False,False,False,False,True,233.0
at,ch,2003,False,False,False,False,False,False,False,False,False,True,False,2433.0
at,ch,2003,False,True,False,False,False,False,False,False,False,False,False,20.0
at,ch,2003,,,,,,,,,,,,7902.0
at,ch,2004,False,False,False,False,False,False,False,False,False,False,True,136.0
at,ch,2004,False,False,False,False,False,False,False,False,False,True,False,9703.0
at,ch,2004,False,True,False,False,False,False,False,False,False,False,False,5.0
at,ch,2004,,,,,,,,,,,,6832.0
at,ch,2005,False,False,False,False,False,False,False,False,False,False,True,276.0
at,ch,2005,False,False,False,False,False,False,False,False,False,True,False,8721.0
at,ch,2005,False,True,False,False,False,False,False,False,False,False,False,4.0
at,ch,2005,,,,,,,,,,,,8644.0
at,ch,2006,False,False,False,False,False,False,False,False,False,True,False,9975.0
at,ch,2006,False,True,False,False,False,False,False,False,False,False,False,13.0
at,ch,2006,,,,,,,,,,,,28156.0
at,ch,2007,False,False,False,False,False,False,False,False,False,False,True,291.0
at,ch,2007,False,False,False,False,False,False,False,False,False,True,False,26.0
at,ch,2007,False,True,False,False,False,False,False,False,False,False,False,25.0
at,ch,2007,,,,,,,,,,,,32.0
at,ch,2008,False,False,False,False,False,False,False,False,False,False,True,1773.0
at,ch,2008,False,False,False,False,False,False,False,False,False,True,False,14770.0
at,ch,2008,,,,,,,,,,,,1050.0
at,ch,2009,False,False,False,False,False,False,False,False,False,False,True,5576.0
at,ch,2009,,,,,,,,,,,,12897.0
at,ch,2010,False,False,False,False,False,False,False,False,False,False,True,4654.0
at,ch,2010,False,True,False,False,False,False,False,False,False,False,False,8.0
at,ch,2010,,,,,,,,,,,,84074.0
at,ch,2011,False,False,False,False,False,False,False,False,False,False,True,3097.0
at,ch,2011,,,,,,,,,,,,87215.0
at,ch,2012,False,False,False,False,False,False,False,False,False,False,True,2597.0
at,ch,2012,,,,,,,,,,,,79099.0
at,ch,2013,False,False,False,False,False,False,False,False,False,False,True,2926.0
at,ch,2013,False,False,False,False,False,False,False,False,True,False,False,12.0
at,ch,2013,,,,,,,,,,,,15344.0
at,ch,2014,False,False,False,False,False,False,False,False,False,False,True,2740.0
at,ch,2014,False,False,False,False,False,False,False,False,True,False,False,10.0
at,ch,2014,,,,,,,,,,,,64694.0
at,ch,2015,False,False,False,False,False,False,False,False,False,False,True,2918.0
at,ch,2015,,,,,,,,,,,,80590.0
at,ch,2016,False,False,False,False,False,False,False,False,False,False,True,2805.0
at,ch,2016,False,True,False,False,False,False,False,False,False,False,False,553.0
at,ch,2016,,,,,,,,,,,,85498.0
at,ch,2017,False,False,False,False,False,False,False,False,False,False,True,2663.5
at,ch,2017,False,False,False,False,False,False,False,False,True,False,True,17.6
at,ch,2017,False,True,False,False,False,False,False,False,False,False,True,2284.0
at,ch,2017,,,,,,,,,,,,65266.5
at,ch,2018,False,False,False,False,False,False,False,False,False,False,True,2735.4
at,ch,2018,False,True,False,False,False,False,False,False,False,False,False,1139.6
at,ch,2018,,,,,,,,,,,,64224.6
at,ch,2019,False,False,False,False,False,False,False,False,False,False,True,1872.2
at,ch,2019,False,True,False,False,False,False,False,False,False,False,False,2256.2
at,ch,2019,,,,,,,,,,,,85281.1
at,ch,2020,False,False,False,False,False,False,False,False,False,False,True,3178.04
at,ch,2020,False,False,False,False,False,False,False,False,False,True,False,46.882
at,ch,2020,False,True,False,False,False,False,False,False,False,False,False,301.53999999999996
at,ch,2020,,,,,,,,,,,,86013.16
at,cz,2005,,,,,,,,,,,,132.0
at,cz,2006,,,,,,,,,,,,1208.0
at,cz,2008,,,,,,,,,,,,24.0
at,cz,2010,,,,,,,,,,,,26163.0
at,cz,2011,,,,,,,,,,,,14092.0
at,cz,2012,,,,,,,,,,,,28605.0
at,cz,2013,,,,,,,,,,,,65711.0
at,cz,2014,False,False,False,False,False,False,False,False,False,False,True,23.0
at,cz,2017,False,False,False,False,False,False,False,False,False,False,True,15.2
at,cz,2017,False,False,False,False,False,False,False,False,False,True,True,184.0
at,cz,2018,False,False,False,False,False,False,False,False,False,True,True,293.7
at,cz,2019,False,False,False,False,False,False,False,False,False,True,False,330.7
at,cz,2020,False,False,False,False,False,False,False,False,False,False,True,23.33
at,cz,2020,False,False,False,False,False,False,False,False,False,True,False,522.68
at,de,2001,False,False,False,False,False,False,False,False,False,False,True,54393.0
at,de,2001,False,False,False,False,False,False,False,False,False,True,False,1810.0
at,de,2001,False,False,False,False,False,False,False,True,False,False,False,261.0
at,de,2001,False,False,False,False,True,False,False,False,False,False,False,20298.0
at,de,2001,False,False,True,False,False,False,False,False,False,False,False,17.0
at,de,2001,False,True,False,False,False,False,False,False,False,False,False,2113.0
at,de,2001,,,,,,,,,,,,305.0
at,de,2002,False,False,False,False,False,False,False,False,False,False,True,134395.0
at,de,2002,False,False,False,False,False,False,False,False,False,True,False,1391.0
at,de,2002,False,False,False,False,False,False,False,False,True,False,False,106.0
at,de,2002,False,False,False,False,False,False,False,True,False,False,False,19.0
at,de,2002,False,False,False,False,True,False,False,False,False,False,False,753.0
at,de,2002,False,False,True,False,False,False,False,False,False,False,False,2282.0
at,de,2002,False,True,False,False,False,False,False,False,False,False,False,368.0
at,de,2002,True,False,False,False,False,False,False,False,False,False,False,101.0
at,de,2002,,,,,,,,,,,,31733.0
at,de,2003,False,False,False,False,False,False,False,False,False,False,True,98776.0
at,de,2003,False,False,False,False,False,False,False,False,False,True,False,1502.0
at,de,2003,False,False,False,False,False,False,False,True,False,False,False,891.0
at,de,2003,False,False,False,False,False,True,False,False,False,False,False,201.0
at,de,2003,False,False,False,False,True,False,False,False,False,False,False,35554.0
at,de,2003,False,False,True,False,False,False,False,False,False,False,False,4123.0
at,de,2003,False,True,False,False,False,False,False,False,False,False,False,1308.0
at,de,2003,,,,,,,,,,,,43392.0
at,de,2004,False,False,False,False,False,False,False,False,False,False,True,139063.0
at,de,2004,False,False,False,False,False,False,False,False,False,True,False,2492.0
at,de,2004,False,False,False,False,False,False,False,False,True,False,False,42.0
at,de,2004,False,False,False,False,False,False,False,True,False,False,False,553.0
at,de,2004,False,False,False,False,False,True,False,False,False,False,False,128.0
at,de,2004,False,False,True,False,False,False,False,False,False,False,False,1031.0
at,de,2004,False,True,False,False,False,False,False,False,False,False,False,820.0
at,de,2004,True,False,False,False,False,False,False,False,False,False,False,27423.0
at,de,2004,,,,,,,,,,,,225872.0
at,de,2005,False,False,False,False,False,False,False,False,False,False,True,151019.0
