,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
376,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.4,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
377,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.7,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
378,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.36,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
379,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.84,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
380,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.16,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
381,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,15.34,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
382,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
383,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
384,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
385,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
386,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
387,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
388,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
389,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
390,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
391,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
392,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
393,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
394,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
395,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
396,Y2,Toluene,,3,"H3,H6.1",Flammable,21.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
397,Y2,Toluene,,3,"H3,H6.1",Flammable,24.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
398,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,19.04,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
399,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,22.1,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
400,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,17.3,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
401,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,17.22,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
402,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.25,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
403,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,15.9,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
404,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,20.54,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
405,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,15.8,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
406,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,17.32,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
407,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.82,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
408,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.8,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
409,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,20.6,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
410,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.04,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
411,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,17.92,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
412,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.8,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
413,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,21.9,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
414,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.54,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
415,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.48,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
416,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,15.36,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
417,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,17.72,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
418,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.7,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
419,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,21.46,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
420,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.36,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
421,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.58,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
422,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,15.36,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
423,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.5,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
424,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.56,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
425,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,15.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
426,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.7,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
427,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.3,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
428,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.86,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
429,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.82,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
430,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.98,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
431,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,16.44,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
432,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.2,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
433,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,19.32,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
434,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
435,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.18,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
436,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
437,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
438,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
439,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
440,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
441,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
442,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
443,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
444,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
445,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,24.0,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2001
446,Y2,Non-Halogenated Solvents,,3,"H3,H6.1",Flammable,18.96,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2001
447,Y8,Hydrocarbon Blend,,,,Flammable,1027.78,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2001
448,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
449,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.26,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
450,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,10.32,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
451,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.58,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
452,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.7,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
453,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,8.04,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
454,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
455,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.34,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
456,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.42,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
457,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.92,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
458,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,6.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
459,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,12.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
460,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.84,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
461,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
462,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.36,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
463,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,10.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
464,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
465,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
466,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
467,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,12.22,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
468,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.7,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
469,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
470,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.64,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
471,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,7.76,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
472,"Y2,Y41,Y42",Halogenated Solvents,,6,H6.1,Poisonous,23.46,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
473,"Y2,Y41,Y42",Halogenated Solvents,,6,H6.1,Poisonous,22.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
474,Y9,Non-Halogenated Solvents,,3,H3,Flammable,21.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
475,Y9,Non-Halogenated Solvents,,3,H3,Flammable,25.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
476,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.3,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
477,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.58,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
478,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.26,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
479,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,22.34,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
480,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
481,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
482,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.24,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
483,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.78,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
484,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,15.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
485,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.42,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
486,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.04,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
487,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.86,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
488,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.26,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
489,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.06,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
490,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.1,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
491,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.04,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
492,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
493,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
494,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
495,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.22,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
496,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
497,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.06,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
498,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.8,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
499,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.66,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
500,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.46,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
501,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
502,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
503,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.86,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
504,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.02,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
505,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.06,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
506,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.26,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
507,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,21.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
508,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.42,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
509,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.6,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
510,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.2,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
511,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.24,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
512,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
513,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
514,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
515,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.94,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
516,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
517,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.44,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
518,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.24,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
519,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
520,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.1,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
521,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.3,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
522,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,18.54,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
523,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.8,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
524,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.88,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
525,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.56,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
526,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
527,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,19.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
528,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,17.8,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
529,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,16.14,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
530,"Y2,Y42",Non-Halogenated Solvents,,3,H3,Flammable,20.12,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
531,Y42,Non-Halogenated Solvents,,3,H3,Flammable,17.58,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
532,Y42,Non-Halogenated Solvents,,3,H3,Flammable,17.18,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
533,Y42,Non-Halogenated Solvents,,3,H3,Flammable,18.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
534,Y42,Non-Halogenated Solvents,,3,H3,Flammable,16.84,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
535,Y42,Non-Halogenated Solvents,,3,H3,Flammable,21.1,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
536,Y42,Non-Halogenated Solvents,,3,H3,Flammable,16.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
537,Y2,Halogenated Solvents,,6.1,H3,Flammable,24.92,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
538,Y2,Halogenated Solvents,,6.1,H3,Flammable,21.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
539,Y2,Halogenated Solvents,,6.1,H3,Flammable,23.48,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
540,Y2,Halogenated Solvents,,6.1,H3,Flammable,23.26,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
541,Y2,Non Halogenated,,3,H3,Flammable,23.32,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
542,Y2,Non Halogenated,,3,H3,Flammable,18.34,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
543,Y2,Non Halogenated,,3,H3,Flammable,18.18,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
544,Y2,Non Halogenated,,3,H3,Flammable,15.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
545,Y2,Non Halogenated,,3,H3,Flammable,18.66,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
546,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,23.96,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
547,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,22.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
548,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.46,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
549,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.3,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
550,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,24.48,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
551,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.34,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
552,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,22.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
553,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.22,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
554,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.86,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
555,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.0,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
556,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.18,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
557,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.98,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
558,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.82,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
559,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.64,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
560,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.32,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
561,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.28,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
562,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.54,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
563,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,17.14,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
564,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,18.8,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
565,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,16.78,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
566,Y2,Non Halogenated,,3,"H3,H6.1",Flammable,19.92,,IE,,"R13,R2,R1",United Kingdom of Great Britain and Northern Ireland,2001
