,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
0,Y47,"Spent Activated Carbon Contaminated with PCB, Dioxins, and Furans

",,6.1,H6.1,Poisonous(acute),45.2,,DE,,R5,United Kingdom of Great Britain and Northern Ireland,2001
1,AN8,Non Halogenated waste paints and varnish,A4070,3,H3,Inflammable liquids,8.43,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
2,11B,"Vanadium containing combustion residue in dry state orimulsion ash granulate, Art. 1(1)b",,9,H11,Toxic(delayed or chronic),454.721,,IT,,R4,United Kingdom of Great Britain and Northern Ireland,2001
3,11B,"Vanadium containing residue in dry state, Art. 1(1)b",,9,H11,Toxic(delayed or chronic),2099.99,,DK,,R4,United Kingdom of Great Britain and Northern Ireland,2001
4,11B,"Vanadium containing residue in dry state, Art. 1(1)b",,9,H11,Toxic(delayed or chronic),1485.72,"CH,FR",IT,,R4,United Kingdom of Great Britain and Northern Ireland,2001
5,Y10,Insulating or heat transmission oils and other liquids containing PCBs or PCTs,,9,H12,Ecotoxic,6.68,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
6,Y10,PCB Capacitors,,9,H11,Toxic(delayed or chronic),12.68,"BE,ES,PT",ZA,D10,,United Kingdom of Great Britain and Northern Ireland,2001
7,Y10,PCB Capacitors,,9,H12,Ecotoxic,4.69,,IE,"D9,D10",,United Kingdom of Great Britain and Northern Ireland,2001
8,Y10,PCB Capacitors and contaminated solids,,9,"H11,H12","Toxic(delayed or chronic), Ecotoxic",5.79,,AR,D9,,United Kingdom of Great Britain and Northern Ireland,2001
9,Y10,"PCB capacitors, drained PCB transformers, dielectric fluid",,9,H11,Toxic(delayed or chronic),9.94,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
10,Y10,"PCB capacitors, drained PCB transformers, dielectric fluid",,9,H12,Ecotoxic,33.815,SN,AR,D10,,United Kingdom of Great Britain and Northern Ireland,2001
11,Y10,"PCB capacitors, drained PCB transformers, dielectric fluid",,9,H12,Ecotoxic,502.84,,BR,D10,,United Kingdom of Great Britain and Northern Ireland,2001
12,Y10,"PCB capacitors, drained PCB transformers, dielectric fluid",,9,H12,Ecotoxic,33.12,"NL,PT",ZA,D10,,United Kingdom of Great Britain and Northern Ireland,2001
13,Y10,Transformers containing PCB residue,,9,H12,Ecotoxic,5.0,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
14,Y12,Liquid waste containing inks,,3,H3,Inflammable liquids,351.72,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
15,Y12,Non Halogenated waste paints and varnish,,3,H3,Inflammable liquids,10.226,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
16,Y12,Waste not otherwise specified from the manufacture of paints and varnish,,4.1,H4.1,Inflammable solids,52.04,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
17,"Y12,Y42",Paint waste and gelled monomer,,4.1,H4.1,Inflammable solids,2.127,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
18,Y13,Non ferrous residue from shredder operations,,,,,230.46,,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
19,Y13,Non ferrous residue from shredder operations,,,,,2415.0,DE,FI,,R4,United Kingdom of Great Britain and Northern Ireland,2001
20,Y13,Xylene based thinners,,3,H3,Inflammable liquids,9.58,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
21,"Y13,Y42",Organic Flammable Solvents,,3,H3,Inflammable liquids,11.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
22,Y16,Bleach (fixer),,9,H12,Ecotoxic,720.62,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
23,Y16,"Flotation sludge (water, silver halide, gelatine, other organic compounds)",,,,,183.368,NL,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
24,Y16,Ion Exchange Resin containing Silver,,,,,17.78,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
25,Y16,Photographic waste containing Silver,,8,H8,Corrosives,171.21,,IE,,"R13,R4",United Kingdom of Great Britain and Northern Ireland,2001
26,Y16,Photographic waste containing Silver,,9,H12,Ecotoxic,2969.15,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
27,Y16,Photographic waste containing Silver,,9,H12,Ecotoxic,33.307,,DK,,R4,United Kingdom of Great Britain and Northern Ireland,2001
28,Y16,Photographic waste containing Silver,,9,H12,Ecotoxic,74.14,,IE,,"R13,R4",United Kingdom of Great Britain and Northern Ireland,2001
29,Y16,Silver Ashes Bearing,,9,H12,Ecotoxic,171.694,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2001
30,Y16,"Silver containing emulsion named on the amber list. Composition: gelatines 40%; water 50%, silverhalides 1-8%, bromides 0,1-0,5%; chlorides 3-5%, org. compounds 1%",,,,,17.218,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
31,Y16,Silver rich sludge,,8,H8,Corrosives,18.44,FR,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
32,Y16,Silver rich sludge,,8,H8,Corrosives,2.941,,FI,,R4,United Kingdom of Great Britain and Northern Ireland,2001
33,Y16,Silver rich sludge,,8,H8,Corrosives,200.7,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
34,Y16,Silver rich sludge,,8,H8,Corrosives,35.892,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
35,Y16,"Silver sludges, emulsion",,8,H8,Corrosives,27.902,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
36,Y16,"Silver sludges, emulsion",,8,H8,Corrosives,11.48,,US,,R4,United Kingdom of Great Britain and Northern Ireland,2001
37,Y16,"Silver sludges, emulsion",,9,H12,Ecotoxic,339.106,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2001
38,Y16,Sludge silver containing sludge from precipitation,,,,,2.079,,FI,,R4,United Kingdom of Great Britain and Northern Ireland,2001
39,Y16,Solvents,,3,H3,Inflammable liquids,23.62,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
40,Y16,"Wet Silver Content Filter Residue - Water 70% (dry products 30%), Silver 2-3%, Sulphates 1.5-3%",,,,,23.9,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
41,"Y16,Y41","Photographic fixer, printing solvent, photographic film",,"4.1,9","H4.1,H12","Inflammable solids, Ecotoxic",590.153,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
42,"Y16,Y41","Photographic fixer, printing solvent, photographic film",,"4.1,9","H4.1,H12","Inflammable solids, Ecotoxic",398.275,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
43,Y17,Hard metal powder residues and sludge,,9,H12,Ecotoxic,1.92,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
44,Y17,"Phosphoric Acid, Sulphuric Acid",,8,H8,Corrosives,334.6,,SE,,R5,United Kingdom of Great Britain and Northern Ireland,2001
45,Y17,Precious metal concentrates,,6.1,H6.1,Poisonous(acute),1.775,BE,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
46,Y17,Precious metal containing waste,,5.1,H5.1,Oxidizing,2.105,,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
47,Y17,Precious metal containing waste,,"6.1,8","H6.1,H8","Poisonous(acute), Corrosives",1.347,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
48,Y17,Precious metals containing materials including gases,,5.1,H5.1,Oxidizing,1.92,"BE,FR,NL",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
49,Y17,Semi conductor silican wafer coated with gold,,,,,0.906,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
50,Y17,Silver rich sludge,,5.1,H5.1,Oxidizing,0.308,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
51,Y17,Spent acidic copper solutions,,8,H8,Corrosives,30.0,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
52,Y17,Waste debris containing Gold,,"6.1,8","H6.1,H8","Poisonous(acute), Corrosives",2.6,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
53,Y17,Waste gold cyanide plating solution,,"6.1,8","H6.1,H8","Poisonous(acute), Corrosives",2.065,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
54,Y17,Waste palladium containing solution,,"6.1,8","H6.1,H8","Poisonous(acute), Corrosives",0.05,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
55,"Y17,Y33",Gold bearing solutions/Ion exchange resins,,6.1,H6.1,Poisonous(acute),1.15,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
56,Y18,Precious metal concentrates,,9,H11,Toxic(delayed or chronic),55.996,BE,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
57,Y18,Precious metal concentrates,,9,H11,Toxic(delayed or chronic),1.019,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2001
58,Y18,Precious metal concentrates,,9,H11,Toxic(delayed or chronic),358.264,,US,,R4,United Kingdom of Great Britain and Northern Ireland,2001
59,Y2,"Acetone, Ethanol, Butanone (MEK) Ethyl acetate, Heptane, Butanol, Methanol, Water",,3,H3,Inflammable liquids,40.124,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
60,Y2,Aqueous Ammonia Solution,,8,H8,Corrosives,110.24,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
61,Y2,Aqueous Washing Liquids and Other Liquors,,8,H8,Corrosives,276.76,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
62,Y2,Halogenated and Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,298.58,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
63,Y2,Halogenated Solvents,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",35.4,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
64,Y2,Halogenated Solvents,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",307.66,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
65,Y2,Halogenated Solvents,,"3,6.1,8","H3,H6.1,H8","Inflammable liquids, Poisonous (acute), Corrosives",285.7,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
66,Y2,Isopropanol/Methanol,,3,H3,Inflammable liquids,39.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
67,Y2,Methyl Ethyl Ketone/Acetone/Ethanol/Methanol/Water,,3,H3,Inflammable liquids,171.76,,IE,,R13,United Kingdom of Great Britain and Northern Ireland,2001
68,Y2,Mixed Solvents and Aqueous Solutions from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,354.54,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
69,Y2,Mixed Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,119.38,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
70,Y2,"Nerolin, Napthalene based by-products and residual solvents",,3,H3,Inflammable liquids,72.84,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
71,Y2,Non Halogenated Organic Solvents,,3,H3,Inflammable liquids,57.74,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
72,Y2,Non Halogenated Solvents,,"3,6.1,8","H3,H6.1,H8","Inflammable liquids, Poisonous (acute), Corrosives",191.86,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
73,Y2,Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,916.8,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
74,Y2,Solvents,,3,H3,Inflammable liquids,73.85,"BE,DE",AT,,R3,United Kingdom of Great Britain and Northern Ireland,2001
75,Y2,Solvents,,3,H3,Inflammable liquids,326.96,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
76,Y2,"Trichlorofluromethane 75-99%, Industrial Methylated Spirits 1-5%, Water less than 10%, Pharmaceutical residue (Salbutamol) less than 10% Trace Oleic",,6.1,H6.1,Poisonous(acute),17.54,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
77,Y2,Waste Acetonitrile,,3,H3,Inflammable liquids,154.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
78,Y2,Waste containing Inorganic chemicals from the manufacture of pharmaceuticals,,8,H8,Corrosives,21.17,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
79,Y2,Waste from production and formulation of pharmaceuticals,,3,H3,Inflammable liquids,3065.21,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2001
80,Y2,Waste from production and formulation of pharmaceuticals,,"4.1,8","H4.1,H8","Inflammable solids, Corrosives",504.9,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
81,Y2,Waste from production and formulation of pharmaceuticals,,6.1,H6.1,Poisonous(acute),1484.23,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2001
82,Y2,Waste from production and formulation of pharmaceuticals,,6.1,H6.1,Poisonous(acute),0.06,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
83,Y2,Waste not otherwise specified from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,56.66,,IE,,R1,United Kingdom of Great Britain and Northern Ireland,2001
84,Y2,Waste not otherwise specified from the manufacture of pharmaceuticals,,6.1,H6.1,Poisonous(acute),0.18,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
85,"Y2,Y16,Y41,Y42",Solvents,,3,H3,Inflammable liquids,0.18,,IE,,R13,United Kingdom of Great Britain and Northern Ireland,2001
86,"Y2,Y41",Halogenated Solvents from the manufacture of pharmaceuticals,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",31.406,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
87,"Y2,Y41",Halogenated Solvents from the manufacture of pharmaceuticals,,6.1,H6.1,Poisonous(acute),40.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
88,"Y2,Y41,Y42",Bulk Solvent Mixture,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",190.56,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
89,"Y2,Y41,Y42",Halogenated and Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,1049.87,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
90,"Y2,Y41,Y42",Halogenated and Non Halogenated Solvents from the manufacture of pharmaceuticals,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",115.44,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
91,"Y2,Y41,Y42",Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,570.32,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
92,"Y2,Y41,Y42",Mixed Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,223.6,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
93,"Y2,Y42",Aqueous Washing Liquids and Non Halogenated Solvents,,3,H3,Inflammable liquids,126.49,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
94,"Y2,Y42",Bulk Solvent Mixture,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",655.558,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
95,"Y2,Y42",Halogenated Solvents from the manufacture of pharmaceuticals,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",11.502,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
96,"Y2,Y42",Halogenated Solvents from the manufacture of pharmaceuticals,,6.1,H6.1,Poisonous(acute),22.0,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
97,"Y2,Y42",Non Halogenated Solvents,,3,H3,Inflammable liquids,491.36,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
98,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,40.08,,IE,,R13,United Kingdom of Great Britain and Northern Ireland,2001
99,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,195.56,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
100,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,348.61,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
101,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,98.3,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
102,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,2118.36,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
103,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,412.8,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
104,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,1407.79,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
105,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,337.44,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
106,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",48.9,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
107,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",40.66,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
108,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,"3,8","H3,H8","Inflammable liquids, Corrosives",0.78,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
109,"Y2,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,6.1,H6.1,Poisonous(acute),284.75,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
110,"Y2,Y42","Non Halogenated Solvents, Water and dissolved solids",,3,H3,Inflammable liquids,620.7,,IE,,R13,United Kingdom of Great Britain and Northern Ireland,2001
111,"Y2,Y42",Non Halogenated Solventsfrom the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,238.2,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
112,"Y2,Y9,Y12,Y13,Y42",Organic Solvents and Sludges,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",11.8,,IE,,"R13,R1",United Kingdom of Great Britain and Northern Ireland,2001
113,Y22,Cupric Ammonium Chloride,,6.1,H6.1,Poisonous(acute),44.8,"BE,DE",CZ,,R4,United Kingdom of Great Britain and Northern Ireland,2001
114,Y22,Cupric Ammonium Chloride,,6.1,H6.1,Poisonous(acute),333.865,,DK,,R4,United Kingdom of Great Britain and Northern Ireland,2001
115,Y22,Cupric Ammonium Chloride,,6.1,H6.1,Poisonous(acute),39.18,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
116,Y22,Cupric Ammonium Chloride,,6.1,H6.1,Poisonous(acute),110.7,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
117,Y22,Cupric Ammonium Chloride,,6.1,H6.1,Poisonous(acute),42.0,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
118,Y22,Cupric Ammonium Chloride,,"8,9","H8,H11","Corrosives, Toxic (delayed or chronic)",90.0,,NO,,R4,United Kingdom of Great Britain and Northern Ireland,2001
119,Y22,Cupric Chloride,,8,H8,Corrosives,42.405,,DK,,R4,United Kingdom of Great Britain and Northern Ireland,2001
120,Y22,"Spent catalyst from gas processing operations. Mixture of copper oxide/sulphide, zinc oxide/sulphide (55-65%), Zinc Oxides/Sulphide (20-30%) alumina (10-20%)",,4.2,H4.2,Substances or wastes liable to spontaneous combustion,3.498,,CA,,R,United Kingdom of Great Britain and Northern Ireland,2001
121,"Y22,Y23",Brass Skimmings/Dross,,9,H12,Ecotoxic,20.944,,AU,,R4,United Kingdom of Great Britain and Northern Ireland,2001
122,"Y22,Y23",Brass Skimmings/Dross,,9,H12,Ecotoxic,104.33,,NZ,,R4,United Kingdom of Great Britain and Northern Ireland,2001
123,"Y22,Y23","Brass Skimmings/Dross
35-55% Cu, 0.5% Sn, 1% Pb, 0.5% Fe, 30-40% Zn",,9,H12,Ecotoxic,235.62,,NZ,,R4,United Kingdom of Great Britain and Northern Ireland,2001
124,"Y22,Y31",Precious metal containing sweepings,,9,H11,Toxic(delayed or chronic),15.422,"BE,FR",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
125,"Y22,Y31",Precious metals containing sweeps,,9,H11,Toxic(delayed or chronic),12.576,"BE,FR",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
126,Y23,EAF - Dust,,9,H12,Ecotoxic,1347.6,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
127,Y23,Lead/Zinc residue,,9,H12,Ecotoxic,1147.14,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
128,Y23,Metal Hydroxide in pellet/powder form,,9,H12,Ecotoxic,2508.34,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
129,Y23,"Venturi Scrubber Sludge: 25% H20, 25% Zn, 3% Pb",,9,H12,Ecotoxic,8286.22,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
130,Y23,"Zinc ash fines containing approx. 74% Zn, 1.0% Pb, 2-4% Cl, balance oxides",,9,H12,Ecotoxic,691.2,,NO,,"R13,R4",United Kingdom of Great Britain and Northern Ireland,2001
131,Y23,Zinc Oxide Dust,,9,H12,Ecotoxic,6.7,"BE,FR",NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
132,Y24,"Mixture of Ga, GaAs, Ge, GaP (filtered)",,6.1,H6.1,Poisonous(acute),1.039,"BE,FR",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
133,Y27,"Antimony Dross
Sb 37.95%; As 2.3%; S 0.76%; Pb 0.08%; SiO2 0.47%; FeO 2.08%; CaO 0.13%; Cl 0.07%; Cl 0.07%; Bi 500ppm max.",,6.1,H6.1,Poisonous(acute),147.05,NL,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
134,Y29,Fluorescent and Sodium Lamps/Mercurial Batteries,,9,"H11,H12","Toxic(delayed or chronic), Ecotoxic",23.02,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
135,Y29,Spent Micro batteries and related scrap,,6.1,H6.1,Poisonous(acute),10.767,BE,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
136,Y3,"Fire damaged cephalexin - sodium, contaminated packaging materials (paper, cardboard, wood, drums, etc.)",,"6.1,9","H6.1,H11","Poisonous(acute), Toxic (delayed or chronic)",17.61,IL,EG,D10,,United Kingdom of Great Britain and Northern Ireland,2001
137,Y3,"Reject pharmaceutical tablets containing temazepam, dihydrocodeine, codeine phosphate and related ingredients",,6.1,H6.1,Poisonous(acute),8.6,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2001
138,"Y3,Y42",Non Halogenated Solvents from the manufacture of pharmaceuticals,,3,H3,Inflammable liquids,30.531,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2001
139,Y31,"Broken Car Batteries (Lead 80%, 15-18% Plastics)",,9,H12,Ecotoxic,865.86,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
140,Y31,Lead ash residue,,6.1,H6.1,Poisonous(acute),706.19,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
141,Y31,"Lead caustic dross containing Pb 25-40%, Sb 15%, Sn 3%, balance mainly caustic",,6.1,H6.1,Poisonous(acute),371.624,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
142,Y31,"Lead dross containing Pb 70%, Sb 0.5%, Sn 0.56 %, balance mainly oxide",,6.1,H6.1,Poisonous(acute),285.12,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
143,Y31,"Lead dross containing Pb 75%, Sb 2.5%, Sn 2.5 %, balance mainly oxide",,6.1,H6.1,Poisonous(acute),45.4,,NL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
144,Y31,"Lead dross containing Pb 92-95%, H2O 1.7%, Sb <0.05%, Sn <0.05%, Cu <0.05%",,6.1,H6.1,Poisonous(acute),65.19,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
145,Y31,Lead drosses and caustic drosses from lead smelting,,8,H8,Corrosives,262.45,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2001
146,Y31,Lead oxide,,8,H8,Corrosives,18.64,NL,CL,,R4,United Kingdom of Great Britain and Northern Ireland,2001
147,Y31,Leaded anti-knock compound sludge,,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",44.184,,AU,,R4,United Kingdom of Great Britain and Northern Ireland,2001
148,Y31,"Motor Fuel Anti-knock mixture Sludge containing  Lead Anti-knock mixture, Iron Oxide and Water",,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",5.701,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
149,Y31,"Motor Fuel Anti-knock mixture Sludge containing  Lead Anti-knock mixture, Iron Oxide and Water",,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",12.94,"DE,EG,LK,NL,SA,SG",AE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
150,Y31,"Motor Fuel Anti-knock mixture Sludge containing  Lead Anti-knock mixture, Iron Oxide and Water",,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",8.265,SG,JP,,R4,United Kingdom of Great Britain and Northern Ireland,2001
151,Y31,"Motor Fuel Anti-knock mixture Sludge containing  Lead Anti-knock mixture, Iron Oxide and Water",,"3,6.1","H3,H6.1","Inflammable liquids, Poisonous (acute)",24.705,IE,PT,,R4,United Kingdom of Great Britain and Northern Ireland,2001
152,Y31,"Motor Fuel Anti-knock mixture Sludge containing  Lead Anti-knock mixture, Iron Oxide and Water",,"3,6.1,9","H3,H6.1,H11,H12","Inflammable liquids, Poisonous (acute), Toxic (delayed or chronic), Ecotoxic",46.611,"DE,EG,NL,SG",AU,,R4,United Kingdom of Great Britain and Northern Ireland,2001
153,Y31,"Petroleum tank bottoms, pipework valves & cleaning materials (water + sand) with concentration of Tetra Ethyl Lead >50ppm & contaminated solids (rags, wood and earth) containing Tetra Ethyl Lead <10%",,6.1,H6.1,Poisonous(acute),22.05,,BR,D10,,United Kingdom of Great Britain and Northern Ireland,2001
154,Y31,Scrap Lead Acid Batteries,,8,H8,Corrosives,930.58,,EE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
155,Y31,Scrap Lead Acid Batteries,,8,H8,Corrosives,4718.52,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
156,Y31,Scrap Lead Acid Batteries,,8,H8,Corrosives,381.13,,IS,,R4,United Kingdom of Great Britain and Northern Ireland,2001
157,Y31,Scrap Lead Acid Batteries,,8,H8,Corrosives,7827.38,,NO,,R4,United Kingdom of Great Britain and Northern Ireland,2001
158,"Y31,Y34",Lead Acid Batteries,,8,H8,Corrosives,1043.0,,EE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
159,"Y31,Y34",Lead Acid Batteries,,8,H8,Corrosives,4033.8,,FI,,R4,United Kingdom of Great Britain and Northern Ireland,2001
160,Y33,Waste Cyanide Solution,,6.1,H6.1,Poisonous(acute),5.054,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2001
