,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1180,"Y22,Y23,Y29",,Mix Electronic Scrap,H13,274.54,,BR,,R4,Singapore,2018
1,A1050,Y17,,Galvanic Sludge,H11,0.5118,,TH,,R4,Singapore,2018
2,"A4050,A1030","Y22,Y31",,Ion Exchange Resin,H11,0.0582,,TH,,R4,Singapore,2018
3,A1180,Y18,,"Electronic Waste (Used Computers, Used Mobile Phones, Used Telecommunication Equipment & Precious Metal Bearing E-Waste Such As Printed Circuit Boards, IC Chips & Components Mobile Handsets)",H13,221.193,,ID,,R4,Singapore,2018
4,A1180,Y17,,Printed Circuit Board Laminate Scrap With Solder,H11,281.639,,TH,,R4,Singapore,2018
5,A1180,Y17,,Lead Solder,H11,17.907,,TH,,R4,Singapore,2018
6,A1180,Y18,,"E-Waste (PCB and PCB Trimmings, Electronic Items, Components and Accessories, Lithium Ion Batteries)",H13,268.03722,,IN,,R4,Singapore,2018
7,A1180,,,"PC and Related Parts & Accessories, Mobile Phone and Related Parts & Accessories",H13,26.47,,KR,,R4,Singapore,2018
8,A4070,,,Toner Cartridge,H13,45.13,,KR,,R4,Singapore,2018
9,A1180,Y31,,"Electrical & Electronics Equipment, Parts & Accessories (i.e. Computers, Mobile Phones, Lithium-Ion Batteries)",H11,253.32,,JP,,R4,Singapore,2018
10,A1180,Y31,,"Electrical and Electronic Equipment, Parts & Assemblies (eg. Computer & Mobile Phone) and Li-ion Batteries",H13,579.96,,TH,,R4,Singapore,2018
11,A1180,Y31,,"Electrical and Electronic Equipment, Parts & Assemblies (eg. Computer & Mobile Phone) and Li-ion Batteries",H13,0.01,,SL,,R4,Singapore,2018
12,A1180,"Y22,Y23,Y31,Y45",,"Waste Electrical and Electronic Equipment and Assemblies (Including Circuit Boards, Components and Wires)","H12,H13",168.0199,MY,NZ,,R4,Singapore,2018
13,,Y18,,Used Toners & Ink Cartridges,H13,54.97,,PH,,R4,Singapore,2018
14,A1180,Y18,,"Used Electrical & Electronics Equipment, Parts & Accessories (i.e. Computer & Mobile Phones, Lithium-Ion Batteries)",H13,60.91,,PH,,R4,Singapore,2018
15,A1180,Y18,,"Used Electrical & Electronics Equipment Parts & Accessories (eg. Computer & Mobile Phone, Printer's Cartridges, Li-ion Batteries)",H13,1.63,,KH,,R4,Singapore,2018
16,A1180,,,"Electronic Waste (Containing Used Electronic Equipments, Printed Circuit Board Assemblies, Modules, Power supplies, Batteries, Cables, Cartridges And/Or Other parts) & Printed Circuit Boards",H13,231.85,,ID,,R4,Singapore,2018
17,B1110,Y22,,"General E-Waste, Waste Lithium Ion Batteries, & Waste Circuit Board",H13,3801.11,,CN,,R4,Singapore,2018
18,"A1170,A1180","Y22,Y23,Y26",,"Electrical & Electronic Equipment, Parts & Accessories (I.E. Computer & Mobile Phones) & Lithium Ion Batteries",H13,78.82,,VN,,R4,Singapore,2018
