,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1160,"Y31,Y34",16 06 01*,lead batteries,,3595.3745,,BA,,R4,Serbia,2020
1,A1020,Y31,10 04 02*,dross and skimmings from primary and secondary production,,719.86,,BG,,R4,Serbia,2020
2,A1160,Y31,19 12 11*,other wastes (including mixtures of materials) from mechanical treatment of waste containing dangerous substances,,1607.32,,BG,,R4,Serbia,2020
3,A1160,"Y31,Y34",16 06 01*,lead batteries,,1138.881,,ME,,R4,Serbia,2020
4,A1160,"Y31,Y34",16 06 01*,lead batteries,,47.813,,MK,,R4,Serbia,2020
