,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A4070,Y12,,70307,,760.14,,SE,D10,,Norway,2018
1,A4070,Y12,,80111,,10.659,SE,FI,,R1,Norway,2018
2,A4070,Y12,,200127,H3,16.788,,SE,,R1,Norway,2018
3,A4070,Y12,,70307,H3,1037.06,,SE,D10,,Norway,2018
4,A4070,Y12,,80111,H3,134.76,SE,FI,,R1,Norway,2018
5,A4060,Y9,,190207,H12,2169.627,,NL,,R1,Norway,2018
6,A4060,Y8,,130703,,92.78,,SE,,R1,Norway,2018
7,A4060,Y8,,130205,H3,4737.65,,SE,,R1,Norway,2018
8,A4050,Y17,,161101,,73.96,"DK,NO",DE,,R5,Norway,2018
9,A4030,,,190812,,15738.18,,DK,D9,,Norway,2018
10,A3140,Y6,,130701,,282.72,,SE,,R1,Norway,2018
11,A3020,Y9,,130701,H12,946.27,,SE,,R1,Norway,2018
12,A3020,,,130208,,1540.7,DK,PT,,R1,Norway,2018
13,A2030,Y18,,60315,H11,72.856,,DK,D12,,Norway,2018
14,A2030,Y18,,60315,H11,92.92,,DK,D9,,Norway,2018
15,A1190,,,170410,,876.0,,SE,,R4,Norway,2018
16,A1120,Y17,,120118,H4.1,12.0,,SE,,R3,Norway,2018
17,A1060,Y34,,110105,H8,155.9,,SE,D9,,Norway,2018
18,A1020,Y31,,100401,,633.28,NL,GB,,R11,Norway,2018
19,A1020,Y31,,100401,H6.1,7181.607,NL,GB,,R11,Norway,2018
20,A1020,Y26,,60315,H6.1,20.978,,SE,,R4,Norway,2018
21,A1010,,,100909,,37.36,,DK,D9,,Norway,2018
22,,Y9,,130403,,4207.521,,DK,,R1,Norway,2018
23,,Y34,,60106,,25.65,,SE,D9,,Norway,2018
24,,Y34,,60106,H8,111.15,,SE,D9,,Norway,2018
25,,Y32,,170503,H11,5084.84,,IT,D1,,Norway,2018
26,,Y31,,100401,H12,13657.32,,SE,D12,,Norway,2018
27,,Y18,,190112,,6092.97,,DK,,R5,Norway,2018
28,,Y18,,100909,,18.0,,DK,D9,,Norway,2018
29,,Y18,,190105,,569.04,,DK,D9,,Norway,2018
30,,Y18,,101115,,206.05,,SE,,R5,Norway,2018
31,,Y18,,190107,,365.2,,SE,,R5,Norway,2018
32,,Y18,,170107,,17033.09,,SE,D1,,Norway,2018
33,,Y18,,170503,,17180.206,,SE,D5,,Norway,2018
34,,Y18,,190105,H12,6028.42,,DK,D9,,Norway,2018
35,,Y18,,190113,H12,6168.26,,DK,D9,,Norway,2018
36,,Y18,,101209,H12,234.36,,SE,,R5,Norway,2018
37,,Y18,,160709,H12,56.0,,SE,,R5,Norway,2018
38,,Y18,,190111,H12,48.02,,SE,,R5,Norway,2018
39,,Y18,,190105,H6.1,74716.52,,DK,,R5,Norway,2018
40,,Y18,,190113,H6.1,4421.38,,SE,,R5,Norway,2018
41,,Y18,,60405,H8,386.37,,SE,,R5,Norway,2018
42,,Y17,,120116,H11,296.37,DK,DE,,R11,Norway,2018
43,,Y12,,200127,,21.46,,SE,,R1,Norway,2018
44,,Y12,,190306,H12,1503.56,,SE,,R1,Norway,2018
