,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3140,Y42,14 06 03*,solvents,,442.57,,DE ,,R1,Austria,2020
1,A3140,Y42,14 06 03*,solvents,H3,2680.3,,DE ,,R2,Austria,2020
2,,Y18,10 03 08*,salt slag,H12,17706.5,,DE ,,R5,Austria,2020
3,,Y45,14 06 01*,CFCs,H12,31.097,,DE,,R3,Austria,2020
4,A1050,Y17,19 02 05*,galvanic sludge,"H11,H12",93.55,,DE,,R4,Austria,2020
5,A1060,Y23,11 01 05*,etching solutions,"H8,H12",524.9,,DE,,R5,Austria,2020
6,A3020,Y8,13 02 05*,waste oil,H13,121.5,CZ,PL ,,R9,Austria,2020
7,A1050,Y17,11 01 09*,galvanic sludge,H11,70.08,"DE,NL",BE ,,R4,Austria,2020
8,A2030,Y22,16 08 07*,spent catalysts,"H12,H13",112.02,,DE,,R4,Austria,2020
9,A3150,Y41,14 06 02*,halogenated solvents,H6.1,407.149,,DE,,R2,Austria,2020
10,A4140,Y29,16 05 06*,test kits,H6.1,18.93,,DE,,R5,Austria,2020
11,A1050,Y17,11 01 09*,galvanic sludge,H12,99.08,DE,NL,,R4,Austria,2020
12,A1100,Y31,10 06 03*,filter dusts,"H11,H13",1914.09,"DE,NL",BE,,R4,Austria,2020
13,A1160,Y31,16 06 01*,LAB,"H8,H11",771.681,,DE,,R4,Austria,2020
14,A1030,Y29,18 01 10*,amalgam waste,H12,46.613,,DE,,R4,Austria,2020
15,A3140,Y2,07 05 04*,solvents,H3,622.17,"DE,NL",BE,,R2,Austria,2020
16,,Y18,17 06 03*,mineral fibers,H11,9.3,,DE,,R5,Austria,2020
17,A1160,Y31,16 06 01*,LAB,"H8,H11",258.305,"HU,RO",BG,,R4,Austria,2020
18,A1120,Y31,11 02 05*,metal sludge,H12,394.855,DE,BE ,,R4,Austria,2020
19,A3020,Y8,13 02 05*,waste oil,H12,649.54,,IT,,R9,Austria,2020
20,A4100,Y18,16 10 02,concentrates,H13,36.62,,DE,,R5,Austria,2020
21,A4100,Y23,10 02 07*,steelmill dust,"H11,H12",18761.44,CZ,PL,,R4,Austria,2020
22,,Y17,12 01 14*,metal sludge,H13,259.138,,DE,,R4,Austria,2020
23,A1060,Y17,06 03 13*,metal concentrates,H11,47.61,,DE,,R4,Austria,2020
24,,Y18,19 02 05*,C/P-sludge,"H11,H12",1151.62,"SK,PL",FI ,,R4,Austria,2020
25,A1160,Y31,16 06 01*,LAB,"H8,H11",3194.159,,SI,,R4,Austria,2020
26,A3140,Y2,07 05 04*,solvents,"H3,H12",412.2,,DE,,R2,Austria,2020
27,A1060,Y23,11 01 05*,pickling solution,"H8,H12",1103.24,,DE,,R4,Austria,2020
28,A4090,Y18,06 03 13*,heavy metal bearig waste,H11,114.2,DE,NL,,R4,Austria,2020
29,A1030,Y29,16 06 03*,mercury batteries ,"H8,H12",0.449,,DE,,R13,Austria,2020
30,A1010,Y29,18 01 10*,amalgam waste,H12,0.2,,DE,,R13,Austria,2020
31,A3180,Y10,16 02 09*,PCB containing equipment,H12,414.107,,DE,D9,,Austria,2020
32,,Y45,20 01 23*,CFC containing equipment,H12,34.74,,IT,,R4,Austria,2020
33,,Y18,10 01 04*,vanadium ash,H11,417.29,,DE,,R4,Austria,2020
34,A1050,Y17,11 01 09*,galvanic sludge,H11,2577.884,,DE,,R4,Austria,2020
35,,Y18,17 02 04*,creosote impregnated wood,H6.1,11331.05,,DE,,R1,Austria,2020
36,A4070,Y12,19 12 11*,mixed paint containing wastes,H4.1,47.0,,DE,,R3,Austria,2020
37,A4130,,16 05 04*,gas cylinders,H12,0.146,,DE,D10,,Austria,2020
38,A4130,Y45,16 05 04*,fire extiguisher,H12,35.3,,DE,D13,,Austria,2020
39,A1190,Y11,17 04 10*,cabel,H13,263.354,,DE,,R12,Austria,2020
40,A4160,Y45,15 02 02*,activated carbon,H12,102.38,DE,BE,,R7,Austria,2020
41,A4100,Y23,10 09 10,filter dust,H12,36.0,,DE,,R4,Austria,2020
42,,,10 08 10*,skimmings,H4.3,8.72,,DE,D12,,Austria,2020
43,A3050,Y13,16 03 05*,paint residues,H3,404.96,DE,BE ,,R12,Austria,2020
44,A1170,Y42,16 06 05,lithium batteries,H8,282.43,,DE,,R12,Austria,2020
45,A1170,Y26,16 06 02*,Ni-Cd-batteries,H8,2.476,,DE,,R4,Austria,2020
46,A3140,Y6,07 05 04*,solvents,H3,210.46,DE,FR ,,R2,Austria,2020
47,A4010,Y2,07 05 01*,concentrates,H12,13.86,,DE,,R5,Austria,2020
48,A3140,Y42,14 06 03*,solvents,H3,1113.09,,DE,D10,,Austria,2020
49,A3140,Y42,14 06 03*,solvents,H3,525.64,,DE,,R12,Austria,2020
50,A4080,Y15,16 01 10*,explosives,H1,5.513,,DE,D10,,Austria,2020
