,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3180,Y10,10 09 09*,capacitors with PCB,"H11,H12,H13",30.51,,MD,,"R4,R12,R13",Romania,2020
1,A3180,Y10,16 02 09*,capacitors with PCB,"H11,H12,H13",134.58,,RS,,"R4,R12,R13",Romania,2020
2,A3180,Y10,16 02 09*,capacitors with PCB,"H11,H12,H13",79.65,,HU,,"R4,R12,R13",Romania,2020
3,A1160,Y31,16 06 01*,waste lead acid batteries,H8,4757.09,,HU,,R4,Romania,2020
4,A1160,Y31,16 06 01*,waste lead acid batteries,H8,760.0,,MD,,R4,Romania,2020
5,A1020,Y31,19 12 11*,lead paste,H12,248.07,,BG,,R4,Romania,2020
6,A1160,Y31,16 06 01*,waste lead acid batteries ,H8,897.316,"AT,DE,HU",CZ,,"R5,R12,R13",Romania,2020
7,A1030,Y29,20 01 21*,fluorescent tubes,H13,16.76,,BG,,"R5,R12,R13",Romania,2020
8,A1030,Y29,20 01 21*,fluorescent tubes,H13,222.0,BG,GR,,"R5,R12,R13",Romania,2020
9,"A1170,Y46","Y23,Y26,Y35,Y_",20 01 33*,mixed batteries and accumulatyors,H12,76.84,BG,GR,,R4,Romania,2020
10,A2030,"Y22,Y41",16 08 07*,use solid cosorb catalyst,"H3,H8",68805.0,,RS,,"R2,R13",Romania,2020
11,A2030,"Y22,Y41",16 08 06*,used liquid catalyst,"H3,H8",174628.0,,RS,,"R2,R13",Romania,2020
12,A1030,Y29,20 01 21*,fluorescent tubes,H13,152.0,,HU,,"R5,R12,R13",Romania,2020
13,A1030,"Y23,Y26,Y35,Y_",20 01 33*mixed batteries & accumulators,,H12,37.809,,UA,,"R4,R12",Romania,2020
14,A1160,Y31,16 06 01*,waste lead acid batteries,H8,2938.58,HU,SK,,R4,Romania,2020
15,,Y31,19 12 11*,lead poles and grids,H12,2471.41,"HU,SK",IT,,R4,Romania,2020
16,B1010,Y_,16 01 18,copper scrap,H_,66.76,,MD,,R4,Romania,2020
17,B1115,Y_,16 01 99,cables scrap,H_,152.27,,MD,,R4,Romania,2020
18,B1010,Y_,12 01 99,scrap Sn,H_,31.27,,MD,,R4,Romania,2020
