,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3180,Y10,16 09 09*,capacitors with PCB,"H11,H12.H13",30.51,,MD,,"R13,R12",Romania,2019
1,A3180,Y10,16 02 09*,capacitors with PCB,H12,185.41,,RS,,"R13,R12,R4",Romania,2019
2,A3180,Y10,16 02 10* ,capacitors with PCB,H12,9.52,,RS,,"R13,R12,R4",Romania,2019
3,A1160,Y31,16 06 01*,waste lead acid batteries,H8,5080.02,,HU,,R4,Romania,2019
4,A1160,Y31,16 06 01*,waste lead acid batteries,H8,200.0,,MD,,R4,Romania,2019
5,A1020,Y31,10 04 05*,other particulates and dustH12,H12,389.31,,BG,,R4,Romania,2019
6,A1160,Y31,16 06 01*,waste lead acid batteries,H8,487.3,"DE,AT,HU",CH,,R4,Romania,2019
7,A1030,Y29,20 01 21*,fluorescent tubes,H13,16.96,,BG,,"R13,R12,R5",Romania,2019
8,A1030,Y29,20 01 21*,fluorescent tubes,H13,100.19,BG,GR,,"R13,R12,R5",Romania,2019
9,"A1170,Y46","Y23,Y26,Y35",20 01 33*,mixed batteries & accumulators,H12,282.01,BG,GR,,R4,Romania,2019
10,A2030,"Y22,Y41",16 08 07*,used solid cosorb catalyst,"H3,H8",12.09,,RS,,"R13,R2",Romania,2019
11,A2030,"Y22,Y41",16 08 06*,used liquid catalyst,"H3,H8",169.26,,RS,,"R13,R2",Romania,2019
