,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,,Y26,160602,,,115.59,,BY,,"R4,R12,R13",Lithuania,2017
1,,"Y31,Y34",160601,,,1245.706,PL,SK,,"R12,R3,R6",Lithuania,2017
2,,Y18,200135,,,1366.37,"DE,LV",NO,D1,"R13,R1,R3,R4,R5",Lithuania,2017
3,Y46,,200135,,,16.1,,SE,,R13,Lithuania,2017
4,Y46,,200135,,,627.93,DE,DK,,"R13,R1,R3,R4,R5",Lithuania,2017
5,,Y31,160601,,,96.517,,LV,,"R4,R13,R12",Lithuania,2017
6,A2030,,160807,,,30.865,LV,GE,,R13,Lithuania,2017
7,,Y31,160601,,,2276.981,,LV,,"R3,R4,R5,R12,R13",Lithuania,2017
8,,Y31,160601,,,549.263,"EE,LV",FI,,R12,Lithuania,2017
9,,"Y31,Y34",160601,,,71.041,,SE,,"R3,R12",Lithuania,2017
10,,Y31,191211,,,192.655,LV,GE,,"R12,R13",Lithuania,2017
11,,"Y22,Y31",200123,,,839.915,LV,EE,,"R4,R5",Lithuania,2017
12,,"Y22,Y31",200135,,,4.974,LV,EE,,"R4,R5",Lithuania,2017
13,,"Y22,Y31",200123,,,7.768,,LV,,"R4,R5",Lithuania,2017
14,,"Y22,Y31",200135,,,8.164,,LV,,"R4,R5",Lithuania,2017
15,B3010,,20199,,H4.1,3782.47,"FI,EE,LV",NO,,R12,Lithuania,2017
16,Y46,,200139,,,3838.47,"SE,LV",NO,,R12,Lithuania,2017
