,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3140,Y6,08 01 11,,H3,95.88,,CZ,,R2,Slovakia,2018
1,A3020,Y8,13 02 05,,"H3,H13",46.22,,AT,,R1,Slovakia,2018
2,A1180,,20 01 21,,H13,4.58,,HU,,R12,Slovakia,2018
3,,Y18,19 02 11,,H12,3558.92,AT,IT,,R1,Slovakia,2018
4,,Y18,19 12 11,,"H6.1,H8,H11,H12",43.16,AT,IT,,R1,Slovakia,2018
5,A1010,Y24,06 04 03,,"H6.1,H12",36.394,CZ,DE,,R4,Slovakia,2018
6,,Y32,"10 03 08, 10 03 09, 10 03 15, 10 10 99",,"H4.3,H12",258.251,,CZ,,R4,Slovakia,2018
7,,Y32,"10 03 08, 10 03 09, 10 03 15, 10 03 99, 10 10 99",,"H4.3,H12",266.92,,CZ,,R4,Slovakia,2018
8,,Y32,"17 04 09, 12 01 99",,"H11,H12",356.705,,CZ,,R4,Slovakia,2018
9,,Y18,"03 01 05, 15 01 03, 17 02 01, 19 12 07, 20 01 38 (AC170)",,,4613.36,,AT,,R3,Slovakia,2018
10,,Y18,19 12 10,,,13185.32,,AT,,R1,Slovakia,2018
11,,Y18,19 12 10,,,66.85,AT,DE,,R1,Slovakia,2018
12,,Y18,19 12 12,,,7814.042,AT,IT,,R1,Slovakia,2018
13,Y46,Y18,19 12 12,,,2316.28,HU,SI,,R1,Slovakia,2018
14,Y46,Y18,19 12 12,,,2903.02,AT,SI,,"R1,R12",Slovakia,2018
15,Y46,Y18,19 12 12,,,7913.85,,AT,,"R1,R12",Slovakia,2018
