,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
0,Y8,soap stock,,4.1,H4.1,,1231.0,,KZ,,R2,Uzbekistan,2015
1,Y18,Granulated slag,,,,,328318.88,,KZ,,R5,Uzbekistan,2015
2,Y45,Pneumatic tires,,,,pcs,82715.0,,DE,,R5,Uzbekistan,2015
