,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1080,,10 05 10*,zinc ashes/dust ,H4.3,105.39,"BE,PT,GR,TR",NL,,R4,Bulgaria,2016
1,A1020,,10 04 02*,lead dross,"H6.1,H8",383.6,"BE,TR",NL,,R4,Bulgaria,2016
2,A1160,Y31,16 06 01*,spent lead-acid batteries,"H8,H12",10531.0,,RO,,"R12,R4",Bulgaria,2016
3,A1160,Y31,16 06 01*,spent lead-acid batteries,"H8,H12",888.4,GR,IT,,"R12,R4",Bulgaria,2016
4,A1160,Y31,16 06 01*,spent lead-acid batteries,"H8,H12",552.8,,RS,,"R12,R4",Bulgaria,2016
5,A1160,Y31,16 06 01*,spent lead-acid batteries,"H8,H12",1078.0,,MK,,"R12,R4",Bulgaria,2016
6,A1180,Y31,20 01 23*,WEEE,"H12,H13",316.52,GR,CY,,"R12,R4",Bulgaria,2016
7,A1060,Y17,11 01 05*,waste acids ,H8,228.9,,RS,,R9,Bulgaria,2016
8,A4090,Y34,11 01 05*,waste hydrochloric acids ,H8,134.4,,RS,,R9,Bulgaria,2016
9,A3020,Y8,13 02 05*,waste oils,H3,505.32,,MK,,R9,Bulgaria,2016
10,A3020,Y8,19 02 07*,waste oils,H12,93.72,,RS,,R9,Bulgaria,2016
11,A3020,Y8,"12 01 07*,13 01 13*",waste oils,H3,740.5,,RO,,R9,Bulgaria,2016
12,A4060,Y9,16 07 08*,wastes containing oil ,H12,2098.0,,GR,,R9,Bulgaria,2016
13,A1020,Y31,19 12 11*,carbonized lead paste ,H12,252.3,,RO,,R4,Bulgaria,2016
14,A1020,Y31,19 12 11*,carbonized lead paste ,H12,2756.7,,RS,,R4,Bulgaria,2016
