,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1160,"Y31,Y34",160601,Waste lead acid batteries,,869.24,SK,HU,,R4,Czechia,2019
1,A1160,Y_,191211,Lead derived from lead acid batteries,,5625.989,PL,LT,,R4,Czechia,2019
2,A1020,Y31,191211,Lead derived from lead acid batteries,,1790.354,PL,LT,,R4,Czechia,2019
3,A1020,Y31,191211,Lead derived from lead acid batteries,,1135.825,"NL,DE",GB,,R4,Czechia,2019
4,A1020,Y31,191211,Lead derived from lead acid batteries,,22.876,"FR,DE",GB,,R4,Czechia,2019
5,A1020,Y_,191211,Lead paste ,,281.9,DE,FR,,R4,Czechia,2019
6,A1010,Y_,191211,Lead with tar,,34.12,,DE,,R4,Czechia,2019
7,A1020,Y31,100404,Flue-gas dust,,124.7,,DE,,R4,Czechia,2019
8,A1180,Y45,"160211, 200123",Refrigerators,,754.227,,SK,,"R12,R3,R4",Czechia,2019
9,"A1180,Y46",Y_,"160213, 200135",TV-sets and monitors,,30.96,,SK,,"R12,R3,R4",Czechia,2019
10,A1180,Y_,160213,LCD monitors and TV screens,,16.28,,DE,,R12,Czechia,2019
11,A1180,Y_,160213,PC monitors and TV screens,,882.839,,DE,,R12,Czechia,2019
12,A1180,"Y31,Y45","160213, 200135",Electronic devices,,201.76,DE,DK,,"R3,R4",Czechia,2019
13,A1180,Y_,"160213, 200135",Electronic devices,,592.18,,DE,,"R3,R4",Czechia,2019
14,A1180,Y_,"160213, 200135",Electronic devices,,3018.5,,DE,,"R12,R3,R4,R5",Czechia,2019
15,A1170,Y26,160602,Ni-Cd batteries,,216.129,"FR,DE",ES,,R12,Czechia,2019
16,A1170,Y26,160602,Ni-Cd batteries,,36.616,"HR,SI,AT",RS,,R12,Czechia,2019
17,A3140,"Y42,Y12",070104,Waste non-halogenated organic solvents ,,109.75,,SK,,R1,Czechia,2019
18,A1060,"Y17,Y34",110105,Pickling liquor,,22.18,SK,HU,,R4,Czechia,2019
19,A1030,Y24,060403,Waste containing arsenic,,3.6,,SK,,R5,Czechia,2019
20,A2030,Y34,160805,Spent catalyst ,,61.482,"GB,BE,DE",CA,,R5,Czechia,2019
21,A2030,Y_,160802,Spent catalyst,,19.511,DE,GB,,R4,Czechia,2019
22,A2030,"Y21,Y22,Y26",160802,Spent catalyst,,421.328,SK,HU,,"R13,R4",Czechia,2019
23,A2030,Y_,160802,Spent catalyst,,1114.225,PL,LT,,R4,Czechia,2019
24,A2030,Y_,160802,Spent catalyst,,368.825,"BE,DE",LU,,R4,Czechia,2019
25,A4130,"Y36,Y42",150111,Empty acetylene pressure containers containing asbestos,,186.9,DE,CH,,"R12,R4",Czechia,2019
26,A2050,"Y36,Y42",150111,Empty acetylene pressure containers containing asbestos,,336.61,,DE,,"R12,R4",Czechia,2019
27,A2050,Y42,150111,Empty acetylene pressure containers containing asbestos,,607.6,"BE,NL,DE",GB,,"R12,R4",Czechia,2019
28,A2050,Y36,150111,Empty acetylene pressure containers containing asbestos,,75.0,,PL,,"R12,R4",Czechia,2019
29,,Y17,"100308, 100309",Wastes from aluminium thermal metallurgy,,235.21,,SK,,R4,Czechia,2019
