,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,,Y_,,Ecotoxic,H12,2352.18018,,US      ,,R1,Canada,2017
1,,Y_,,Ecotoxic,H12,6884.4292,,US      ,D1,,Canada,2017
2,A2030,Y_,,Ecotoxic,H12,20304.08203,,US      ,,R8,Canada,2017
3,,Y_,,Miscellaneous waste dangerous,H_,0.053,,US      ,D_,,Canada,2017
4,,Y_,,Miscellaneous waste dangerous,H_,0.058,,US      ,D9,,Canada,2017
5,A4140,Y_,,Miscellaneous waste dangerous,H_,0.077,,US      ,D15,,Canada,2017
6,,Y_,,Miscellaneous waste dangerous,H_,0.084,,US      ,D9,,Canada,2017
7,A4140,Y_,,Miscellaneous waste dangerous,H_,0.53,,US      ,D9,,Canada,2017
8,,Y_,,Miscellaneous waste dangerous,H_,0.134,,US      ,D13,,Canada,2017
9,A4140,Y_,,Miscellaneous waste dangerous,H_,0.054,,US      ,D_,,Canada,2017
10,A4140,Y_,,Miscellaneous waste dangerous,H_,0.08,,US      ,D_,,Canada,2017
11,,Y_,,Miscellaneous waste dangerous,H_,0.049,,US      ,D9,,Canada,2017
12,,Y_,,Miscellaneous waste dangerous,H_,0.385,,US      ,D10,,Canada,2017
13,,Y_,,Miscellaneous waste dangerous,H_,0.049,,US      ,D15,,Canada,2017
14,A4140,Y_,,Miscellaneous waste dangerous,H_,0.103,,US      ,D13,,Canada,2017
15,,Y_,,Miscellaneous waste dangerous,H_,0.02,,US      ,D15,,Canada,2017
16,,Y_,AB120                                   ,Miscellaneous waste dangerous,H_,0.001,,US      ,D9,,Canada,2017
17,,Y_,AB120                                   ,Miscellaneous waste dangerous,H_,0.098,,US      ,D13,,Canada,2017
18,A4140,Y_,,Miscellaneous waste dangerous,H_,11.684,,US      ,D10,,Canada,2017
19,A4140,Y_,,Miscellaneous waste dangerous,H_,0.042,,US      ,D9,,Canada,2017
20,A4140,Y_,,Toxic (Poisonous),H6.1,6.908,,US      ,D10,,Canada,2017
21,A4140,Y_,,Flammable Liquids,H3,19.767,,US      ,D10,,Canada,2017
22,A4140,Y_,,Flammable solids,H4.1,72.77499,,US      ,D10,,Canada,2017
23,A2030,Y_,,Flammable solids,H4.1,13.958,,US      ,,R8,Canada,2017
24,A4160,Y_,,Spontaneous Combustion,H4.2,0.72,,US      ,D10,,Canada,2017
25,,Y_,AA190                                   ,Spontaneous Combustion,H4.2,0.002,,US      ,D10,,Canada,2017
26,A4140,Y_,,Flammable Gases in contact with wate,H4.3,4.513,,US      ,D10,,Canada,2017
27,,Y_,AA190                                   ,Flammable Gases in contact with wate,H4.3,0.407,,US      ,D10,,Canada,2017
28,,Y_,,Oxidizing,H5.1,0.201,,US      ,D10,,Canada,2017
29,A4120,Y_,,Oxidizing,H5.1,112.97997,,US      ,D10,,Canada,2017
30,A4140,Y_,,Oxidizing,H5.1,2.413,,US      ,D10,,Canada,2017
31,A4140,Y_,,Corrosive,H8,0.991,,US      ,D10,,Canada,2017
32,,Y_,AB120                                   ,Toxic (Poisonous),H6.1,3.147,,US      ,D10,,Canada,2017
33,,Y_,AA190                                   ,Flammable solids,H4.1,0.007,,US      ,D10,,Canada,2017
34,A4140,Y_,,Spontaneous Combustion,H4.2,0.165,,US      ,D10,,Canada,2017
35,,Y_,,Miscellaneous waste dangerous,H_,0.027,,US      ,D_,,Canada,2017
36,A3170,Y_,,Toxic (Poisonous),H6.1,0.045,,US      ,D10,,Canada,2017
37,A3060,Y_,,Flammable Liquids,H3,0.002,,US      ,D10,,Canada,2017
38,,Y_,,Toxic (Poisonous),H6.1,6.146,,US      ,D10,,Canada,2017
39,A4140,Y_,,Miscellaneous waste dangerous,H_,0.006,,US      ,D_,,Canada,2017
40,A4140,Y_,,Flammable Liquids,H3,0.003,,US      ,D13,,Canada,2017
41,A4140,Y_,,Flammable Liquids,H3,0.001,,US      ,D9,,Canada,2017
42,A3050,Y_,,Corrosive,H8,2.555,,US      ,D10,,Canada,2017
43,A3150,Y_,,Toxic (Poisonous),H6.1,0.458,,US      ,D10,,Canada,2017
44,A1030,Y_,,Toxic (Poisonous),H6.1,6.245,,US      ,D10,,Canada,2017
45,A2030,Y_,,,H11,3318.58032,,US      ,,R8,Canada,2017
46,A4140,Y_,,Ecotoxic,H12,15.212,,US      ,D10,,Canada,2017
47,A4060,Y_,,Ecotoxic,H12,260.57501,,US      ,D1,,Canada,2017
48,,Y_,AA060      ,Ecotoxic,H12,209.69002,,US      ,,R4,Canada,2017
49,A2030,Y_,,Leachate,H13,30.123,,US      ,,R8,Canada,2017
50,,Y_,,Ecotoxic,H12,87.1,,US      ,D3,,Canada,2017
51,,Y_,,Ecotoxic,H12,160.09401,,US      ,D9,,Canada,2017
52,A4140,Y_,,Ecotoxic,H12,0.2,,US      ,,R_,Canada,2017
