,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1180,Y10,130101,,,59.74,,PT,D10,,Belgium,2020
1,A3180,Y10,130301,,,4.11,,GA,D13,,Belgium,2020
2,A3180,Y10,130301,,,91.67,,KZ,D10,,Belgium,2020
3,A3180,Y10,160209,,,4.99,,DE,,R12,Belgium,2020
4,A3180,Y10,160209,,,22.34,,GA,,R13,Belgium,2020
5,A3180,Y10,160209,,,1.06,,LU,D10,,Belgium,2020
6,A3180,Y10,170503,,,77.88,,ES,D10,,Belgium,2020
7,A3010,Y11,70108,,,1039.68,,DE,,R13,Belgium,2020
8,A3190,Y11,70108,,,1154.02,,NL,D10,,Belgium,2020
9,A3050,Y12,70214,,,1135.72,,NL,D10,,Belgium,2020
10,A4070,Y12,80111,,,26.68,,FR,,R12,Belgium,2020
11,A4070,Y12,80111,,,2021.93,,IE,,R12,Belgium,2020
12,A4070,Y12,80111,,,7.7,,IE,D10,,Belgium,2020
13,A4070,Y12,80111,,,453.46,,LU,D10,,Belgium,2020
14,A4070,Y12,150202,,,6.42,,LU,D10,,Belgium,2020
15,A4070,Y12,150202,,,1.94,,NL,D10,,Belgium,2020
16,A4070,Y12,160215,,,43.32,,LU,D10,,Belgium,2020
17,A4070,Y12,191211,,,368.08,,DE,,R12,Belgium,2020
18,A4070,Y12,200127,,,46.58,,LU,D10,,Belgium,2020
19,A4130,Y12,160504,,,21.08,,FR,,R12,Belgium,2020
20,A4130,Y12,191211,,,166.86,,NL,,R12,Belgium,2020
21,A3050,Y13,70101,,,26.48,,IE,D10,,Belgium,2020
22,A3050,Y13,70108,,,268.66,,NL,D10,,Belgium,2020
23,A3050,Y13,70108,,,17.86,,PT,D10,,Belgium,2020
24,A3050,Y13,70211,,,365.31,,NL,D10,,Belgium,2020
25,A3050,Y13,70708,,,370.76,,NL,D10,,Belgium,2020
26,A3050,Y13,80409,,,69.1,,IE,D10,,Belgium,2020
27,A3050,Y13,80415,,,19.86,,IE,D10,,Belgium,2020
28,A3050,Y13,140605,,,1388.19,,NL,D10,,Belgium,2020
