,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,,,O4,Contaminated lubricating oil,H8,500,,US,,R4,Mexico,2020
1,,,Article 31-I,Used or worn lubricating oil,H8,35260,,US,,R4,Mexico,2020
2,A1160,Y31,,Used electric accumulators,,568262, ,US,,R4,Mexico,2020
3,A1160,Y31,,Lead-acid batteries for automotive and industrial use,,130200, ,US,,R4,Mexico,2020
4,,,Article 31-VII,Modular circuits made up of electrical and / or electronic components (Electronic boards),H12,7200,,US,,R4,Mexico,2020
5,B1010,,,Empty plastic containers contaminated with tin-lead solder paste,H13,3,,US,,R4,Mexico,2020
6,B1010,,,Empty plastic containers contaminated with lead-free solder paste,H13,3,,US,,R4,Mexico,2020
7,A1010,,,Waste and scrap of lead,,4160,,US,,R4,Mexico,2020
8,A1010,,,Glass waste and scrap containing lead CRT,,288,,US,,R4,Mexico,2020
9,B1010,,,Tin-lead solder waste,H13,200,,US,,R4,Mexico,2020
10,B1010,,,Lead-free solder waste,H13,215,,US,,R4,Mexico,2020
11,A1020,Y31,,Sludge with high copper content,H12,1500,,CA,,R4,Mexico,2020
12,B1010,,,Copper mesh impregnated with solder paste,H13,1,,US,,R4,Mexico,2020
13,,,O4,Residual oil mixture,H6.1,900,,US,,R4,Mexico,2020
14,A3140,Y42,,Mixture of flammable liquid waste,H3,10400,,US,,R2,Mexico,2020
15,A3140,,,Hazardous solid waste mix,,10400,,US,,R1,Mexico,2020
16,A4010,,,Mixed solids contaminated with organic solvents,,10540,,US,,R4,Mexico,2020
17,A1050,,,Mixture of contaminated aqueous solutions,,10500,,US,,R3,Mexico,2020
18,B4010,,,Mixture of flammable contaminated spent solvents,H12,8500,,US,,R4,Mexico,2020
19,A4140,,,Mixture of solvents and spent organic solvents,,4000,,US,,R4,Mexico,2020
20,A1010,Y31,,Lead oxide,H11,400,,US,,R4,Mexico,2020
21,A1020,Y31,,Antimonial Lead Oxide,H12,14400,,CA,,R4,Mexico,2020
22,A1010,Y31,,Lead-free metal oxides with silver,H13,300,,US,,R4,Mexico,2020
23,A1010,Y31,,Lead-free metal oxides,H13,300,,US,,R4,Mexico,2020
24,A4070,Y12,,Residual solvent based paint,H3,3000,,US,,R4,Mexico,2020
25,,Y23,RP7/07,Dusts from electric arc furnace emission control equipment in iron and steel production,H12,232232,,US,,R4,Mexico,2020
26,A3140,Y42,,Non-halogenated solvent residues,H3,3000,,US,,R2,Mexico,2020
27,B1010,,,Soldadura de pasta estaño-plomo,H13,8,,US,,R4,Mexico,2020
28,B1010,,,Soldadura de pasta libre de plomo,H13,10,,US,,R4,Mexico,2020
29,A1010,,,Contaminated aqueous solutions,,5000,,US,,R4,Mexico,2020
30,A4090,Y34,,Spent solutions from acid metal baths,,2000,,US,,R6,Mexico,2020
31,B1010,,,"Paper towels, tow, rags impregnated with tin-lead solder paste",H13,11,,US,,R4,Mexico,2020
32,B1010,,,"Paper towels, tow, rags impregnated with lead-free solder paste",H13,11,,US,,R4,Mexico,2020
33,A2010,,,Cathode ray tube and glass with lead,,108000,,US,,R4,Mexico,2020
