,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1160,"Y31,Y34",16 06 01*,,"H8,H12",71.055,,HU,,R4,Croatia,2017
1,A1160,"Y31,Y34",16 06 01*,,"H8,H12,H6.1,H11",79.965,,SI,,R4,Croatia,2017
2,A1160,"Y31,Y34",16 06 01*, ,"H8,H12",1285.105,,RS,,R4,Croatia,2017
3,A1160,"Y31,Y34",16 06 01*,,"H8,H12",95.892,BA,ME,,R4,Croatia,2017
4,A1160,"Y31,Y34",16 06 01*, ,"H8,H12",552.842,,BA,,R4,Croatia,2017
5,A1160,"Y31,Y34",16 06 01*,,"H8,H12",25.643,SI,AT,,R4,Croatia,2017
6,A1160,"Y31,Y34",16 06 01*,,"H8,H12",968.498,,BA,,R4,Croatia,2017
7,A1160,"Y31,Y34",16 06 01*,,"H8,H11",380.565,,RS,,R4,Croatia,2017
8,,Y_,19 12 10,,,177.98,SI,IT,,R1,Croatia,2017
9,,Y_,19 12 10,,,234.28,SI,AT,,R1,Croatia,2017
10,,Y_,19 12 12,,,783.04,,SI,,R1,Croatia,2017
11,,Y_,19 12 12,,,20.74,,SI,,R1,Croatia,2017
12,,Y_,19 12 10,,,2048.73,SI,AT,,R1,Croatia,2017
13,A3020,Y8,13 02 05*,,"H12,H13",45.06,SI,AT,,R1,Croatia,2017
14,A3020,Y8,13 02 05*,,"H12,H13",313.32,SI,AT,,R1,Croatia,2017
15,,Y_,19 12 10,,,851.82,,SI,,R1,Croatia,2017
