,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y18,130307,,H12,40.06,,DE,,R9,Denmark,2020
1,,Y45,"160211,200123",AC150,H12,6.72,,SE,,"R12,R4,R5",Denmark,2020
2,,Y24,"200137,170204",AC170,H12,437.6,,DE,,R1,Denmark,2020
3,A4100,Y18,190113,,H13,24.32,,NO,,R5,Denmark,2020
4,A4100,Y18,"190113,190105",,H13,33.98,,NO,,R5,Denmark,2020
5,A4100,Y18,"190113,190105,190107",,H13,93.85,,NO,,R5,Denmark,2020
6,A4010,Y2,180109,,"H3,H6.1,H6.2",10.24,,SE,,R1,Denmark,2020
7,A4100,Y18,190113,,H13,712.84,,NO,,R5,Denmark,2020
8,A4100,Y18,190113,,H13,141.7,,DE,,R11,Denmark,2020
9,A4100,Y18,190113,,H13,106.9,,NO,,R5,Denmark,2020
10,A4100,Y18,190105,,H13,103.14,,DE,,R11,Denmark,2020
11,A4100,Y18,"190105,190107,190113",,H6.1,2468.44,,NO,,R5,Denmark,2020
12,A4100,Y18,"190113,190105",,H13,2017.828,,NO,,R5,Denmark,2020
13,A1160,"Y31,Y34",160601,,H8,23.27,,DE,,R4,Denmark,2020
14,A4100,Y18,"190113,190105",,H13,499.38,,NO,,R5,Denmark,2020
15,A4100,Y18,190113,,H13,361.481,,DE,,R11,Denmark,2020
16,A4100,Y18,190113,,H12,3303.24,,DE,,R11,Denmark,2020
17,A4100,Y18,190113,,H12,2322.85,,DE,,R11,Denmark,2020
18,A4100,Y18,190113,,H13,411.64,,NO,,R5,Denmark,2020
19,A4100,Y18,190113,,H13,3074.827,,DE,,R11,Denmark,2020
20,,,191207,AC170,H_,3013.76,,DE,,R3,Denmark,2020
21,,Y18,191005,Unlisted,H11,1725.14,,DE,D1,"R12,R4,R5,R1",Denmark,2020
22,A1180,Y41,200123,,H12,7262.48,,SE,"D5,D12","R12,R4,R1,R5,R3,R4",Denmark,2020
