,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
0,Y31,waste lead-acid batteries,A1160,9,H11,,1500,,MD,,R4,Ukraine,2001
1,Y31,waste lead-acid batteries,A1160,9,H11,,1000,,MD,,R4,Ukraine,2001
2,Y31,waste lead-acid batteries,A1160,9,H11,,1300,,MD,,R4,Ukraine,2001
3,Y31,waste lead-acid batteries,A1160,9,H11,,1000,,MD,,R4,Ukraine,2001
4,Y18,residual asphalt,A3190,9,H11,,20000,,HU,,R4,Ukraine,2001
