,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,,Y01,180103,Other,H_,1941.87,,BE,D10,,Netherlands,2012
1,A2010,Y01,160215,,,311.44,,DE,,R5,Netherlands,2012
2,A4020,Y01,180103,,,1237.102,,BE,D10,,Netherlands,2012
3,A4020,Y01,180103,,,92.7,,DE,D10,,Netherlands,2012
4,A4020,Y01,180103,,,16.1,,DE,,R10,Netherlands,2012
5,,Y01,191207,Other,H_,710.84,,DE,,R1,Netherlands,2012
6,,Y01,191210,Other,H_,8400.0,,SE,,R1,Netherlands,2012
7,,Y02,120112,Other,H_,144.939,,DE,D9,,Netherlands,2012
8,A3140,Y02,70501,,,225.46,,FR,,R2,Netherlands,2012
9,A3140,Y02,70504,,,213.52,,FR,,R2,Netherlands,2012
10,A3150,Y02,70503,,,23.92,,BE,,R2,Netherlands,2012
11,A3150,Y02,70503,,,262.44,,DE,,R2,Netherlands,2012
12,A4010,Y02,70501,,,1229.08,,BE,D10,,Netherlands,2012
13,A4010,Y02,70513,,,371.722,,BE,D10,,Netherlands,2012
14,A4010,Y02,180103,,,23.716,,BE,D10,,Netherlands,2012
15,A4010,Y02,180202,,,176.9,,BE,D10,,Netherlands,2012
16,A4010,Y02,180207,,,403.22,,BE,D10,,Netherlands,2012
17,A4010,Y02,70504,,,2280.0,,DE,,R2,Netherlands,2012
18,A4020,Y02,180103,,,25.973,,BE,D10,,Netherlands,2012
19,A4020,Y02,180203,,,131.48,,BE,D10,,Netherlands,2012
20,A1130,Y03,150110,,,5.46,,BE,,R1,Netherlands,2012
21,A3140,Y03,70104,,,1075.0,,DE,,R1,Netherlands,2012
22,A4130,Y03,150110,,,59.01,,BE,,R1,Netherlands,2012
23,A4130,Y03,150110,,,134.66,,DE,D10,,Netherlands,2012
24,A4030,Y04,200119,,,53.666,,BE,D10,,Netherlands,2012
25,A4030,Y04,200119,,,343.688,,DE,D10,,Netherlands,2012
26,A4030,Y04,20108,,,7.708,,DK,D10,,Netherlands,2012
27,A4030,Y04,70413,,,5.02,,DK,D10,,Netherlands,2012
28,A4030,Y04,191211,,,86.38,,DK,D10,,Netherlands,2012
29,A4030,Y04,200119,,,54.233,,DK,D10,,Netherlands,2012
30,A4060,Y04,161001,,,823.93,,DE,D10,,Netherlands,2012
31,A4120,Y04,70208,,,15.2,,BE,D10,,Netherlands,2012
32,A4130,Y04,150110,,,6.92,,BE,,R1,Netherlands,2012
33,A4130,Y04,160504,,,53.52,,BE,,R1,Netherlands,2012
34,,Y04,191212,Other,H_,1130.78,,BE,,R4,Netherlands,2012
35,,Y05,191206,Other,H_,140333.079,,DE,,R1,Netherlands,2012
36,,Y05,191206,Other,H_,1512.0,,GB,,R1,Netherlands,2012
37,,Y05,30105,Other,H_,318.1,,DE,,R1,Netherlands,2012
38,,Y06,161001,Other,H_,2772.37,,BE,D10,,Netherlands,2012
39,,Y06,70210,Other,H_,1935.66,,BE,,R1,Netherlands,2012
40,,Y06,200129,Other,H_,23.518,,DE,D10,,Netherlands,2012
41,,Y06,70108,Other,H_,305.48,,DE,,R1,Netherlands,2012
