,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1160,Y31,16 06 01*,Lead acid batteries,,11818.0,,FI,,R4,Estonia,2016
1,A1160,Y31,16 06 01*,Lead acid batteries,,844.0,,SE,,R4,Estonia,2016
2,A1160,Y31,16 06 01*,Lead acid batteries,,5434.0, ,LV,,R4,Estonia,2016
3,A1160,Y31,16 06 01*,Lead acid batteries,,500.0,LV,LT,,R4,Estonia,2016
4,A4090,"Y34,Y31",16 06 06*,Electrolyte from batteries and accumulators,,58.0,,FI,,R5,Estonia,2016
5,A3150,Y12,08 01 11*,Organic solvents ,,85.0,,LV,,"R12,R1",Estonia,2016
6,A3150,"Y6,Y45",07 07 03*,Organic containing solvents,,85.0,,LV,,"R12,R1",Estonia,2016
7,A4060,Y9,13 04 02*,Waste containing oil,,312.0,,LV,,R3,Estonia,2016
8,A4060,Y9,13 05 06*,Waste containing oil,,456.0,,LV,,R3,Estonia,2016
9,A4060,Y9,13 05 07*,Waste containing oil,,363.0,,LV,,R3,Estonia,2016
10,A3020,Y9,13 07 03*,Waste fuel,,915.0,,SE,,R9,Estonia,2016
11,,Y44,14 06 01*,"Waste containing chlorofluorocarbons, HCFC, HFC",,0.8,,LV,D10,,Estonia,2016
12,A4130,Y12,15 01 11*,Packaging containing hazardous substances 15 01 11*,,10.0,LV,LT,D10,,Estonia,2016
13,A1180,Y29,16 02 13*,WEEE,,400.0,,SE,,R12,Estonia,2016
14,A3180,Y2,16 03 05*,Organic waste containing hazardous substances,,90.0,,LV,,"R12,R1",Estonia,2016
15,A4140,Y2,16 05 06*,Chemicals ,,4.0,,LV,,"R12,R1",Estonia,2016
16,A3140,"Y12,Y14,Y41,Y42",20 01 13*,Solvents,,100.0,,LV,,"R12,R1",Estonia,2016
17,A4140,Y3,20 01 31*,Cytotoxic and cytostatic medicines,,0.23,,LV,,R1,Estonia,2016
18,A1180,"Y31,Y22",20 01 35*,WEEE ,,546.0,,DK,,R12,Estonia,2016
19,A1180,Y29,20 01 35*,WEEE,,684.0,,SE,,R12,Estonia,2016
20,A1180,Y29,20 01 35*,WEEE,,767.0,,FI,,R12,Estonia,2016
21,Y46,,"20 03 01, 19 12 10",Mixed municipal waste,,18864.0,,FI,,R1,Estonia,2016
22,Y46,,20 03 01,Mixed municipal waste,,32885.0,,IE,,R1,Estonia,2016
23,Y46,,19 12 07,Waste wood,,1778.0,,GB,,R1,Estonia,2016
24,Y46,Y18,19 12 07,Waste wood,,1713.0,,NO,,R1,Estonia,2016
25,Y46,,19 12 10,RDF,,13561.0,DE,GB,,R12,Estonia,2016
26,Y46,,19 12 10,RDF,,2566.0,,FI,,R12,Estonia,2016
27,Y46,,17 09 04,Mixed construction waste,,43354.0,,FI,,R12,Estonia,2016
