,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A4020,Y1,100606*,Polvo del filtro cerámico ,H6.2,128.22,"BE,FR",ES,,R4,Spain,2020
1,A2030,Y23,160802*,Residuos sólidos de tratamiento de gases que contienen sustancias peligrosas,H12,355.652,FR,ES,,"R4,R8",Spain,2020
2,A4010,Y23,100207*,Residuos sólidos de tratamiento de gases que contienen sustancias peligrosas,H12,531.4,IT,ES,,R4,Spain,2020
3,A4020,Y1,"180103*, 180202*",Residuos biosanitarios,H6.2,30.98,PT,ES,D9,,Spain,2020
4,A4020,Y3,"180108*, 180207*",Residuos citostáticos,H6.1,71.57,PT,ES,D10,,Spain,2020
5,A4020,Y1,180202*,Residuos biosanitarios,H6.2,574.17,PT,ES,D9,,Spain,2020
6,A4020,Y3,"180108*, 180207*",Residuos citotóxicos,H6.1,148.68,PT,ES,D10,,Spain,2020
7,A4020,Y1,"180103*, 180202*",Residuos biosanitarios,H6.2,82.55,PT,ES,D9,,Spain,2020
8,,Y31,100405*,Oxidos de pb-Ag,H12,1202.0,FR,BE,,R4,Spain,2020
9,A3180,Y10,"160209*, 130301*, 150202*",Condensadores y materiales que contienen PCB y PCT,H12,23.94,FR,BE,D10,,Spain,2020
10,A3180,Y10,"160209*, 130301*, 150202*",Condensadores y materiales que contienen PCB y PCT,H12,41.02,,FR,D10,,Spain,2020
11,A4060,Y9,160708*,Residuos con hidrocarburos,H12,471.384,,PT,,R3,Spain,2020
12,A4020,Y3,"180108*, 180207*, 180109",Cytotoxic and cytostatic medicines,,152.322,,PT,D10,,Spain,2020
13,B1080,,100505*,Polvo de zinc,H4.3,44.552,"ES,FR,BE",BE,,R4,Spain,2020
14,A4130,Y36,150111*,Lista Ambar,H11,82.04,FR,DE,,R4,Spain,2020
15,A1170,Y26,160602*,Nickel-cadmium batteries,,42.31,"FR,DE",CZ,,R12,Spain,2020
16,A1170,Y26,160602*,Nickel-cadmium batteries,,29.0,,FR,,R4,Spain,2020
17,A3140,Y42,070704,Disolventes no halogenados,,73.58,,FR,,R2,Spain,2020
18,A3140,Y42,070704,Dissolvents no halogenats (ISOPROPANOL-METANOL) Aigua (30-40%),,224.24,,FR,,R2,Spain,2020
19,A2030,,160802,Catalitzadors usats que contenen metalls de trasició,,38.316,FR,DE,,R4,Spain,2020
20,A1170,Y26,160602,Aculumadors NI-CD,,22.911,,FR,,R4,Spain,2020
21,A3140,Y42,070704,Dissolvents no halogenats (n-propanol),,462.02,,FR,,R2,Spain,2020
22,A3050,Y13,080501,Residus d'isocianats,,9.86,FR,DE,D10,,Spain,2020
23,A4140,"Y34,Y35,Y39,Y45",160507,Productes qumics organics i inorganics caducats,,4.83,FR,DE,D10,,Spain,2020
24,A4140,"Y32,Y33,Y45",160504,Gasos industrials,,0.741,FR,DE,D10,,Spain,2020
25,A3150,Y41,070203,Dissolvents halogenats,,24.22,,FR,D10,,Spain,2020
26,A4140,Y18,070707,Residus solids i pastosos,,32.86,,FR,D10,,Spain,2020
27,A3170,Y41,070103,Dissolvents clorats,,594.76,,FR,,R5,Spain,2020
28,A3150,Y41,070203,Dissolvents halogenats,,272.16,,FR,D10,,Spain,2020
29,A3150,Y18,070703,Dissolvents clorats,,252.52,,FR,,R5,Spain,2020
