,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A3140,Y6,08 01 11,,H3,72.625,,CZ,,R2,Slovakia,2019
1,A3020,Y8,13 02 05,,"H3,H13",119.62,,AT,,R1,Slovakia,2019
2,,Y18,19 02 11,,"H12,H_",4277.22,AT,IT,,R1,Slovakia,2019
3,,Y18,19 12 11,,"H12,H_",1338.71,AT,IT,,R1,Slovakia,2019
4,A1010,Y24,06 04 03,,"H6.1,H12",44.665,CZ,DE,,R4,Slovakia,2019
5,,Y32,"10 03 08,10 03 09,10 03 15,10 03 99,10 10 99",,"H4.3,H12,H_",262.637,,CZ,,R4,Slovakia,2019
6,,Y32,"12 01 99,17 04 09",,"H11,H12,H_",25.49,,CZ,,R4,Slovakia,2019
7,,Y18,"03 01 05,15 01 03,17 02 01,19 12 07,20 01 38 (AC170)",,,5831.04,,AT,,R3,Slovakia,2019
8,,Y18,19 12 10,,,10934.72,,AT,,R1,Slovakia,2019
9,,Y18,19 12 10,,,2678.14,AT,IT,,R1,Slovakia,2019
10,,Y18,19 12 10,,,2984.13,AT,DE,,R1,Slovakia,2019
11,,Y18,19 12 12,,,5267.5,AT,IT,,R1,Slovakia,2019
12,Y46,Y18,19 12 12,,,8078.12,,AT,,"R1,R12",Slovakia,2019
