,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_origin,annex_4_a,annex_4_b,country,year
1013,A1020,Y31,19 12 11*,,H11,516.68,LU,DE,,R4,France,2020
1014,A1020,Y31,19 12 11*,,"H11,H12,H6.1",6396.7,,DE,,R4,France,2020
1015,A1020,Y31,19 12 11*,,H12,821.59,BE,DE,,R4,France,2020
1016,A1020,Y31,19 12 11*,,,483.1,,ES,,R4,France,2020
1017,A1020,Y31,19 12 11*,,,504.4,,ES,,R4,France,2020
1018,A1020,Y31,19 12 11*,,"H11,H12,H6.1",993.04,,ES,,R4,France,2020
1019,A1020,Y31,19 12 11*,,"H11,H12",147.92,,GB,,R4,France,2020
1020,A1030,"Y1,Y29",18 01 10*,,"H12,H6.1",3.355,,DE,,R4,France,2020
1021,A1030,"Y1,Y29",18 01 10*,,"H12,H6.1",1.72,,DE,,R4,France,2020
1022,A1030,Y24,06 04 03*,,H6.1,47.68,,DE,D12,,France,2020
1023,A1030,Y24,06 04 03*,,H6.1,56.82,,DE,D12,,France,2020
1024,A1030,Y29,"19 12 11*,20 01 21*",,"H11,H12",12.492,"DE,ES,GB,MG,MU,NL,ZA",BE,,"R4,R5",France,2020
1025,A1030,Y29,20 01 21*,,H11,170.918,,BE,,R5,France,2020
1026,A1030,Y29,20 01 21*,,H11,68.677,,BE,,R5,France,2020
1027,A1030,Y29,20 01 21*,,H11,80.309,,BE,,R5,France,2020
1028,A1030,Y29,20 01 21*,,H11,426.448,,BE,,R5,France,2020
1029,A1030,Y29,"06 04 04*,10 14 01*,15 02 02*,18 01 09,18 01 10*,19 08 06*,19 13 03*,20 01 21*,20 01 32",,"H11,H12,H6.1,H8",2.216,,CH,,R4,France,2020
1030,A1030,Y29,"06 04 04*,10 14 01*,15 02 02*,18 01 09,18 01 10*,19 08 06*,19 13 03*,20 01 21*,20 01 32",,"H11,H12,H6.1,H8",11.977,,CH,,R4,France,2020
1031,A1030,Y29,"06 04 04*,10 14 01*,15 02 02*,18 01 10*,19 08 06*,19 13 03*,20 01 21*,20 01 32",,"H11,H12,H6.1",2.479,,CH,,R4,France,2020
1032,A1030,Y29,"06 04 04*,10 14 01*,15 02 02*,18 01 10*,19 08 06*,19 13 03*,20 01 21*,20 01 32",,"H11,H12,H6.1,H8",11.4,,CH,,R4,France,2020
1033,A1030,Y29,16 03 03*,,"H11,H12,H6.1",4.44,BE,DE,D12,,France,2020
1034,A1030,Y29,"01 03 07*,16 03 07*",,"H11,H8",0.168,"BR,ES,GB,NL",FR,,"R4,R13",France,2020
1035,A1030,Y29,20 01 21*,,H11,7.75,,IT,,R5,France,2020
1036,A1050,Y17,11 01 09*,,H12,12.955,,BE,,R4,France,2020
1037,A1050,Y17,11 01 09*,,H11,21.5,,DE,,R4,France,2020
1038,A1050,Y17,11 01 09*,,H11,104.332,,DE,,R4,France,2020
1039,A1050,Y17,11 01 09*,,H11,43.07,,DE,,R4,France,2020
1040,A1050,Y17,11 01 09*,,"H11,H12",29.5,,DE,,R4,France,2020
1041,A1050,Y17,11 01 09*,,"H11,H12",31.89,,DE,,R4,France,2020
1042,A1050,Y17,11 01 09*,,"H11,H12",287.933,,DE,,R4,France,2020
1043,A1050,Y17,11 01 09*,,"H11,H12",19.75,,DE,,R4,France,2020
1044,A1050,Y17,11 01 09*,,"H11,H12",172.548,,DE,,R4,France,2020
1045,A1050,Y17,11 01 09*,,"H11,H12",13.25,,DE,,R4,France,2020
1046,A1050,Y17,11 01 09*,,"H11,H12",28.46,,DE,,R4,France,2020
1047,A1050,Y17,11 01 09*,,"H11,H12",38.9,,DE,,R4,France,2020
1048,A1050,"Y17,Y22",11 01 09*,,,146.46,,BE,,R4,France,2020
1049,A1060,,11 01 05*,,H8,155.28,,DE,,R4,France,2020
1050,A1060,Y17,11 01 07*,,H8,300.66,,BE,,R5,France,2020
1051,A1060,Y17,11 01 07*,,H8,718.72,,BE,,R5,France,2020
1052,A1060,Y17,11 01 07*,,H8,41.56,,BE,,R5,France,2020
1053,A1060,Y17,"11 01 06*,11 01 11*,11 01 98*",,"H11,H12,H8",68.271,,DE,,R4,France,2020
1054,A1060,"Y17,Y34",11 01 05*,,"H5.1,H8",1.572,BE,NL,,R4,France,2020
1055,A1060,"Y17,Y34",11 01 05*,,"H5.1,H8",0.036,BE,NL,,R4,France,2020
1056,A1060,Y18,"11 01 05*,11 05 04*",,H8,1328.14,,BE,,R4,France,2020
1057,A1060,Y18,"11 01 05*,11 05 04*",,H8,1049.23,,BE,,R4,France,2020
1058,A1060,Y35,11 01 07*,,H8,22.14,,DE,,R5,France,2020
1059,A1060,Y35,11 01 07*,,H8,1099.92,,DE,,R5,France,2020
1060,A1060,Y35,11 01 07*,,H8,41.8,,DE,,R5,France,2020
1061,A1060,Y35,11 01 07*,,H8,85.1,,DE,,R5,France,2020
1062,A1060,Y35,11 01 07*,,H8,39.24,,DE,,R5,France,2020
1063,A1070,"Y22,Y23,Y26,Y31",11 02 02*,,H6.1,1254.8,,BE,,R4,France,2020
1064,A1080,Y17,"10 10 09*,11 05 03*",,H8,25.65,,BE,,R4,France,2020
1065,A1080,Y23,10 10 09*,,H12,45.995,,BE,,R4,France,2020
1066,A1080,Y23,10 10 11*,,H11,265.101,BE,DE,,R4,France,2020
1067,A1080,Y23,10 10 11*,,H11,900.28,BE,DE,,R4,France,2020
1068,A1080,"Y23,Y31",11 02 02*,,"H11,H12",2062.18,,BE,,R4,France,2020
1069,A1130,Y17,11 01 05*,,H8,105.0,,BE,,R4,France,2020
1070,A1130,Y17,11 01 05*,,H8,258.2,,BE,,R4,France,2020
1071,A1130,Y17,11 01 06*,,H8,42.9,,BE,,R4,France,2020
1072,A1130,Y17,11 01 06*,,H8,387.0,,BE,,R4,France,2020
1073,A1130,Y17,11 01 07*,,H6.1,93.13,,BE,,"R4,R6",France,2020
1074,A1130,Y17,11 01 07*,,H6.1,334.071,,BE,,"R4,R6",France,2020
1075,A1130,Y17,11 01 07*,,H6.1,49.774,,BE,,"R4,R6",France,2020
1076,A1130,Y17,11 01 07*,,H6.1,25.68,,BE,,"R4,R6",France,2020
1077,A1130,Y17,06 03 13*,,H8,36.109,,IT,,R5,France,2020
1078,A1130,Y17,11 01 07*,,"H12,H6.1,H8",11.59,,IT,,R5,France,2020
1079,A1130,Y17,11 01 07*,,"H12,H6.1,H8",112.422,,IT,,R5,France,2020
1080,A1160,,16 06 01*,,H8,181.878,,DE,,R4,France,2020
1081,A1160,,16 06 01*,,H8,201.737,,DE,,R4,France,2020
1082,A1160,,16 06 01*,,,92.12,,ES,,"R4,R12",France,2020
1083,A1160,Y31,16 06 01*,,H8,952.34,,BE,,R4,France,2020
1084,A1160,Y31,16 06 01*,,H8,1276.05,,BE,,R4,France,2020
1085,A1160,Y31,16 06 01*,,"H6.1,H8",95.4,,ES,,"R3,R4",France,2020
1086,A1160,Y31,16 06 01*,,"H6.1,H8",69.2,,ES,,R4,France,2020
1087,A1160,Y31,16 06 01*,,"H6.1,H8",121.16,,ES,,R4,France,2020
1088,A1160,Y31,16 06 01*,,"H6.1,H8",143.6,,ES,,R4,France,2020
1089,A1160,Y31,16 06 01*,,"H6.1,H8",25.34,,ES,,R4,France,2020
1090,A1160,Y31,16 06 01*,,"H6.1,H8",68.32,,ES,,R4,France,2020
1091,A1160,Y31,16 06 01*,,"H6.1,H8",169.38,,ES,,R4,France,2020
1092,A1160,Y31,16 06 01*,,"H6.1,H8",671.24,,ES,,R4,France,2020
1093,A1160,Y31,16 06 01*,,"H6.1,H8",119.9,,ES,,R4,France,2020
1094,A1160,Y31,16 06 01*,,"H6.1,H8",72.94,,ES,,R4,France,2020
1095,A1160,Y31,16 06 01*,,"H6.1,H8",47.46,,ES,,R4,France,2020
1096,A1160,Y31,16 06 01*,,"H6.1,H8",119.32,,ES,,R4,France,2020
1097,A1160,Y31,16 06 01*,,"H6.1,H8",47.34,,ES,,R4,France,2020
1098,A1160,Y31,16 06 01*,,"H6.1,H8",143.16,,ES,,R4,France,2020
1099,A1160,Y31,16 06 01*,,"H6.1,H8",119.6,,ES,,R4,France,2020
1100,A1160,Y31,16 06 01*,,"H6.1,H8",120.98,,ES,,R4,France,2020
1101,A1160,Y31,16 06 01*,,"H6.1,H8",48.82,,ES,,R4,France,2020
1102,A1160,Y31,16 06 01*,,"H6.1,H8",50.94,,ES,,R4,France,2020
1103,A1160,Y31,16 06 01*,,"H6.1,H8",144.14,,ES,,R4,France,2020
1104,A1160,Y31,16 06 01*,,"H6.1,H8",170.66,,ES,,R4,France,2020
1105,A1160,Y31,16 06 01*,,"H6.1,H8",24.0,,ES,,R4,France,2020
1106,A1160,Y31,16 06 01*,,"H6.1,H8",146.14,,ES,,R4,France,2020
1107,A1160,Y31,16 06 01*,,"H6.1,H8",24.78,,ES,,R4,France,2020
1108,A1160,Y31,16 06 01*,,"H6.1,H8",49.22,,ES,,R4,France,2020
1109,A1160,Y31,16 06 01*,,"H6.1,H8",123.66,,ES,,R4,France,2020
1110,A1160,Y31,16 06 01*,,"H6.1,H8",23.9,,ES,,R4,France,2020
1111,A1160,Y31,16 06 01*,,"H6.1,H8",96.22,,ES,,R4,France,2020
1112,A1160,Y31,16 06 01*,,"H6.1,H8",72.3,,ES,,R4,France,2020
1113,A1160,Y31,16 06 01*,,"H6.1,H8",121.22,,ES,,R4,France,2020
1114,A1160,Y31,16 06 01*,,"H6.1,H8",72.5,,ES,,R4,France,2020
1115,A1160,Y31,16 06 01*,,"H6.1,H8",2524.06,,ES,,R4,France,2020
1116,A1160,Y31,16 06 01*,,"H6.1,H8",167.98,,ES,,R4,France,2020
1117,A1160,Y31,16 06 01*,,"H6.1,H8",334.6,,ES,,R4,France,2020
1118,A1160,Y31,16 06 01*,,"H6.1,H8",43.82,,ES,,R4,France,2020
1119,A1160,Y31,16 06 01*,,"H6.1,H8",149.2,,ES,,R4,France,2020
1120,A1160,Y31,16 06 01*,,"H6.1,H8",219.5,,ES,,R4,France,2020
1121,A1160,Y31,16 06 01*,,"H6.1,H8",752.8,,ES,,R4,France,2020
1122,A1160,Y31,16 06 01*,,"H6.1,H8",122.56,,ES,,R4,France,2020
1123,A1160,Y31,16 06 01*,,"H6.1,H8",96.3,,ES,,R4,France,2020
1124,A1160,Y31,16 06 01*,,"H6.1,H8",118.58,,ES,,R4,France,2020
1125,A1160,Y31,16 06 01*,,"H6.1,H8",279.98,,ES,,R4,France,2020
1126,A1160,Y31,16 06 01*,,"H6.1,H8",118.34,,ES,,R4,France,2020
1127,A1160,Y31,16 06 01*,,"H6.1,H8",145.84,,ES,,R4,France,2020
1128,A1160,Y31,16 06 01*,,"H6.1,H8",142.88,,ES,,R4,France,2020
1129,A1160,Y31,16 06 01*,,"H6.1,H8",283.54,,ES,,R4,France,2020
1130,A1160,Y31,16 06 01*,,"H6.1,H8",72.32,,ES,,R4,France,2020
1131,A1160,Y31,16 06 01*,,"H6.1,H8",72.32,,ES,,R4,France,2020
1132,A1160,Y31,16 06 01*,,"H6.1,H8",98.72,,ES,,R4,France,2020
1133,A1160,Y31,16 06 01*,,"H6.1,H8",168.82,,ES,,R4,France,2020
1134,A1160,Y31,16 06 01*,,"H6.1,H8",47.16,,ES,,R4,France,2020
1135,A1160,Y31,16 06 01*,,"H6.1,H8",195.64,,ES,,R4,France,2020
1136,A1160,Y31,16 06 01*,,"H6.1,H8",908.96,,ES,,R4,France,2020
1137,A1160,Y31,16 06 01*,,"H6.1,H8",71.78,,ES,,R4,France,2020
1138,A1160,Y31,16 06 01*,,"H6.1,H8",144.76,,ES,,R4,France,2020
1139,A1160,Y31,16 06 01*,,"H6.1,H8",46.18,,ES,,R4,France,2020
1140,A1160,Y31,16 06 01*,,"H6.1,H8",192.96,,ES,,R4,France,2020
1141,A1160,Y31,16 06 01*,,"H6.1,H8",49.48,,ES,,R4,France,2020
1142,A1160,Y31,16 06 01*,,H8,1388.74,,ES,,R4,France,2020
1143,A1160,Y31,16 06 01*,,H8,24.08,,ES,,R4,France,2020
1144,A1160,Y31,16 06 01*,,H8,367.98,,ES,,R4,France,2020
1145,A1160,Y31,16 06 01*,,H8,72.1,,ES,,R4,France,2020
1146,A1160,Y31,16 06 01*,,H8,147.4,,ES,,R4,France,2020
1147,A1160,Y31,16 06 01*,,H8,73.18,,ES,,R4,France,2020
1148,A1160,Y31,16 06 01*,,H8,73.28,,ES,,R4,France,2020
1149,A1160,Y31,16 06 01*,,H8,24.74,,ES,,R4,France,2020
1150,A1160,Y31,16 06 01*,,H8,96.02,,ES,,R4,France,2020
1151,A1160,Y31,16 06 01*,,H8,470.26,,ES,,R4,France,2020
1152,A1160,Y31,16 06 01*,,H8,120.2,,ES,,R4,France,2020
1153,A1160,Y31,16 06 01*,,H8,1016.14,,ES,,R4,France,2020
1154,A1160,Y31,16 06 01*,,H8,24.5,,ES,,R4,France,2020
1155,A1160,Y31,16 06 01*,,H8,223.44,,ES,,R4,France,2020
1156,A1160,Y31,16 06 01*,,H8,23.92,,ES,,R4,France,2020
1157,A1160,Y31,16 06 01*,,H8,50.32,,ES,,R4,France,2020
1158,A1160,Y31,16 06 01*,,H8,73.5,,ES,,R4,France,2020
1159,A1160,Y31,16 06 01*,,H8,96.56,,ES,,R4,France,2020
1160,A1160,Y31,16 06 01*,,H8,73.98,,ES,,R4,France,2020
1161,A1160,Y31,16 06 01*,,H8,221.96,,ES,,R4,France,2020
1162,A1160,Y31,16 06 01*,,H8,99.14,,ES,,R4,France,2020
1163,A1160,Y31,16 06 01*,,H8,985.064,,ES,,R4,France,2020
1164,A1160,Y31,16 06 01*,,H8,657.1,,ES,,R4,France,2020
1165,A1160,Y31,16 06 01*,,H8,23.92,,ES,,R4,France,2020
1166,A1160,Y31,16 06 01*,,H8,72.9,,ES,,R4,France,2020
1167,A1160,Y31,16 06 01*,,H8,141.6,,ES,,R4,France,2020
1168,A1160,Y31,16 06 01*,,H8,48.04,,ES,,R4,France,2020
1169,A1160,Y31,16 06 01*,,H8,99.26,,ES,,R4,France,2020
1170,A1160,Y31,16 06 01*,,H8,170.04,,ES,,R4,France,2020
1171,A1160,Y31,16 06 01*,,H8,48.04,,ES,,R4,France,2020
1172,A1160,Y31,16 06 01*,,H8,196.36,,ES,,R4,France,2020
1173,A1160,Y31,16 06 01*,,H8,270.44,,ES,,R4,France,2020
1174,A1160,Y31,16 06 01*,,H8,74.48,,ES,,R4,France,2020
1175,A1160,Y31,16 06 01*,,H8,24.6,,ES,,R4,France,2020
1176,A1160,Y31,16 06 01*,,H8,24.38,,ES,,R4,France,2020
1177,A1160,Y31,16 06 01*,,H8,441.84,,ES,,R4,France,2020
1178,A1160,Y31,16 06 01*,,H8,71.62,,ES,,R4,France,2020
1179,A1160,Y31,16 06 01*,,H8,48.32,,ES,,R4,France,2020
1180,A1160,Y31,16 06 01*,,H8,266.26,,ES,,R4,France,2020
1181,A1160,Y31,16 06 01*,,H8,425.04,,ES,,R4,France,2020
1182,A1160,Y31,16 06 01*,,H8,911.48,,ES,,R4,France,2020
1183,A1160,Y31,16 06 01*,,H8,23.9,,ES,,R4,France,2020
1184,A1160,Y31,16 06 01*,,H8,1494.48,,ES,,R4,France,2020
1185,A1160,Y31,16 06 01*,,H8,119.14,,ES,,R4,France,2020
1186,A1160,Y31,16 06 01*,,H8,622.78,,ES,,R4,France,2020
1187,A1160,Y31,16 06 01*,,H8,120.513,,ES,,R4,France,2020
1188,A1160,Y31,16 06 01*,,H8,657.24,,ES,,R4,France,2020
1189,A1160,Y31,16 06 01*,,H8,413.9,,ES,,R4,France,2020
1190,A1160,Y31,16 06 01*,,H8,48.86,,ES,,R4,France,2020
1191,A1160,Y31,16 06 01*,,H8,142.12,,ES,,R4,France,2020
1192,A1160,Y31,16 06 01*,,H8,45.48,,ES,,R4,France,2020
1193,A1160,Y31,16 06 01*,,H8,24.22,,ES,,R4,France,2020
1194,A1160,Y31,16 06 01*,,H8,72.0,,ES,,R4,France,2020
1195,A1160,Y31,16 06 01*,,H8,50.4,,ES,,"R4,R12",France,2020
1196,A1160,Y31,16 06 01*,,H8,72.06,,ES,,"R4,R12",France,2020
1197,A1160,Y31,16 06 01*,,H8,526.32,,ES,,"R4,R12",France,2020
1198,A1160,Y31,16 06 01*,,H8,25.12,,ES,,"R4,R12",France,2020
1199,A1160,Y31,16 06 01*,,H8,2163.51,,ES,,"R4,R12",France,2020
1200,A1160,Y31,16 06 01*,,H8,296.88,,ES,,"R4,R12",France,2020
1201,A1160,Y31,16 06 01*,,H8,976.72,,ES,,"R4,R12",France,2020
1202,A1160,Y31,16 06 01*,,H8,23.9,,ES,,"R4,R12",France,2020
1203,A1160,Y31,16 06 01*,,H8,48.84,,ES,,"R4,R12",France,2020
1204,A1160,Y31,16 06 01*,,H8,47.9,,ES,,"R4,R12",France,2020
1205,A1160,Y31,16 06 01*,,H8,47.8,,ES,,"R4,R12",France,2020
1206,A1160,Y31,16 06 01*,,H8,782.62,,ES,,"R4,R12",France,2020
1207,A1160,Y31,16 06 01*,,H8,145.08,,ES,,"R4,R12",France,2020
1208,A1160,Y31,16 06 01*,,H8,70.24,,ES,,"R4,R12",France,2020
1209,A1160,Y31,16 06 01*,,H8,121.92,,ES,,"R4,R13",France,2020
1210,A1160,Y31,16 06 01*,,H8,72.04,,GB,,R4,France,2020
1211,A1160,Y31,16 06 01*,,H8,1102.89,,GB,,R4,France,2020
1212,A1160,Y31,16 06 01*,,H8,224.0,,GB,,"R4,R5",France,2020
1213,A1160,"Y31,Y34",16 06 01*,,H8,45.92,,BE,,R4,France,2020
1214,A1160,"Y31,Y34",16 06 01*,,H8,911.455,,BE,,R4,France,2020
1215,A1160,"Y31,Y34",16 06 01*,,H8,557.08,,BE,,R4,France,2020
1216,A1160,"Y31,Y34",16 06 01*,,H8,208.36,,BE,,R4,France,2020
1217,A1160,"Y31,Y34",16 06 01*,,H8,61.36,,BE,,R4,France,2020
1218,A1160,"Y31,Y34",16 06 01*,,H8,1942.66,,BE,,R4,France,2020
1219,A1160,"Y31,Y34",16 06 01*,,H8,3768.71,,BE,,R4,France,2020
1220,A1160,"Y31,Y34",16 06 01*,,H8,245.48,LU,BE,,R4,France,2020
1221,A1160,"Y31,Y34",16 06 01*,,H8,139.889,,DE,,R4,France,2020
1222,A1160,"Y31,Y34",16 06 01*,,H8,28.92,,DE,,R4,France,2020
1223,A1160,"Y31,Y34",16 06 01*,,H8,184.59,BE,DE,,R4,France,2020
1224,A1160,"Y31,Y34",16 06 01*,,H8,83.2,BE,DE,,R4,France,2020
1225,A1160,"Y31,Y34",16 06 01*,,H8,68.57,BE,DE,,R4,France,2020
1226,A1160,"Y31,Y34",16 06 01*,,H8,60.28,BE,DE,,R4,France,2020
1227,A1160,"Y31,Y34",16 06 01*,,H8,91.52,BE,DE,,R4,France,2020
1228,A1160,"Y31,Y34",16 06 01*,,H8,16.37,BE,DE,,R4,France,2020
1229,A1160,"Y31,Y34",16 06 01*,,,174.4,,ES,,R4,France,2020
1230,A1160,"Y31,Y34",16 06 01*,,,475.08,,ES,,R4,France,2020
1231,A1160,"Y31,Y34",16 06 01*,,"H5.1,H8",40.5,,ES,,R4,France,2020
1232,A1160,"Y31,Y34",16 06 01*,,"H5.1,H8",236.65,,ES,,R4,France,2020
1233,A1160,"Y31,Y34",16 06 01*,,H8,22.43,,ES,,R4,France,2020
1234,A1160,"Y31,Y34",16 06 01*,,H8,93.54,,ES,,R4,France,2020
1235,A1160,"Y31,Y34",16 06 01*,,H8,104.52,,ES,,R4,France,2020
1236,A1160,"Y31,Y34",16 06 01*,,H8,17.552,,ES,,R4,France,2020
1237,A1160,"Y31,Y34",16 06 01*,,H8,20.33,,ES,,R4,France,2020
1238,A1160,"Y31,Y34",16 06 01*,,H8,107.81,,ES,,R4,France,2020
1239,A1160,"Y31,Y34",16 06 01*,,H8,479.93,,ES,,R4,France,2020
1240,A1160,"Y31,Y34",16 06 01*,,H8,531.9,,ES,,R4,France,2020
1241,A1160,"Y31,Y34",16 06 01*,,H8,2186.83,,ES,,R4,France,2020
1242,A1160,"Y31,Y34",16 06 01*,,H8,621.14,,ES,,R4,France,2020
1243,A1160,"Y31,Y34",16 06 01*,,H8,440.58,,ES,,R4,France,2020
1244,A1160,"Y31,Y34",16 06 01*,,H8,329.71,,ES,,R4,France,2020
1245,A1160,"Y31,Y34",16 06 01*,,H8,1418.02,,ES,,R4,France,2020
1246,A1160,"Y31,Y34",16 06 01*,,H8,5374.63,,ES,,R4,France,2020
1247,A1160,"Y31,Y34",16 06 01*,,H8,1844.9,,ES,,R4,France,2020
1248,A1160,"Y31,Y34",16 06 01*,,H8,196.6,,ES,,R4,France,2020
1249,A1160,"Y31,Y34",16 06 01*,,H8,31.32,,ES,,R4,France,2020
1250,A1160,"Y31,Y34",16 06 01*,,H8,19.8,,ES,,R4,France,2020
1251,A1160,"Y31,Y34",16 06 01*,,H8,251.14,,ES,,R4,France,2020
1252,A1160,"Y31,Y34",16 06 01*,,H8,641.02,,ES,,R4,France,2020
1253,A1160,"Y31,Y34",16 06 01*,,H8,1082.24,,ES,,R4,France,2020
1254,A1160,"Y31,Y34",16 06 01*,,H8,66.35,,ES,,R4,France,2020
1255,A1160,"Y31,Y34",16 06 01*,,H8,1162.08,,ES,,R4,France,2020
1256,A1160,"Y31,Y34",16 06 01*,,H8,338.21,,ES,,R4,France,2020
1257,A1160,"Y31,Y34",16 06 01*,,H8,1243.6,,ES,,R4,France,2020
1258,A1160,"Y31,Y34",16 06 01*,,H8,2376.622,,ES,,R4,France,2020
1259,A1160,"Y31,Y34",16 06 01*,,H8,413.54,,ES,,R4,France,2020
1260,A1160,"Y31,Y34",16 06 01*,,H8,553.13,,ES,,R4,France,2020
1261,A1160,"Y31,Y34",16 06 01*,,H8,497.1,,ES,,"R4,R13",France,2020
1262,A1160,"Y31,Y34",16 06 01*,,H8,47.0,,ES,,"R4,R13",France,2020
1263,A1160,"Y31,Y34",16 06 01*,,H8,61.17,"BE,BR,ES,GB,NL,SR",FR,,R4,France,2020
1264,A1160,"Y31,Y34",16 06 01*,,H8,789.05,"BE,DE,ES,FR,GB,LK,MG,MU,NL,ZA",FR,,R4,France,2020
1265,A1160,"Y31,Y34",16 06 01*,,H8,38.96,"BE,DE,ES,FR,GB,MG,MU,NL,ZA",FR,,R4,France,2020
1266,A1160,"Y31,Y34",16 06 01*,,H8,814.145,"BE,DE,ES,FR,GB,MG,MU,NL,ZA",FR,,R4,France,2020
1267,A1160,"Y31,Y34",16 06 01*,,H8,318.6,"BE,DE,ES,GB,LK,MG,MU,NL,ZA",FR,,R4,France,2020
1268,A1160,"Y31,Y34",16 06 01*,,H8,565.98,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,R4,France,2020
1269,A1160,"Y31,Y34",16 06 01*,,H8,404.535,"BE,DE,ES,GB,MU,NL,ZA",FR,,R4,France,2020
1270,A1160,"Y31,Y34",16 06 01*,,H8,61.725,"BR,ES,GB,NL",FR,,R4,France,2020
1271,A1160,"Y31,Y34",16 06 01*,,H8,2351.78,,GB,,R4,France,2020
1272,A1160,"Y31,Y34",16 06 01*,,"H11,H12,H6.1,H8",1192.39,"AT,DE",SI,,R4,France,2020
1273,A1160,"Y31,Y34",16 06 01*,,"H11,H12,H6.1,H8",625.088,"AT,DE",SI,,R4,France,2020
1274,A1160,Y34,16 06 01*,,H8,2106.58,,ES,,R4,France,2020
1275,A1170,,20 01 33*,,"H11,H12,H6.1",41.25,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R4,R12",France,2020
1276,A1170,"Y26,Y29,Y31",20 01 33*,,H12,217.858,,ES,,"R4,R13",France,2020
1277,A1170,"Y26,Y29,Y31",20 01 33*,,H12,162.85,,ES,,"R4,R13",France,2020
1278,A1170,"Y26,Y29,Y31",20 01 33*,,H12,69.72,,ES,,"R4,R13",France,2020
1279,A1170,"Y26,Y29,Y31",20 01 33*,,H12,67.5,,ES,,"R4,R13",France,2020
1280,A1170,"Y26,Y29,Y31",20 01 33*,,H12,222.91,,ES,,"R4,R13",France,2020
1281,A1170,"Y26,Y29,Y31",20 01 33*,,H12,59.33,,ES,,"R4,R13",France,2020
1282,A1170,"Y26,Y35",20 01 33*,,"H12,H8",9.967,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,R4,France,2020
1283,A1170,Y29,16 06 03*,,,36.486,,CH,,R4,France,2020
1284,A1180,,"16 02 13*,16 02 14,16 02 16,20 01 35*,20 01 36",,,23621.7,,ES,,"R4,R5,R12",France,2020
1285,A1180,,16 02 13*,,,1.057,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,,"R4,R13",France,2020
1286,A1180,,"20 01 23*,20 01 35*",,,122.994,"MG,MU",FR,,R4,France,2020
1287,A1180,,20 01 35*,,,20.686,"BE,BR,ES,GB,GY,JM,NL,NL,SR,TT",FR,,"R4,R13",France,2020
1288,A1180,,20 01 35*,,H12,7.0,"BE,CA,DK,GB,IS,NL,US",FR,,R4,France,2020
1289,A1180,,"16 02 13*,16 02 14,16 02 16,20 01 35*,20 01 36",,,77.78,"BE,LU",NL,,"R4,R12",France,2020
1290,A1180,,"16 02 13*,20 01 35*",,,9.267,BE,NL,,"R4,R12",France,2020
1291,"A1180,Y46",,"20 01 23*,20 01 35*",,H12,1026.2,,ES,,"R4,R5",France,2020
1292,A1190,Y18,17 04 10*,,H12,198.57,BE,NL,,"R1,R4,R5,R12",France,2020
1293,A2010,,20 01 21*,,,3.136,"BE,BR,ES,GB,GY,JM,NL,NL,SR,TT",FR,,"R4,R13",France,2020
1294,A2010,,20 01 21*,,,1.553,"BE,BR,ES,GB,GY,JM,NL,NL,SR,TT",FR,,"R5,R13",France,2020
1295,A2030,,16 08 02*,,,29.95,,BE,,"R4,R8",France,2020
1296,A2030,,16 08 07*,,,9.5,,DE,,R4,France,2020
1297,A2030,,16 08 07*,,,195.3,,DE,,R4,France,2020
1298,A2030,,16 08 07*,,,94.47,,DE,,R4,France,2020
1299,A2030,,16 08 07*,,,584.073,,DE,,R4,France,2020
1300,A2030,,16 08 07*,,,89.689,,DE,,R4,France,2020
1301,A2030,,16 08 07*,,H11,199.961,,DE,,"R4,R12",France,2020
1302,A2030,,16 08 07*,,H11,5.362,,DE,,"R4,R12",France,2020
1303,A2030,,16 08 07*,,H11,93.0,,DE,,R8,France,2020
1304,A2030,,16 08 07*,,H11,319.0,,DE,,R8,France,2020
1305,A2030,,16 08 07*,,H11,40.5,,DE,,R8,France,2020
1306,A2030,,16 08 07*,,,10.172,,ES,,"R8,R12",France,2020
1307,A2030,,16 08 07*,,,8.471,,ES,,"R8,R12",France,2020
1308,A2030,,16 08 07*,,H12,2.676,,ES,,"R4,R12",France,2020
1309,A2030,,16 08 07*,,H12,37.608,,ES,,"R4,R12",France,2020
1310,A2030,,16 08 07*,,H12,0.914,,ES,,"R4,R12",France,2020
1311,A2030,,16 08 07*,,,22.886,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R4,R13",France,2020
1312,A2030,,"16 08 07*,19 10 03*",,H11,86.658,,GB,,"R4,R8",France,2020
1313,A2030,,16 08 07*,,,69.302,,IT,,"R4,R8",France,2020
1314,A2030,,16 08 07*,,,18.536,,IT,,"R4,R8",France,2020
1315,A2030,,16 08 07*,,H11,3.615,,IT,,R4,France,2020
1316,A2030,,16 08 07*,,H11,27.784,,IT,,"R4,R12",France,2020
1317,A2030,,16 08 07*,,H11,48.734,,IT,,"R4,R12",France,2020
1318,A2030,,16 08 07*,,"H11,H12",0.168,,IT,,R4,France,2020
1319,A2030,,16 08 07*,,H6.1,0.127,,IT,,R4,France,2020
