,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_origin,annex_4_a,annex_4_b,country,year
1320,A2030,,16 08 02*,,"H11,H12,H4.1",890.66,BE,LU,,R5,France,2020
1321,A2030,,06 03 15*,,H10,327.54,BE,NL,,R8,France,2020
1322,A2030,,06 03 15*,,H10,218.21,BE,NL,,R8,France,2020
1323,A2030,,16 08 07*,,"H11,H12,H13,H3,H4.1,H6.1",1.21,BE,NL,,R4,France,2020
1324,A2030,Y18,16 08 06*,,H3,17858.98,,BE,,R4,France,2020
1325,A2030,Y18,16 08 02*,,"H11,H12",18.425,,DE,,R4,France,2020
1326,A2030,Y18,16 08 02*,,"H11,H4.1",7.75,,DE,,R4,France,2020
1327,A2030,Y18,16 08 02*,,H4.2,39.391,,DE,,"R4,R8",France,2020
1328,A2030,Y18,16 08 02*,,"H4.2,H6.1",47.45,,DE,,R4,France,2020
1329,A2030,Y18,16 08 02*,,H12,21.56,"BE,DE,ES,GB,IT,LK,MG,MU,NL,ZA",FR,"D5,D9",,France,2020
1330,A2030,Y18,16 08 02*,,H12,21.4,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D5,D9",,France,2020
1331,A2030,"Y18,Y22,Y23",16 08 02*,,H4.1,103.737,,DE,,R4,France,2020
1332,A2030,"Y18,Y22,Y23",16 08 02*,,H4.1,222.664,,DE,,R4,France,2020
1333,A2030,Y19,16 08 07*,,H11,33.474,,DE,,R4,France,2020
1334,A2030,Y2,16 08 07*,,H11,1.5,,IT,,R4,France,2020
1335,A2030,Y22,06 05 02*,,H10,1354.53,LU,DE,,R4,France,2020
1336,A2030,Y22,06 05 02*,,H12,982.94,,ES,,R4,France,2020
1337,A2030,Y22,06 05 02*,,H12,2661.49,,ES,,R4,France,2020
1338,A2030,Y42,16 08 07*,,H12,30.9,BE,NL,,R8,France,2020
1339,A2030,Y42,16 08 07*,,H12,86.16,BE,NL,,R8,France,2020
1340,A2030,Y6,16 08 01,,H3,24.48,,BE,,R4,France,2020
1341,A2030,Y6,16 08 02*,,H3,23.86,,BE,,R4,France,2020
1342,A2040,"Y18,Y31",19 02 05*,,"H11,H12",71.74,,BE,,R5,France,2020
1343,A2040,"Y18,Y31",19 02 05*,,"H11,H12",482.0,,BE,,R5,France,2020
1344,A2050,Y36,17 06 05*,,H10,1994.95,,BE,D5,,France,2020
1345,A2050,Y36,"08 04 09*,15 02 02*,16 01 11*,16 02 12*,17 02 04*,17 06 01*,17 06 03*,17 06 05*",,H11,13.78,"BR,ES,GB,NL",FR,D5,,France,2020
1346,A2050,Y36,"08 04 09*,15 02 02*,16 01 11*,16 02 12*,17 02 04*,17 06 01*,17 06 03*,17 06 05*",,H11,44.78,"BR,ES,GB,NL",FR,D5,,France,2020
1347,A2050,Y36,"08 04 09*,15 02 02*,16 01 11*,17 02 04*,17 06 01*,17 06 03*,17 06 05*,17 08 01*",,H11,30.74,"BE,FR,FR,GB",FR,D5,,France,2020
1348,A2050,Y36,"08 04 09*,15 02 02*,17 02 04*,17 06 01*,17 06 03*,17 06 05*,17 08 01*",,H11,209.07,"BE,GB",FR,D5,,France,2020
1349,A2050,Y36,"15 02 02*,16 01 11*,16 02 12*,17 02 04*,17 03 01*,17 04 09*,17 06 01*,17 06 03*,17 06 05*,17 08 01*,17 09 03*",,H11,12.43,"BR,ES,GB,NL",FR,"D5,D13",,France,2020
1350,A2050,Y36,17 06 01*,,H11,62.86,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,D5,,France,2020
1351,A3020,,12 01 09*,,H12,1.2,,IT,,R4,France,2020
1352,A3020,Y13,13 01 13*,,H12,6.819,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1353,A3020,Y18,13 02 05*,,H12,175.54,"BE,DE,ES,GB,IT,MG,MU,MZ,NL,OM,ZA",FR,,"R1,R12",France,2020
1354,A3020,Y8,13 02 05*,,H10,388.86,,DE,,R9,France,2020
1355,A3020,Y8,13 02 05*,,H12,1353.58,,DE,,R9,France,2020
1356,A3020,Y8,13 02 05*,,H12,893.5,,DE,,R9,France,2020
1357,A3020,Y8,13 02 05*,,H12,150.4,,DE,,R9,France,2020
1358,A3020,Y8,13 02 05*,,H12,235.36,,DE,,R9,France,2020
1359,A3020,Y8,13 02 05*,,H12,239.84,,DE,,R9,France,2020
1360,A3020,Y8,13 02 05*,,H12,269.16,,DE,,R9,France,2020
1361,A3020,Y8,13 02 05*,,H12,139.2,,DE,,R9,France,2020
1362,A3020,Y8,13 02 05*,,H12,438.52,BE,DE,,R9,France,2020
1363,A3020,Y8,13 02 05*,,H12,956.7,BE,DE,,R9,France,2020
1364,A3020,Y8,13 02 05*,,H12,1064.772,"BE,NL",DE,,R9,France,2020
1365,A3020,Y8,13 08 02*,,H12,8.66,,DE,,R9,France,2020
1366,A3020,Y8,13 02 05*,,H12,879.14,,ES,,R9,France,2020
1367,A3020,Y8,13 02 05*,,H12,1720.52,,ES,,R9,France,2020
1368,A3020,Y8,13 01 13*,,H12,1.512,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1369,A3020,Y8,13 02 05*,,H10,37.5,"BE,CA,DK,GB,IS,NL,US",FR,,R3,France,2020
1370,A3020,Y8,13 02 05*,,H10,18.48,"BE,CA,DK,GB,IS,NL,US",FR,,R3,France,2020
1371,A3020,Y8,13 02 05*,,H12,22.32,"BE,BR,ES,GB,NL,SR",FR,,R3,France,2020
1372,A3020,Y8,13 02 05*,,H12,38.24,"BE,BR,ES,GB,NL,SR",FR,,R3,France,2020
1373,A3020,Y8,13 02 05*,,H12,55.74,"BE,BR,ES,GB,NL,SR",FR,,R9,France,2020
1374,A3020,Y8,13 02 05*,,H12,118.28,"BR,ES,GB,NL",FR,,R9,France,2020
1375,A3020,Y8,16 01 07*,,H4.1,1.255,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,,"R4,R13",France,2020
1376,A3020,Y8,16 01 07*,,H4.1,2.826,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,,"R4,R13",France,2020
1377,A3020,Y8,13 02 05*,,H12,2052.423,,IT,,R9,France,2020
1378,A3020,Y8,13 02 05*,,H12,1044.42,,IT,,R9,France,2020
1379,A3020,Y8,13 02 05*,,H12,2259.84,,IT,,R9,France,2020
1380,A3020,Y8,13 02 05*,,H12,103.98,,IT,,R9,France,2020
1381,A3020,Y8,13 02 05*,,H12,1154.52,,IT,,R9,France,2020
1382,A3020,Y8,13 02 05*,,H12,1641.32,,IT,,R9,France,2020
1383,A3020,Y8,13 02 05*,,H12,275.46,,IT,,R9,France,2020
1384,A3020,Y9,16 01 07*,,H4.1,256.48,,BE,,"R4,R12",France,2020
1385,A3020,Y9,16 01 07*,,H10,45.64,,ES,,"R4,R5,R9,R12",France,2020
1386,A3020,Y9,13 02 08*,,H3,21.48,"AG,FR,FR,KN,NL",FR,,R9,France,2020
1387,A3020,Y9,13 02 08*,,H3,89.904,"AG,FR,FR,KN,NL",FR,,R9,France,2020
1388,A3050,Y13,08 04 09*,,"H12,H3,H4.1",7.563,,DE,,"R1,R12",France,2020
1389,A3050,Y18,19 12 11*,,H4.1,878.5,,BE,,"R1,R4,R5,R12",France,2020
1390,A3120,,19 10 04,,,47.66,,ES,,"R1,R3,R4,R11",France,2020
1391,A3120,,19 10 04,,,2071.47,,ES,,"R1,R3,R4,R11",France,2020
1392,A3120,,19 10 04,,,2065.52,,ES,,"R1,R3,R4,R11",France,2020
1393,A3120,,19 10 04,,,3502.28,,ES,,"R1,R3,R4,R11",France,2020
1394,A3120,,19 10 04,,,3690.0,,ES,,"R1,R3,R4,R11",France,2020
1395,A3120,,19 10 04,,,2537.16,,ES,,"R1,R3,R4,R11",France,2020
1396,A3120,,19 10 04,,,7624.82,,ES,,"R1,R3,R4,R11",France,2020
1397,A3120,,19 10 04,,,379.16,,ES,,"R1,R3,R4,R11",France,2020
1398,A3120,,19 10 04,,,4089.54,,ES,,"R1,R3,R4,R11",France,2020
1399,A3120,,19 10 04,,,2717.52,,ES,,"R1,R3,R4,R11,R12",France,2020
1400,A3120,,19 10 04,,,2782.32,,ES,,"R1,R3,R4,R11,R12",France,2020
1401,A3120,,19 10 04,,,550.44,,ES,,"R1,R4,R11",France,2020
1402,A3120,,19 10 04,,,753.86,,ES,,"R1,R4,R11",France,2020
1403,A3120,,19 10 04,,,402.28,,ES,,"R1,R4,R11",France,2020
1404,A3120,,19 10 04,,,2187.15,,ES,,"R1,R4,R11,R12",France,2020
1405,A3120,,19 10 04,,,1298.0,,ES,,"R1,R4,R11,R12",France,2020
1406,A3120,,19 10 04,,,1327.84,,ES,,"R1,R4,R11,R12",France,2020
1407,A3120,,19 10 04,,,2415.94,,ES,,"R1,R4,R11,R12",France,2020
1408,A3120,,19 10 04,,,29215.28,,ES,,"R1,R4,R11,R12",France,2020
1409,A3120,,19 10 04,,,295.7,,ES,,"R1,R4,R11,R12",France,2020
1410,A3120,,19 10 04,,,1374.1,,ES,,"R1,R4,R11,R12",France,2020
1411,A3120,,19 10 04,,,936.64,,ES,,"R1,R4,R11,R13",France,2020
1412,A3120,,19 10 04,,,168.68,,ES,,"R1,R4,R11,R13",France,2020
1413,A3140,,07 01 08*,,"H3,H6.1",25.32,,DE,D10,,France,2020
1414,A3140,Y13,14 06 03*,,H3,18.26,"BE,BR,ES,FR,FR,FR,GB,GY,JM,NL,NL,SR,TT",FR,,"R2,R12",France,2020
1415,A3140,Y13,14 06 03*,,H3,5.778,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1416,A3140,Y13,14 06 03*,,H3,3.069,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1417,A3140,Y18,19 02 08*,,H3,172.86,,BE,,"R1,R12",France,2020
1418,A3140,"Y2,Y6",07 07 04*,,H3,661.86,,BE,,R2,France,2020
1419,A3140,Y42,07 01 08*,,H12,697.66,,BE,,"R1,R2,R11",France,2020
1420,A3140,Y42,14 06 03*,,H8,13.062,,DE,,R2,France,2020
1421,A3140,Y42,"07 01 04*,07 05 04*,07 07 04*,08 01 11*,08 03 12*,14 06 03*",,H3,116.92,,ES,,R2,France,2020
1422,A3140,Y42,07 05 04*,,H3,594.41,,ES,,R2,France,2020
1423,A3140,Y42,07 05 04*,,H3,166.08,,ES,,R2,France,2020
1424,A3140,Y42,07 05 04*,,"H3,H6.1",755.35,,ES,,R2,France,2020
1425,A3140,Y42,14 06 03*,,"H11,H3",121.58,,ES,,R2,France,2020
1426,A3140,Y42,14 06 03*,,"H11,H3",354.04,,ES,,R2,France,2020
1427,A3140,Y42,13 07 03*,,H3,1.227,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1428,A3140,Y42,14 06 03*,,"H11,H12,H3",0.096,"BR,ES,GB,NL",FR,,"R1,R12,R13",France,2020
1429,A3140,Y6,14 06 03*,,"H11,H3",166.2,,ES,,R2,France,2020
1430,A3140,Y6,14 06 03*,,"H11,H3",165.18,,ES,,R2,France,2020
1431,A3140,Y6,07 01 04*,,H3,19.46,"BE,DE,ES,GB,IT,LK,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1432,A3140,"Y6,Y42",08 03 19*,,"H11,H3",121.14,,DE,,R2,France,2020
1433,A3150,"Y2,Y41","07 05 03*,14 06 02*,14 06 04*",,"H10,H11,H3,H4.1,H6.1,H8",2.718,,DE,,R2,France,2020
1434,A3150,"Y2,Y41","07 05 03*,14 06 02*,14 06 04*",,"H10,H11,H3,H4.1,H6.1,H8",9.574,,DE,,R2,France,2020
1435,A3150,"Y2,Y41","07 07 03*,14 06 02*,14 06 04*",,"H11,H12,H3,H6.1,H8",19.616,,DE,,R2,France,2020
1436,A3150,"Y2,Y41","07 07 03*,14 06 02*,14 06 04*",,"H11,H12,H3,H6.1,H8",17.54,,DE,,R2,France,2020
1437,A3150,Y41,"07 01 03*,07 01 07*,07 05 03*,07 05 07*,07 07 03*,07 07 07*,14 06 02*,14 06 04*",,"H12,H6.1",52.36,,BE,,"R1,R2,R11",France,2020
1438,A3150,Y41,14 06 04*,,H11,27.96,,BE,,R2,France,2020
1439,A3150,Y41,07 07 03*,,H11,43.92,,DE,,R2,France,2020
1440,A3150,Y41,14 06 02*,,"H11,H12,H8",23.262,,DE,,R2,France,2020
1441,A3150,Y41,07 05 03*,,H6.1,127.44,,ES,,R2,France,2020
1442,A3150,Y41,"07 05 03*,07 05 07*,07 07 03*,07 07 07*",,"H3,H6.1",713.16,,ES,,R2,France,2020
1443,A3150,Y41,07 07 03*,,"H11,H3",89.36,,ES,,R2,France,2020
1444,A3150,"Y6,Y41","14 06 02*,14 06 04*",,"H12,H3,H6.1",9.788,,DE,,R2,France,2020
1445,A3160,,07 01 08*,,H4.1,38.496,,BE,,R2,France,2020
1446,A3160,Y6,07 02 08*,,"H12,H3,H4.1",15.175,,DE,,"R1,R12",France,2020
1447,A3160,Y6,07 02 08*,,"H12,H3,H4.1",21.791,,DE,,"R1,R12",France,2020
1448,A3160,Y6,14 06 03*,,"H11,H8",67.492,,DE,,R2,France,2020
1449,A3180,Y10,16 02 09*,,"H11,H12",2416.892,,BE,,R4,France,2020
1450,A3180,Y10,"13 01 01*,13 03 01*,16 07 09*,16 10 01*,19 11 03*",,H12,193.04,,DE,D10,,France,2020
1451,A3180,Y10,16 02 10*,,H12,94.814,BE,DE,D10,,France,2020
1452,A3180,Y10,16 02 10*,,H12,41.76,BE,DE,D10,,France,2020
1453,A3180,Y10,17 05 03*,,"H11,H12",391.6,BE,DE,D12,,France,2020
1454,A3180,Y10,17 05 03*,,H12,41.66,,DE,,"R5,R13",France,2020
1455,A3180,Y10,17 05 03*,,H12,4.32,BE,DE,D10,,France,2020
1456,A3180,Y10,17 05 03*,,H12,1.1,BE,DE,D10,,France,2020
1457,A3180,Y10,19 12 11*,,H12,38.006,BE,DE,D10,,France,2020
1458,A3180,Y10,19 12 11*,,H12,11.4,BE,DE,D10,,France,2020
1459,A3180,Y10,"16 02 09*,16 02 10*,16 02 13*",,H12,343.42,,ES,D9,,France,2020
1460,A3180,Y10,"13 03 01*,16 02 09*,17 09 02*",,H11,16.76,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,D10,,France,2020
1461,A3190,Y11,05 01 07*,,H8,23.66,BE,DE,,"R1,R12",France,2020
1462,A3190,Y11,05 01 07*,,H8,74.24,BE,DE,,"R1,R12",France,2020
1463,A3200,,17 03 01*,,,1399.44,BE,NL,,R5,France,2020
1464,A3200,,17 03 01*,,,4520.536,"DE,LU",NL,,R5,France,2020
1465,A3200,,17 03 01*,,H11,1954.778,DE,NL,,R5,France,2020
1466,A3200,,17 03 01*,,H12,14609.872,BE,NL,,"R5,R12",France,2020
1467,A4010,,07 07 01*,,H6.1,3835.14,,BE,,R3,France,2020
1468,A4010,Y3,18 01 09,,H6.1,1.489,"BE,BR,ES,GB,NL,SR",FR,,"R1,R13",France,2020
1469,A4010,Y3,18 01 09,,H6.1,4.782,"BR,ES,GB,NL",FR,,"R1,R12",France,2020
1470,A4010,Y3,18 01 09,,H6.1,1.336,"BR,ES,GB,NL",FR,,"R1,R13",France,2020
1471,A4020,Y1,18 01 03*,,H6.2,44.6,,CH,,"R1,R4,R12",France,2020
1472,A4020,Y1,18 01 03*,,H6.2,232.386,,ES,"D1,D9",,France,2020
1473,A4020,Y1,18 01 03*,,H6.2,56.508,,ES,"D9,D10",,France,2020
1474,A4020,Y1,18 01 03*,,H6.2,41.136,,ES,"D9,D10",,France,2020
1475,A4020,Y1,18 01 08*,,H6.1,22.18,"BE,DE,ES,GB,IT,LK,MG,MU,NL,ZA",FR,"D10,D13",,France,2020
1476,A4020,Y1,18 01 08*,,H6.1,43.22,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D10,D13",,France,2020
1477,A4020,"Y1,Y3",18 01 03*,,"H11,H6.2",4.041,"BR,ES,GB,NL",FR,D10,,France,2020
1478,A4030,Y13,20 01 19*,,H6.1,0.412,"BE,BR,ES,FR,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1479,A4030,Y4,06 03 13*,,H12,10.02,BE,DE,,R4,France,2020
1480,A4030,Y4,06 03 13*,,H12,86.998,BE,DE,,R4,France,2020
1481,A4030,Y4,07 04 01*,,"H11,H12",314.46,,ES,"D8,D9",,France,2020
1482,A4030,Y4,07 04 11*,,H12,215.86,,ES,D9,,France,2020
1483,A4030,Y4,07 04 13*,,H6.1,0.437,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,"D10,D13",,France,2020
1484,A4030,Y4,20 01 19*,,H6.1,0.204,"BE,BR,ES,FR,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1485,A4030,"Y4,Y5",06 13 01*,,H11,0.032,"BE,BR,ES,GB,NL,SR",FR,,"R1,R13",France,2020
1486,A4030,"Y4,Y5",06 13 01*,,H11,0.03,"BR,ES,GB,NL",FR,,"R1,R12",France,2020
1487,A4050,,11 01 98*,,"H11,H12",0.065,,IT,,R4,France,2020
1488,A4050,Y17,11 01 98*,,H6.1,4.728,,DE,,"R4,R5",France,2020
1489,A4050,Y17,11 01 09*,,"H6.1,H8",3.541,,IT,,R4,France,2020
1490,A4050,Y17,11 01 11*,,"H6.1,H8",0.809,,IT,,R4,France,2020
1491,A4050,"Y17,Y33",11 01 09*,,H6.1,1.447,BE,NL,,R4,France,2020
1492,A4050,Y7,11 01 98*,,H6.1,2.251,,DE,,R4,France,2020
1493,A4050,"Y7,Y17,Y33",11 01 98*,,H6.1,26.59,BE,NL,,R4,France,2020
1494,A4050,"Y7,Y17,Y33",11 01 98*,,H6.1,1.129,BE,NL,,R4,France,2020
1495,A4060,,11 01 13*,,,36.94,,DE,,R7,France,2020
1496,A4060,,11 01 13*,,,35.0,,DE,,R7,France,2020
1497,A4060,Y13,16 10 01*,,H12,3.353,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1498,A4060,Y13,16 10 01*,,H12,4.37,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1499,A4060,Y8,13 02 08*,,H12,40.28,"BE,BR,BR,BR,ES,FR,FR,GB,GY,NL,SR,TT",FR,,R9,France,2020
1500,A4060,Y8,13 02 08*,,H12,41.84,"BE,BR,BR,BR,ES,FR,FR,GB,GY,NL,SR,TT",FR,,R9,France,2020
1501,A4060,Y8,13 02 08*,,H12,120.06,"BE,BR,ES,FR,FR,GB,GY,NL,SR,TT",FR,,R9,France,2020
1502,A4060,Y9,12 01 09*,,H12,18.5,,BE,,"R1,R5,R12",France,2020
1503,A4060,Y9,"12 01 09*,13 05 06*,13 05 07*,16 07 08*",,H12,22.5,,BE,D9,,France,2020
1504,A4060,Y9,"12 01 09*,13 05 06*,13 05 07*,16 07 08*",,H12,1298.12,,BE,D9,,France,2020
1505,A4060,Y9,"12 01 09*,13 05 06*,13 05 07*,16 07 08*",,H12,184.46,,BE,D9,,France,2020
1506,A4060,Y9,13 05 07*,,H3,42.42,,BE,D9,,France,2020
1507,A4060,Y9,13 05 07*,,H3,67.46,,BE,D9,,France,2020
1508,A4060,Y9,12 01 09*,,,34.3,,DE,,R7,France,2020
1509,A4060,Y9,12 01 09*,,,223.06,,DE,,R7,France,2020
1510,A4060,Y9,12 01 09*,,H12,172.54,,DE,,R7,France,2020
1511,A4060,Y9,12 01 09*,,H12,39.14,,DE,,R7,France,2020
1512,A4060,Y9,16 01 07*,,H12,39.02,,ES,,R4,France,2020
1513,A4060,Y9,13 05 02*,,H12,13.123,"BE,BR,ES,GB,NL,SR",FR,,"R1,R13",France,2020
1514,A4060,Y9,13 05 02*,,H12,4.798,"BR,ES,GB,NL",FR,,"R1,R12,R13",France,2020
1515,A4060,Y9,13 05 02*,,"H12,H4.1",8.806,"BR,ES,GB,NL",FR,,"R1,R13",France,2020
1516,A4060,Y9,13 05 08*,,"H3,H4.1",130.98,"AE,EG,ES,ES,IN,IT,JO,LK,MG,MT,MU,SA,ZA",FR,,"R1,R12",France,2020
1517,A4060,Y9,13 05 08*,,"H3,H4.1",209.212,"BE,DE,ES,GB,IT,MG,MU,MZ,NL,OM,ZA",FR,,"R1,R12",France,2020
1518,A4060,Y9,13 05 08*,,"H3,H4.1",270.75,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1519,A4060,Y9,13 07 03*,,H3,2.696,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1520,A4060,Y9,13 07 03*,,H3,93.68,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1521,A4060,Y9,16 07 08*,,"H12,H3",18.64,"BE,BR,ES,GB,NL,SR",FR,,R3,France,2020
1522,A4060,Y9,16 07 08*,,"H12,H3",24.62,"BR,ES,GB,NL",FR,,R3,France,2020
1523,A4060,Y9,19 02 07*,,"H10,H3,H4.1",103.54,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,R1,France,2020
1524,A4070,,"08 01 12,08 01 14,08 01 16",,,30.96,,BE,D9,,France,2020
1525,A4070,,"08 01 12,08 01 14,08 01 16",,,265.34,,BE,D9,,France,2020
1526,A4070,,08 03 07,,,164.66,,BE,D9,,France,2020
1527,A4070,,08 03 07,,,101.18,,BE,D9,,France,2020
1528,A4070,Y12,08 01 11*,,"H12,H3",26.68,,BE,,"R1,R4,R5,R12",France,2020
1529,A4070,Y12,08 01 11*,,"H12,H3",20.68,,BE,,"R1,R4,R5,R12",France,2020
1530,A4070,Y12,08 01 11*,,H4.1,314.14,,BE,,"R1,R4,R5,R12",France,2020
1531,A4070,Y12,08 01 16,,,118.8,,BE,D9,,France,2020
1532,A4070,Y12,08 01 16,,,120.98,,BE,D9,,France,2020
1533,A4070,Y12,08 01 16,,H12,110.12,,BE,D9,,France,2020
1534,A4070,Y12,19 02 04*,,H12,1306.52,,BE,,"R1,R5,R12",France,2020
1535,A4070,Y12,08 01 11*,,"H12,H3,H4.1",3.427,,DE,,"R1,R12",France,2020
1536,A4070,Y12,08 01 11*,,"H12,H3,H4.1",0.217,,DE,,"R1,R12",France,2020
1537,A4070,Y12,08 01 11*,,"H3,H4.1,H6.1",68.14,"BE,DE,ES,GB,MG,MU,NL,ZA",FR,,"R1,R12",France,2020
1538,A4070,Y12,08 01 11*,,H4.1,18.639,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1539,A4070,Y12,08 01 11*,,H4.1,17.36,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1540,A4070,Y12,08 01 11*,,"H12,H3,H4.1",0.835,BE,NL,,R4,France,2020
1541,A4070,Y12,08 01 11*,,"H12,H3,H4.1",0.058,BE,NL,,R4,France,2020
1542,A4070,"Y12,Y13","08 01 11*,08 01 12,20 01 27*",,"H3,H4.1",0.773,"BR,ES,GB,NL",FR,,"R1,R4,R13",France,2020
1543,A4070,"Y12,Y13","08 01 11*,20 01 27*",,H3,1.139,"BE,BR,ES,GB,NL,SR",FR,,"R1,R13",France,2020
1544,A4070,"Y12,Y13","08 01 11*,20 01 27*",,H3,0.749,"BR,ES,GB,NL",FR,,"R1,R12,R13",France,2020
1545,A4070,"Y12,Y13",16 03 05*,,"H3,H4.1",205.28,BE,NL,,"R1,R4,R12",France,2020
1546,A4070,"Y12,Y13",19 12 11*,,"H12,H3,H4.1",278.18,BE,NL,,"R1,R4,R12",France,2020
1547,A4070,"Y12,Y17",15 02 02*,,"H12,H4.1",0.094,BE,NL,,R4,France,2020
1548,A4070,Y18,19 02 09*,,H4.1,1306.19,,BE,,"R1,R12",France,2020
1549,A4070,Y18,19 02 09*,,H4.1,1677.91,,BE,,"R1,R12",France,2020
1550,A4080,,16 01 10*,,H1,5.72,,DE,D10,,France,2020
1551,A4080,Y15,16 04 03*,,H1,6.205,,DE,D10,,France,2020
1552,A4080,Y15,16 04 03*,,H1,31.068,,DE,D10,,France,2020
1553,A4090,,"06 01 01*,06 01 04*,06 01 05*,11 01 05*,11 01 06*,11 01 07*,11 01 11*",,H8,198.866,,BE,,"R4,R5",France,2020
1554,A4090,,11 01 13*,,H8,17.26,,BE,"D6,D9",,France,2020
1555,A4090,,11 01 13*,,H8,16.98,,BE,"D6,D9",,France,2020
1556,A4090,,"06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*",,"H12,H8",0.17,"BE,BR,ES,GB,NL,SR",FR,,"R5,R13",France,2020
1557,A4090,,"06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*",,"H12,H8",0.057,"BR,ES,GB,NL",FR,,"R5,R12,R13",France,2020
1558,A4090,Y13,06 01 06*,,H8,1.731,"BE,BR,ES,GB,GY,JM,NL,SR,TT",FR,"D10,D13",,France,2020
1559,A4090,Y17,11 01 11*,,H8,20.38,,ES,"D8,D9",,France,2020
1560,A4090,Y17,11 01 11*,,H8,140.02,,ES,"D8,D9",,France,2020
1561,A4090,Y17,11 01 11*,,"H12,H8",0.224,BE,NL,,R4,France,2020
1562,A4090,Y17,11 01 11*,,"H12,H8",1.56,BE,NL,,R4,France,2020
1563,A4090,"Y17,Y18","06 01 01*,06 01 02*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,27.0,,BE,,"R4,R5",France,2020
1564,A4090,"Y17,Y18","06 01 01*,06 01 02*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,17.36,,BE,,"R4,R5",France,2020
1565,A4090,"Y17,Y18,Y34,Y35","06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,178.96,,BE,,"R4,R5,R12",France,2020
1566,A4090,"Y17,Y18,Y34,Y35","06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,06 02 04*,06 02 05*,11 01 05*,11 01 06*,11 01 07*,20 01 14*,20 01 15*",,H8,78.904,,BE,,"R4,R5,R12",France,2020
1567,A4090,Y34,"06 01 01*,06 01 02*,06 01 03*,06 01 04*,06 01 05*,06 01 06*,11 01 05*,11 01 06*",,H8,45.76,,BE,D9,,France,2020
1568,A4090,Y34,"06 01 01*,06 01 02*,06 01 03*,06 01 05*,06 01 06*,11 01 05*,11 01 06*",,H8,120.1,,BE,D9,,France,2020
1569,A4090,Y34,"06 01 01*,06 01 02*,06 01 03*,06 01 05*,06 01 06*,11 01 05*,11 01 06*",,H8,73.98,,BE,D9,,France,2020
1570,A4090,Y34,16 06 06*,,H8,46.88,,BE,,R5,France,2020
1571,A4090,Y34,16 06 06*,,H8,209.64,,BE,,R5,France,2020
1572,A4090,Y34,16 06 06*,,H8,241.72,,BE,,R5,France,2020
1573,A4090,Y34,16 06 06*,,H8,72.92,,BE,,R5,France,2020
1574,A4090,Y34,06 01 01*,,"H11,H12,H8",261.52,BE,DE,,"R5,R13",France,2020
1575,A4090,Y34,06 01 01*,,H8,189.62,,DE,,R5,France,2020
1576,A4090,Y34,06 01 01*,,H8,21.74,,DE,,R5,France,2020
1577,A4090,Y34,06 01 01*,,H8,64.16,,DE,,R5,France,2020
1578,A4090,Y34,06 01 01*,,H8,20.72,,DE,,R5,France,2020
1579,A4090,Y34,11 01 05*,,"H10,H12,H8",40.88,,ES,"D8,D9",,France,2020
